count	Unconquerables (MEDLINE journals NOT OA compliant)	% Unconquerables (MEDLINE journals NOT OA compliant)	MEDLINE journals OA compliant	% MEDLINE journals OA compliant
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
5	0	0.0	5	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
4	0	0.0	4	1.0
1	0	0.0	1	1.0
4	0	0.0	4	1.0
4	0	0.0	4	1.0
2	0	0.0	2	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
3	0	0.0	3	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
3	0	0.0	3	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
3	0	0.0	3	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
6	0	0.0	6	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
3	0	0.0	3	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
7	0	0.0	7	1.0
3	0	0.0	3	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
4	0	0.0	4	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
9	0	0.0	9	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
5	0	0.0	5	1.0
9	0	0.0	9	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
19	0	0.0	19	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
4	0	0.0	4	1.0
5	0	0.0	5	1.0
4	0	0.0	4	1.0
7	0	0.0	7	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
4	0	0.0	4	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
14	0	0.0	14	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
3	0	0.0	3	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
12	0	0.0	12	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
5	0	0.0	5	1.0
1	0	0.0	1	1.0
18	0	0.0	18	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
5	0	0.0	5	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
3	0	0.0	3	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
34	0	0.0	34	1.0
1	0	0.0	1	1.0
33	0	0.0	33	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
4	0	0.0	4	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
8	0	0.0	8	1.0
1	0	0.0	1	1.0
26	0	0.0	26	1.0
3	0	0.0	3	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
3	0	0.0	3	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
7	0	0.0	7	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
3	0	0.0	3	1.0
54	0	0.0	54	1.0
2	0	0.0	2	1.0
3	0	0.0	3	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
15	0	0.0	15	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
6	0	0.0	6	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
5	0	0.0	5	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
9	0	0.0	9	1.0
5	0	0.0	5	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
3	0	0.0	3	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
22	0	0.0	22	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
9	0	0.0	9	1.0
1	0	0.0	1	1.0
7	0	0.0	7	1.0
1	0	0.0	1	1.0
6	0	0.0	6	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
2	0	0.0	2	1.0
2	0	0.0	2	1.0
9	0	0.0	9	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
4	0	0.0	4	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
2	0	0.0	2	1.0
5	0	0.0	5	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
6	0	0.0	6	1.0
1	0	0.0	1	1.0
5	0	0.0	5	1.0
3	0	0.0	3	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
145	0	0.0	145	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
3	0	0.0	3	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
4	0	0.0	4	1.0
2	0	0.0	2	1.0
2	0	0.0	2	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
4	0	0.0	4	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
3	0	0.0	3	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
8	0	0.0	8	1.0
42	0	0.0	42	1.0
8	0	0.0	8	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
3	0	0.0	3	1.0
10	0	0.0	10	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
3	0	0.0	3	1.0
2	0	0.0	2	1.0
7	0	0.0	7	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
3	0	0.0	3	1.0
1	0	0.0	1	1.0
19	0	0.0	19	1.0
1	0	0.0	1	1.0
6	0	0.0	6	1.0
2	0	0.0	2	1.0
2	0	0.0	2	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
3	0	0.0	3	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
3	0	0.0	3	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
1	0	0.0	1	1.0
2	0	0.0	2	1.0
