NlmUniqueID	PMID
0372477	145
0372516	1453
0372525	30
0372526	2
0372537	601
0372541	496
0372544	759
0372547	484
0372553	452
0372557	292
0372565	1
0372604	106
0372606	236
0372612	77
0372617	22
0372621	30
0372625	123
0372630	36
0372646	290
0372650	220
0372652	608
0372705	1
0372707	70
0372712	126
0372714	143
0372715	124
0372716	1
0372725	208
0372736	160
0372741	355
0372755	91
0372762	172
0372763	266
0372764	409
0372767	52
0372772	456
0373007	96
0373022	10
0373026	37
0373027	141
0373062	437
0373100	26
0373124	84
0373125	419
0373126	64
0373220	213
0373224	249
0373226	305
0373305	1
0373322	1
0373334	86
0374236	612
0374617	29
0374620	202
0374626	25
0374630	821
0374636	248
0374641	195
0374646	3
0374654	45
0374655	7
0374660	187
0374672	186
0374675	101
0374701	139
0374703	74
0374714	189
0374716	236
0374720	1
0374726	322
0374731	54
0374740	81
0374750	902
0374755	1398
0374756	2
0374763	174
0375011	167
0375037	16
0375040	264
0375267	138
0375272	237
0375327	291
0375356	237
0375360	1644
0375361	251
0375362	1050
0375363	57
0375370	300
0375373	80
0375376	24
0375400	272
0375402	180
0375403	343
0375404	279
0375410	764
0375434	39
0375521	912
0375566	153
0375655	327
0375672	424
0376027	410
0376166	32
0376331	643
0376332	38
0376333	209
0376334	922
0376337	302
0376340	664
0376342	229
0376343	1717
0376351	103
0376352	308
0376354	15
0376362	140
0376363	167
0376364	644
0376370	171
0376371	24
0376372	114
0376374	961
0376377	449
0376404	80
0376405	197
0376412	262
0376422	701
0376424	12
0376425	259
0376426	34
0376427	46
0376441	136
0376442	102
0376452	4
0376465	75
0376470	54
0376472	2
0376473	7
0376475	340
0376476	90
0376503	89
0376505	135
0376507	296
0376514	1
0376536	113
0376540	5
0376542	25
0376573	111
0376574	232
0376600	161
0376601	228
0376606	140
0376611	114
0376617	164
0376642	37
0376646	1
0376647	13
0376746	4
0376757	111
0377015	122
0377266	138
0377775	141
0400640	74
0400645	208
0400666	152
0400673	106
0400675	193
0400714	406
0400721	93
0400732	236
0400744	126
0400763	24
0400764	68
0400767	48
0400770	258
0400771	55
0400773	228
0400775	80
0401006	193
0401007	27
0401016	1
0401017	2
0401047	3
0401057	151
0401060	1238
0401067	254
0401075	126
0401101	381
0401107	12
0401121	205
0401123	50
0401126	72
0401131	125
0401132	62
0401133	353
0401141	1903
0401147	145
0401150	778
0401152	81
0401156	26
0401176	49
0401220	424
0401223	61
0401224	713
0401233	85
0401245	130
0401256	67
0401257	58
0401260	687
0401271	150
0401273	44
0401300	293
0401302	20
0401404	126
0401650	36
0401663	307
0401664	2426
0402313	84
0402640	116
0403171	117
0403234	1280
0404024	46
0404243	350
0404246	56
0404263	20
0404271	5
0404277	14
0404312	75
0404317	117
0404334	119
0404371	94
0404375	96
0404432	5
0404453	14
0404510	106
0404511	1851
0404514	26
0404516	195
0404520	150
0404522	149
0404536	119
0404546	83
0404551	144
0404554	1
0405376	1202
0405525	1
0405543	352
0405571	849
0406021	51
0406041	156
0406125	104
0407123	53
0407143	1
0407224	78
0407300	306
0410247	101
0410263	144
0410275	3
0410427	637
0410447	73
0410462	3512
0410553	256
0411011	1449
0411361	123
0411772	67
0412004	71
0412011	65
0412041	143
0412072	90
0412765	183
0413066	404
0413415	16
0413423	371
0413531	4
0413533	182
0413601	51
0413602	95
0413606	216
0413613	172
0413645	87
0413661	5
0413675	758
0413725	26
0413766	69
0413777	1
0414002	42
0414003	155
0414006	7
0414075	75
0414106	45
0414162	188
0414576	132
0414670	40
0414756	37
0415027	38
0415216	110
0415227	313
0415553	6
0415677	61
0416575	314
0416577	85
0416661	39
0417337	41
0417347	867
0417353	296
0417355	130
0417360	431
0417364	43
0417367	46
0417372	157
0417373	202
0417402	107
0417414	40
0417427	291
0417435	566
0417442	514
0417457	7
0417466	146
0417505	118
0417611	80
0417615	259
0417625	181
0417731	28
0417737	129
0420404	56
0420432	51
0420510	838
0420537	2
0420544	148
0420550	113
0421030	501
0421031	294
0421041	489
0421110	132
0421145	55
0421304	2
0421406	145
0421510	405
0421520	21
0421737	31
0422676	2
0423161	886
0423204	80
0423221	60
0423506	386
0423731	104
0424247	47
0424767	51
0425076	150
0425123	187
0425124	261
0425672	31
0425742	9
0425743	108
0425746	750
0425754	116
0426720	502
0427163	2
0427461	137
0430275	120
0430303	74
0430463	55
0430773	134
0431155	173
0431420	60
0432520	304
0432556	5
0432557	162
0433604	143
0434624	22
0435062	301
100883319	305
100883360	87
100883369	42
100883395	123
100883413	41
100883416	184
100883417	77
100883432	21
100883448	468
100883450	111
100883501	1134
100883503	243
100883508	97
100883537	219
100883581	13
100883590	71
100883596	123
100883603	80
100883604	85
100883611	473
100883645	377
100883647	38
100883649	363
100883685	67
100883688	235
100883692	497
100883818	308
100884139	547
100884618	50
100885136	114
100885154	65
100885357	314
100885360	2
100885761	96
100886002	566
100886103	36
100886162	92
100886202	85
100886238	130
100886455	73
100886502	32
100886617	28
100886622	89
100886647	97
100886721	327
100886823	26
100887028	1
100887374	36
100887377	109
100887391	52
100887419	94
100887420	353
100887452	225
100887595	377
100887625	7
100887967	74
100888004	138
100888143	130
100888160	2764
100888201	137
100888334	217
100888552	45
100888554	197
100888555	4
100888641	6
100888704	430
100888706	115
100888751	88
100888796	116
100888800	164
100888833	1
100888896	24
100888899	200
100888957	11
100888960	87
100888967	184
100888969	205
100888970	44
100888977	101
100888980	1
100888982	66
100888983	12
100889025	266
100889084	162
100889097	14
100889186	156
100889644	78
100890196	23
100890344	8
100890393	1710
100890575	227
100890578	257
100890581	353
100890606	148
100890607	77
100890609	270
100890625	8
100890690	94
100891112	130
100891385	3
100891504	41
100891853	139
100891857	109
100892005	301
100892086	75
100892202	323
100892712	104
100892832	115
100892845	24
100892849	474
100892857	62
100892858	450
100893225	182
100893237	211
100893243	432
100893366	149
100893612	126
100893704	134
100893864	1
100893959	1004
100894081	13
100894201	341
100894724	197
100895165	1
100895290	99
100895309	166
100895787	4
100895847	2
100895975	119
100896471	167
100896531	133
100896915	299
100897261	153
100897327	107
100897329	228
100897346	227
100897350	100
100897390	77
100897392	200
100897394	42
100897395	161
100897685	96
100898209	57
100898211	83
100898657	218
100898731	218
100898738	304
100898744	677
100898759	331
100898843	131
100898849	17
100898941	54
100899009	56
100899600	427
100900466	37
100900815	2
100900900	92
100900921	281
100900943	52
100900946	121
100901141	78
100901183	49
100901225	282
100901226	104
100901227	108
100901228	228
100901229	154
100901230	155
100901315	45
100901316	30
100901626	9
100901776	16
100901990	137
100908968	9
100909039	56
100909185	298
100909359	76
100909377	45
100909380	54
100909394	26
100909407	101
100909747	337
100909956	198
100910628	66
100910640	8
100910681	5
100910685	5
100911021	161
100911100	29
100911167	2
100911346	28
100911591	140
100912060	5
100912301	1
100912837	773
100913117	425
100913944	109
100927353	87
100927567	134
100927946	47
100929017	172
100930043	56
100930740	180
100931242	27
100931761	379
100931790	81
100931981	70
100935589	105
100935741	429
100936353	46
100936359	66
100937320	45
100937360	488
100938016	214
100939340	42
100939343	108
100939345	151
100939725	44
100939812	61
100940059	5
100940441	1
100940513	119
100940562	155
100940588	108
100940627	2
100940729	340
100941354	292
100941611	3
100942132	195
100953417	34
100953583	233
100953980	71
100954211	427
100954394	214
100954576	70
100954591	8
100954653	277
100954728	123
100954790	288
100954969	148
100955036	39
100955049	124
100955210	4
100955213	6
100955222	4
100955315	1
100955326	6
100955338	227
100955367	3
100955490	9
100955497	4
100955518	1
100955692	1
100955697	2
100955699	6
100955724	1
100955807	74
100956087	380
100956096	132
100956211	188
100956422	106
100956435	99
100956805	110
100957246	512
100957268	84
100957634	11
100958329	1
100958373	28
100958385	384
100958626	54
100959175	1068
100959226	304
100959228	55
100959418	160
100959500	215
100959585	102
100959882	802
100959949	334
100960007	114
100960027	37
100960029	4
100960111	273
100960527	6
100960529	80
100960530	243
100960531	128
100960533	77
100960562	163
100960660	250
100960938	11
100960995	73
100961008	1
100961305	21
100961504	388
100961517	1
100961631	12
100962645	1
100962752	39
100962779	144
100962781	129
100962782	146
100962988	1
100962994	2
100963000	3
100963049	333
100963089	234
100963218	2
100963688	59
100963717	22
100963739	284
100963897	156
100964009	7852
100964185	86
100964435	3
100964771	36
100965121	126
100965194	552
100965258	814
100965259	1009
100965417	30
100965420	15
100965525	76
100966032	114
100966034	141
100966035	126
100966036	93
100966133	127
100966769	55
100966936	163
100966947	1
100966980	59
100966981	292
100966986	73
100967057	1
100967174	1
100967562	4
100967568	4
100967627	341
100967737	3
100967755	73
100967793	388
100967799	912
100967800	1277
100967802	474
100967804	700
100967807	570
100967901	2
100968199	2
100968231	1
100968246	2
100968357	1
100968535	377
100968539	530
100968543	196
100968545	312
100968547	503
100968548	940
100968551	912
100968553	215
100968555	454
100968559	769
100968562	2294
100968563	467
100968565	1078
100968567	416
100968571	197
100968593	1
100968638	435
100968649	1
100968656	1
100968691	1
100968724	1
100968751	86
100968761	1
100968794	3
100968931	2
100969256	1
100969404	1
100969434	5
100969716	243
100969799	1
100969869	2
100969871	1
100969875	10
100970070	58
100970146	2
100970246	1
100970413	220
100970420	1
100970472	1
100970478	1
100970551	9
100970552	5
100970569	1
100970604	44
100970605	104
100970618	5
100970666	98
100970798	1
100970884	123
100970957	22
100971281	2
100971306	2
100971316	6
100971319	4
100971327	1
100971333	4
100971341	9
100971378	1
100971385	1
100971395	3
100971398	20
100971400	6
100971443	65
100971455	1
100971458	20
100971529	2
100971555	96
100971564	49
100971574	463
100971588	3
100971590	6
100971602	1
100971621	1
100971627	24
100971636	15
100971802	1
100971889	1
100971924	2
100971946	2
100971953	3
100971968	2
100972136	1
100972148	23
100972154	97
100972167	1
100972232	49
100972333	6
100972346	10
100972575	15
100972611	6
100972646	2
100972663	2
100972695	4
100972755	7
100972772	5
100972774	19
100972822	8
100972833	1
100972851	12
100972852	2
100972854	5
100972931	2
100973050	2
100973094	16
100973095	9
100973201	6
100973331	48
100973347	1
100973390	1
100973394	18
100973395	6
100973405	237
100973416	28
100973463	209
101082699	2
101082763	1
101082834	32
101083072	8
101083101	65
101083179	2
101083217	113
101083580	5
101083777	545
101083919	1
101083946	116
101083949	48
101084039	1
101084138	220
101084156	24
101084157	61
101084218	6
101084221	15
101084288	10
101084333	1
101084355	8
101084386	8
101084424	272
101084432	1
101084438	36
101084445	88
101084446	2
101084492	17
101084496	62
101084552	2
101084555	6
101084559	1
101084604	2
101084640	1
101084657	6
101084660	6
101084672	1
101084684	13
101084699	1
101084730	3
101084734	18
101084751	1
101084787	16
101084795	13
101084857	19
101084957	1
101085015	71
101085045	8
101085068	10
101085092	9
101085100	1
101085110	4
101085117	4
101085119	10
101085131	28
101085138	3
101085165	15
101085207	8
101085270	3
101085272	1
101085316	9
101085360	116
101085384	66
101085418	1
101085489	2
101085550	209
101085716	3
101085806	10
101085812	13
101085818	6
101085827	20
101085873	7
101085909	2
101085944	5
101085960	8
101085963	2
101086004	2
101086008	2
101086011	1
101086019	1
101086031	17
101086175	60
101086192	4
101086280	5
101086396	4
101086399	8
101086507	2
101086515	4
101086541	7
101086612	12
101086634	968
101086664	2
101086721	1
101087145	2
101087199	3
101087204	8
101087247	9
101087374	11
101087398	2
101087507	26
101087557	1
101087593	11
101087650	2
101087652	5
101087690	10
101087695	5
101087697	167
101087744	8
101087747	21
101087764	1
101087768	3
101087803	3
101087974	3
101087982	1
101088070	1297
101088075	8
101088083	115
101088169	113
101088170	28
101088505	188
101088554	409
101088663	38
101088676	303
101088677	1489
101088679	843
101088680	129
101088682	326
101088683	344
101088684	570
101088685	218
101088690	500
101088724	5
101088822	3
101089166	142
101089176	354
101089443	232
101089851	110
101090048	70
101090220	66
101090552	121
101090633	330
101090746	9
101090848	198
101090931	56
101091018	1
101091305	96
101091309	1
101091496	3
101091502	1
101091834	7
101092261	10
101092368	6
101092391	5
101092570	12
101092707	176
101092722	2
101092742	28
101092768	7
101092791	14023
101092853	185
101092871	1
101092952	450
101093076	177
101093088	3
101093320	150
101093457	9
101093743	5
101093791	55
101093910	93
101094182	2
101094211	104
101094212	229
101094318	1
101094990	2
101094994	1
101095192	30
101095458	124
101095653	215
101095751	1
101095924	247
101096396	86
101096440	28
101096515	158
101096520	52
101097023	340
101119673	193
101119927	1
101120023	113
101120028	212
101120118	19
101120121	95
101120122	67
101120605	23
101120659	19
101120682	75
101120693	83
101120777	95
101121149	39
101121166	50
101121446	27
101121582	109
101121613	3
101121743	7
101121847	86
101121881	43
101121949	234
101122095	8
101122473	317
101122652	14
101122696	3
101122979	11
101123037	100
101123071	4
101123173	1
101123324	7
101123358	128
101124082	14
101124168	123
101124169	189
101124170	38
101124171	268
101124273	1
101124451	218
101124748	19
101124922	3
101125284	141
101125414	157
101125446	49
101125473	60
101125608	37
101125610	144
101125644	126
101125647	129
101125678	272
101125795	53
101125969	35
101125977	29
101126308	80
101126433	109
101126530	97
101126664	238
101126728	115
101126895	50
101126979	223
101127675	2
101127833	63
101128359	174
101128385	121
101128698	155
101128757	64
101128775	289
101128793	192
101128833	2
101128834	86
101128948	386
101128963	227
101128966	262
101128967	162
101128968	123
101129542	375
101129617	56
101129944	75
101130150	608
101130615	74
101130617	197
101130625	474
101130732	290
101130835	125
101130839	207
101130961	146
101130964	1216
101130981	6
101131135	69
101131163	170
101131275	21
101132257	144
101132535	190
101132622	143
101132728	45
101132980	41
101132995	392
101133002	43
101133385	358
101133858	126
101134004	2
101134327	804
101134359	3
101134362	8
101134380	82
101134521	104
101134613	44
101134822	145
101134867	210
101134876	23
101135325	133
101135365	68
101135662	33
101135738	196
101135751	79
101135818	79
101135941	237
101135954	104
101136371	3
101136419	23
101136421	170
101136878	257
101136916	1550
101137068	2
101137071	7
101137074	3
101137075	1
101137083	2
101137096	1
101137100	4
101137102	2
101137103	3344
101137270	43
101137288	6
101137555	1
101137599	310
101137600	133
101137604	70
101137683	327
101137841	316
101137842	64
101138477	18
101138582	183
101139110	132
101139138	90
101139309	277
101139554	302
101139795	381
101139802	375
101139812	253
101140017	263
101140022	115
101140025	185
101140040	7
101140127	30
101140142	88
101140517	62
101140527	158
101140654	22
101140655	12
101140941	207
101140988	553
101141257	36
101141280	77
101141506	1
101141667	130
101141792	76
101142015	10
101142025	35
101142069	98
101142157	107
101142169	51
101142469	104
101142708	26
101143078	75
101143317	38
101143839	1
101144015	59
101144297	51
101144324	81
101144384	52
101144385	136
101144387	107
101144973	88
101145354	5
101146178	64
101146510	38
101146739	366
101146940	18
101147009	81
101147064	47
101147197	164
101147219	7
101147518	84
101147637	273
101147645	121
101147692	174
101147696	131
101147698	212
101148810	140
101148926	160
101148927	12
101148934	1
101148936	3
101149327	103
101149451	181
101149751	10
101149755	34
101149757	1
101149758	5
101149765	1
101150032	292
101150042	173
101150203	209
101150304	47
101150314	98
101150318	90
101151220	1
101151352	224
101151457	177
101151468	36
101151810	2
101152152	55
101152195	12
101152198	19
101152208	514
101152213	72
101152341	186
101152804	133
101152869	134
101153368	94
101153624	135
101153626	160
101153627	164
101154029	4
101154140	77
101154361	96
101154438	262
101154995	1024
101155056	73
101155137	173
101155373	2
101155398	1
101155473	307
101155475	182
101155626	3
101155885	139
101156063	122
101156072	32
101156081	19
101156086	349
101156268	28
101156357	172
101156990	56
101157207	74
101157208	64
101157212	55
101157239	267
101157298	3
101157394	139
101157530	975
101158091	152
101158399	449
101158402	72
101159262	252
101159382	1
101159952	28
101160020	230
101160382	1
101160518	46
101160559	91
101160775	1028
101160857	398
101160862	260
101160941	114
101162515	143
101162596	20
101162609	180
101163027	161
101163270	81
101163587	109
101163637	40
101164708	420
101164773	52
101165248	723
101165251	3
101165286	36
101166135	96
101167001	112
101167278	35
101167473	42
101167637	119
101167661	97
101167762	153
101167768	57
101167786	9
101167924	1511
101168070	119
101168228	74
101168327	109
101168329	163
101168357	165
101168776	479
101170464	191
101170476	64
101170481	131
101170508	359
101170535	100
101170539	16
101170542	73
101170544	387
101172931	64
101172973	2
101174629	52
101174817	211
101174860	81
101174880	7
101175110	2
101175339	183
101175532	77
101175716	18
101175887	22
101176023	8
101176026	1827
101176127	1
101176252	325
101176417	29
101176492	52
101177984	58
101177990	157
101178352	13
101178411	22
101179386	1315
101179473	44
101179615	3
101179619	3
101179870	108
101180951	19
101181180	201
101181252	260
101181284	159
101181344	142
101181368	174
101182171	9
101182328	91
101182345	22
101183751	7
101183754	12
101183755	385
101184586	45
101184882	64
101185241	12
101185242	107
101185267	66
101185420	132
101185472	63
101186374	169
101186431	3
101186484	20
101186624	690
101187344	38
101187590	1
101188418	38
101188638	419
101188791	61
101189034	11
101189112	5
101189384	69
101189416	66
101189449	1
101189457	103
101189458	92
101189487	4
101189508	4
101189510	3
101189566	1
101189643	111
101189728	97
101189774	50
101189931	12
101190081	1
101190261	201
101190312	11
101190326	332
101190390	16
101190720	270
101190723	467
101190741	572
101190915	16
101193313	54
101193365	43
101193653	83
101194732	2
101196303	22
101196487	43
101196722	365
101196755	487
101196966	37
101197107	73
101197408	52
101197449	529
101197451	94
101197454	52
101197457	23
101197608	109
101197791	447
101197794	550
101197857	6
101197881	36
101198162	22
101198195	58
101198241	49
101199488	10
101199824	250
101200317	406
101200445	101
101200947	146
101201025	204
101201084	7
101201192	115
101201501	27
101201591	104
101201889	262
101201960	15
101202210	66
101204366	8709
101204394	3
101204400	3
101204402	2
101204404	1
101205018	80
101205290	6
101205669	62
101206627	111
101206716	182
101207301	7
101207321	1
101207332	81
101207333	271
101207335	170
101207337	235
101208144	1
101208185	41
101208192	68
101208407	40
101208422	143
101208439	57
101208441	68
101208455	197
101208457	94
101208624	353
101208863	225
101209213	49
101209214	68
101210279	20
101210419	1
101210563	1
101210710	3
101210745	1
101210890	1
101210909	1
101210915	1
101211769	38
101211861	7
101212014	1
101212020	1
101212027	2
101212092	55
101212357	13
101212678	1
101212681	3
101212687	3
101212761	28
101213033	112
101213160	2
101213161	1
101213163	1
101213170	2
101213247	3
101213278	73
101213381	36
101213385	55
101213729	685
101213739	1
101213819	243
101213861	55
101213922	12
101213954	200
101214316	224
101214362	1
101214388	2
101214424	93
101214432	13
101214606	7
101214718	41
101214741	2
101214868	3
101214913	88
101214977	29
101215021	1986
101215093	91
101215359	26
101215604	359
101215688	17
101216893	26
101217089	143
101217269	238
101217933	330
101218222	166
101219148	571
101219332	1
101219668	22
101219871	37
101220059	2
101220458	42
101220684	169
101221755	13
101222144	45
101222274	129
101222431	176
101222433	10
101222974	289
101223106	2
101223209	109
101223545	202
101223548	20
101223836	37
101224380	227
101224773	161
101224806	17
101225070	30
101225105	2
101225394	7
101225531	176
101226123	560
101226212	3
101226299	5
101226346	47
101226721	63
101226876	110
101227436	26
101227511	97
101227560	3
101227566	21
101227575	16
101227686	10
101227779	2
101227890	77
101227995	105
101228183	167
101228232	476
101228421	117
101228422	56
101229003	46
101229024	132
101229261	1
101229646	620
101229715	15
101229718	56
101229721	1
101229731	1
101229936	6
101230058	142
101230060	587
101230445	88
101230541	45
101230586	172
101230653	1
101230693	205
101230758	242
101230869	116
101230907	364
101230972	186
101231005	40
101231007	51
101231179	37
101231360	229
101231417	81
101231512	127
101231642	56
101231644	80
101231645	207
101231669	30
101231694	85
101231818	231
101231934	55
101231974	259
101231976	306
101231977	418
101231978	431
101232233	134
101232234	25
101232337	41
101232529	245
101232636	1
101232704	618
101232986	9
101233054	1
101233061	4
101233132	45
101233142	166
101233144	793
101233150	372
101233156	47
101233160	193
101233161	282
101233170	173
101233220	186
101233223	34
101233311	1
101233393	292
101233661	75
101233663	10
101233749	1
101233809	163
101233819	16
101233985	78
101234011	36
101234082	20
101234168	37
101234237	167
101234238	282
101234311	93
101234500	62
101234521	236
101234523	50
101234999	116
101235219	38
101235322	295
101235325	22
101235328	99
101235338	2052
101235387	8
101235389	65
101235427	60
101235568	428
101235593	2
101235597	24
101235599	81
101235661	55
101235690	74
101235694	137
101235741	545
101235742	28
101235745	49
101236106	6
101236111	140
101236354	68
101236515	48
101236535	80
101236734	2
101237479	105
101237881	98
101237898	1
101237921	62
101237961	40
101237969	38
101238023	107
101238198	1
101238453	1387
101238455	14971
101238549	57
101238551	553
101238921	624
101238922	860
101239023	42
101239074	453
101239345	103
101239706	28
101239794	49
101239891	18
101240003	57
101240146	13
101240183	1
101240290	84
101240303	115
101240304	250
101241032	9
101241152	74
101241272	846
101241430	246
101241654	277
101242019	2
101242342	311
101242502	3
101242662	60
101242667	93
101242668	6
101242761	3
101242872	181
101242972	67
101242994	114
101243057	1
101243727	108
101243874	1440
101244122	34
101244240	179
101244313	103
101244316	418
101244598	7
101244624	33
101244734	141
101244760	1
101245157	543
101245359	1
101245734	100
101245751	14
101245790	21
101245792	39
101245794	70
101245798	128
101245926	1
101246621	4
101247023	155
101247089	204
101247110	81
101247119	329
101247141	105
101247224	47
101247254	78
101247574	245
101247722	178
101247723	112
101248287	81
101248311	10
101248321	3
101248498	4
101248897	111
101248950	71
101249217	4
101249474	2
101249582	8
101249598	313
101249759	425
101249830	81
101250006	20
101250177	38
101250499	83
101250502	211
101250507	1
101250629	2
101250741	72
101250746	166
101250756	10
101250764	150
101251040	237
101251186	23
101251558	92
101251560	5
101251562	84
101252374	112
101252453	40
101252559	1
101252761	35
101252769	1
101253019	115
101253260	176
101253266	6
101253272	1
101253281	96
101254059	38
101254060	52
101254621	1
101255062	62
101255937	241
101255940	31
101256108	293
101256319	26
101256323	308
101256506	103
101256509	151
101256526	161
101256527	236
101256557	2
