NlmUniqueID	DOI
0000201	709.0
0000211	4026.0
0000212	0.0
0000213	1015.0
0000216	0.0
0000220	64.0
0000221	1578.0
0000256	2.0
0000261	34.0
0000262	119.0
0000266	6.0
0000304	0.0
0000670	0.0
0000745	0.0
0001007	0.0
0001010	0.0
0001011	0.0
0001027	5731.0
0001061	14.0
0001470	0.0
0001556	104.0
0001626	0.0
0001640	1.0
0001703	0.0
0001760	0.0
0001770	0.0
0002045	0.0
0002052	0.0
0002217	0.0
0002256	0.0
0002266	1710.0
0002331	0.0
0002344	0.0
0002442	0.0
0002462	0.0
0002545	0.0
0002552	0.0
0002662	0.0
0002702	0.0
0003044	0.0
0003102	0.0
0003163	2.0
0003354	0.0
0003403	2.0
0003423	0.0
0004017	0.0
0004021	0.0
0004041	23870.0
0004047	718.0
0004254	0.0
0004276	0.0
0004333	0.0
0004334	0.0
0004343	0.0
0004455	0.0
0004457	0.0
0004653	32.0
0004704	0.0
0004706	0.0
0004743	3.0
0005023	0.0
0005130	0.0
0005256	0.0
0005327	0.0
0005331	2173.0
0005535	0.0
0005610	0.0
0005735	3608.0
0006021	18.0
0006226	4.0
0006250	0.0
0006252	4340.0
0006253	0.0
0006276	23.0
0006440	613.0
0006450	0.0
0006522	0.0
0006601	0.0
0006672	0.0
0006673	0.0
0006723	28232.0
0006761	9670.0
0006762	147.0
0006777	12422.0
0007110	0.0
0007200	0.0
0007275	33.0
0007305	0.0
0007504	0.0
0007506	0.0
0007616	0.0
0007677	0.0
0010076	0.0
0010301	1367.0
0010333	670.0
0010505	16670.0
0010615	0.0
00110640R	26.0
0011077	0.0
0011363	49.0
0011434	0.0
0011620	0.0
0011622	0.0
0011672	0.0
0012036	0.0
0012040	0.0
0012330	0.0
0012445	256.0
0012737	11012.0
0013103	98.0
0013104	0.0
0013105	0.0
0013243	2948.0
0013252	0.0
0013255	2272.0
0013260	3.0
0013262	0.0
0013576	12.0
0013615	0.0
0013665	0.0
0013747	0.0
0014016	684.0
0014024	0.0
0014030	11149.0
0014032	1.0
0014035	0.0
00140360R	245.0
0014050	0.0
0014051	9.0
0014052	6577.0
0014060	20.0
0014067	4177.0
0014133	8190.0
0014157	1255.0
0014162	505.0
0014167	0.0
0014171	6458.0
0014204	0.0
0014206	0.0
0014207	2380.0
0014210	26.0
0014405	0.0
0015266	0.0
0015312	0.0
0015362	0.0
0015363	0.0
0015370	0.0
0015376	0.0
0016262	0.0
0016576	0.0
0016577	0.0
0016603	0.0
0016604	0.0
0016621	0.0
0017036	0.0
0017172	0.0
0017240	0.0
0017241	0.0
0017314	0.0
0017372	0.0
0017416	0.0
0017454	0.0
0017457	2.0
0017463	0.0
0017501	16.0
0017523	0.0
0017615	0.0
0017632	0.0
0017767	0.0
0020066	0.0
0020267	0.0
0020417	1.0
0020712	0.0
0020713	9807.0
0021114	0.0
0021263	0.0
0021406	3794.0
0021417	0.0
0021740	6.0
0022164	0.0
0022210	0.0
0022245	0.0
0022370	73.0
0022452	0.0
0022623	6441.0
0022635	0.0
0022726	0.0
0023124	0.0
0023271	0.0
0023410	0.0
0023416	161.0
0023525	176.0
0023573	0.0
0023623	2.0
0023627	0.0
0023661	0.0
0023662	0.0
0023766	0.0
0023773	0.0
0024022	0.0
0024025	0.0
0024034	0.0
0024046	3221.0
0024060	17.0
0024064	0.0
0024237	0.0
0024571	0.0
0024646	0.0
0024675	0.0
0024724	0.0
0024731	0.0
0024737	0.0
0024764	0.0
0025435	0.0
0025637	0.0
0025654	0.0
0025770	0.0
0026222	0.0
0026247	0.0
0026251	522.0
0026740	0.0
0027050	0.0
0027065	0.0
0027133	0.0
0027176	0.0
0027317	0.0
0027374	0.0
0027437	0.0
0027440	1515.0
0027501	0.0
0027704	321.0
0027707	0.0
0030130	0.0
0030444	0.0
0031153	0.0
0031164	30565.0
0031221	0.0
0031306	2.0
0031315	0.0
0031333	0.0
0031351	0.0
0031517	0.0
0031550	0.0
0031651	0.0
0031734	0.0
0032075	0.0
0032101	0.0
0032151	0.0
0032166	0.0
0032306	21.0
0032311	45.0
0032342	0.0
0032351	1.0
0032352	0.0
0032450	0.0
0032510	1.0
0032666	0.0
0033040	81.0
0033046	0.0
0033325	0.0
0033334	0.0
0033335	183.0
0033336	200.0
0033356	0.0
0033360	0.0
0033370	2519.0
0033401	21.0
0033473	0.0
0033567	0.0
0033620	0.0
0033671	0.0
0033754	0.0
0033760	0.0
0033776	0.0
0034007	0.0
0034027	0.0
0034270	0.0
0034351	1.0
0034461	5995.0
0034470	0.0
0034616	0.0
0034617	0.0
0034640	0.0
0034745	0.0
0035247	0.0
0035301	88.0
0035477	4.0
0035523	0.0
0035623	6143.0
0035654	0.0
0035665	6077.0
0035777	0.0
0036137	0.0
0036162	0.0
0036320	12.0
0036410	0.0
0036662	0.0
0036665	0.0
0036761	1.0
0037013	0.0
0037035	0.0
0037112	0.0
0037125	0.0
0037177	0.0
0037206	0.0
0037265	0.0
0037276	26.0
0037353	0.0
0037362	0.0
0037504	0.0
0040021	4.0
0040024	0.0
0040162	0.0
0040250	4755.0
0040373	0.0
0040527	0.0
0040616	0.0
0040752	12.0
0041135	0.0
0041265	0.0
0042005	5613.0
0042033	1096.0
0042116	1.0
0042124	25884.0
0042143	1182.0
0042334	0.0
0042336	0.0
0042365	0.0
0042510	9.0
0042624	1.0
0042671	0.0
0042715	70.0
0042767	6.0
0043110	0.0
0043125	25957.0
0043147	1.0
0043154	0.0
0043175	1172.0
0043246	8.0
0043264	46.0
0043306	802.0
0043312	15573.0
0043417	1077.0
0043441	0.0
0043523	27.0
0043524	610.0
0043533	561.0
0043535	10793.0
0043541	5444.0
0043545	82.0
0043605	0.0
0043617	132.0
0043732	0.0
0043764	202.0
0044034	0.0
0044071	0.0
0044263	1139.0
0044272	0.0
0044350	0.0
0044500	0.0
0044560	0.0
0044610	0.0
0044637	1588.0
0044652	2629.0
0044671	3221.0
0045130	361.0
0045170	30.0
0045233	656.0
0045265	0.0
0045312	3524.0
0045332	145.0
0045335	347.0
0045354	0.0
0045377	6337.0
0045406	0.0
0045472	0.0
0045503	59666.0
0045506	0.0
0045507	0.0
0045533	0.0
0045606	2.0
0045677	0.0
0045715	54.0
0045747	0.0
0046021	14123.0
0046024	0.0
0046027	0.0
0046052	1964.0
0046314	0.0
0046347	14.0
0046433	0.0
0046535	0.0
0046550	12.0
0047061	6088.0
0047103	17878.0
0047107	0.0
0047142	3766.0
0047220	0.0
0047354	181.0
0047421	0.0
0047422	3.0
0047441	3407.0
0047556	0.0
0047634	3.0
0047670	4.0
0047723	0.0
0047757	11.0
0050006	37.0
0050076	0.0
0050115	0.0
0050202	60.0
0050222	16742.0
0050235	0.0
0050303	644.0
0050430	0.0
0050435	0.0
0050452	4344.0
0050556	1.0
0050610	0.0
0050620	0.0
0050636	24.0
0050677	0.0
0050734	0.0
0050772	0.0
0051012	0.0
0051104	0.0
0051420	0.0
0051452	0.0
0051530	0.0
0051531	5.0
0051574	0.0
0051757	3.0
0052130	629.0
0052457	16611.0
0052631	19699.0
0052704	483.0
0053006	2853.0
0053225	0.0
0053252	1836.0
0053303	52.0
0053353	0.0
0053462	1.0
0054202	0.0
0054204	0.0
0054211	0.0
0054224	334.0
0054655	6625.0
0055030	46.0
0055107	4130.0
0055201	106.0
0055203	140.0
0055371	0.0
0055427	0.0
0055467	0.0
0055564	0.0
0055616	0.0
0055635	2.0
0055653	0.0
0055673	0.0
0056011	0.0
0056013	0.0
0056205	0.0
0056272	10.0
0056471	5287.0
0056517	0.0
0056714	0.0
0057026	0.0
0057113	2537.0
0057120	0.0
0057161	0.0
0057202	8602.0
0057204	0.0
0057376	0.0
0057664	146.0
0057730	3.0
0057764	151.0
0060105	9732.0
0060172	0.0
0060366	0.0
0060433	56.0
0060440	0.0
0060441	0.0
0060450	7840.0
0060461	0.0
0060503	0.0
0060560	0.0
0060610	0.0
0060612	0.0
0060642	0.0
0060677	0.0
0060752	0.0
0060757	0.0
0060760	0.0
0061156	0.0
0061242	0.0
0061331	14.0
0061352	2.0
0061353	0.0
0061372	0.0
0061432	0.0
0061473	0.0
0061476	0.0
0061573	267.0
0061651	0.0
0062434	0.0
0062647	1644.0
0062702	0.0
0063012	0.0
0063015	0.0
0063132	0.0
0063222	0.0
0063413	0.0
0063417	0.0
0063501	4.0
0063661	16.0
0063733	1246.0
0063734	0.0
0063742	0.0
0064143	3.0
0064145	32.0
0064224	0.0
0064233	0.0
0064270	0.0
0064302	17.0
0064362	0.0
0064375	0.0
0064523	0.0
0064572	0.0
0064717	337.0
0064720	0.0
0064753	0.0
0064754	0.0
0064756	0.0
0064757	801.0
0064761	0.0
0065035	0.0
0065163	0.0
0065217	22.0
0065255	9.0
0065324	1600.0
0065346	0.0
0065371	6.0
0065403	0.0
0065720	0.0
0065750	801.0
0066040	0.0
0066127	657.0
0066130	0.0
0066175	0.0
0066413	0.0
0066472	0.0
0066560	71.0
0066654	3.0
0066741	0.0
0066751	10107.0
0067036	0.0
0067206	3457.0
0067303	43.0
0067335	187.0
0067406	0.0
0067457	0.0
0067507	0.0
0067643	0.0
0067662	2900.0
0067712	260.0
0067713	0.0
0067723	0.0
0067725	0.0
0067753	1.0
0070014	4740.0
0070073	0.0
0070154	0.0
0070157	0.0
0070163	0.0
0070205	0.0
0070311	0.0
0070414	0.0
0070454	71.0
0070456	0.0
0070626	0.0
0070743	0.0
0070744	0.0
0070765	0.0
0071033	0.0
0071035	0.0
0071075	0.0
0071152	0.0
0071320	15.0
0071414	0.0
0071431	0.0
0071432	0.0
0071461	0.0
0071530	0.0
0071535	0.0
0071543	0.0
0071567	0.0
0071570	0.0
0071761	0.0
0072026	0.0
0072265	147.0
0072416	2580.0
0072456	1.0
0072564	0.0
0073130	131.0
0073210	435.0
0073267	880.0
0073315	0.0
0073340	0.0
0073354	0.0
0073436	0.0
0073774	0.0
0074071	0.0
0074126	1994.0
0074243	7806.0
0074245	0.0
0074253	0.0
0074364	0.0
0074404	630.0
0074406	0.0
0074407	0.0
0074422	0.0
0075005	4.0
0075052	1.0
0075472	0.0
0075674	13615.0
0076003	0.0
0076033	334.0
0076155	0.0
0076224	0.0
0076246	0.0
0076274	3.0
0076362	0.0
0076444	0.0
0076450	0.0
0077011	3.0
0077340	16051.0
0077360	2.0
0077427	11417.0
0077540	0.0
0077707	0.0
0100036	7.0
0100043	0.0
0100153	0.0
0100314	0.0
0100331	1411.0
0100626	1817.0
0100712	0.0
0100714	13461.0
0100725	5778.0
0100762	392.0
0100776	328.0
0101032	27938.0
0101051	0.0
0101101	1.0
0101102	11.0
0101123	0.0
0101157	0.0
0101241	0.0
0101265	1124.0
0101303	279.0
0101352	189.0
0101370	24.0
0101604	26.0
0101671	0.0
0101672	0.0
0101770	0.0
0102017	0.0
0102300	0.0
0102366	0.0
0102444	5185.0
0102505	93.0
0102537	0.0
0102640	0.0
0102642	0.0
0102673	0.0
0102753	736.0
0102754	0.0
0102777	0.0
0103071	0.0
0103130	647.0
0103146	3040.0
0103164	0.0
0103175	1.0
0103277	441.0
0103314	782.0
0103374	3443.0
0103531	0.0
0103677	7.0
0103775	0.0
0104067	0.0
0104141	0.0
0104251	0.0
0104315	295.0
0104316	1.0
0104453	0.0
0104464	0.0
0104661	0.0
0105051	0.0
0105072	15706.0
0105422	0.0
0105454	896.0
0105614	0.0
0105723	0.0
0106040	0.0
0106331	0.0
0106577	0.0
0106600	6.0
0106601	2.0
0106602	0.0
0106612	26.0
0107166	0.0
0107170	0.0
0107305	1211.0
0107600	26501.0
0107652	4.0
0107714	38.0
0110513	4460.0
0110540	0.0
0110543	1.0
0110554	2.0
0110663	0.0
0110672	2903.0
0110674	26843.0
0110777	0.0
0111052	6423.0
0111273	15.0
0111277	0.0
0111356	6497.0
0111357	2.0
0111656	2.0
0112023	9.0
0112037	1273.0
0112040	2043.0
0112055	0.0
0112140	42.0
0112250	1.0
0112274	0.0
0112424	0.0
0112506	0.0
0112531	0.0
0112725	2981.0
0112726	5080.0
0113124	342.0
0113302	0.0
0113567	51.0
0113632	0.0
0113724	48111.0
0114060	0.0
0114232	0.0
0114314	0.0
0114364	0.0
0114365	781.0
0114367	0.0
0114414	1143.0
0114501	3292.0
0115340	0.0
0115534	9.0
0116405	0.0
0116415	156.0
0116424	0.0
0116711	10091.0
0116717	827.0
0116720	0.0
0116732	475.0
0116744	1221.0
0116747	0.0
0117147	378.0
0117156	50.0
0117250	0.0
0117251	0.0
0117263	1401.0
0117270	0.0
0117447	0.0
0117605	1139.0
0117627	1.0
0117635	0.0
0117661	0.0
0117700	0.0
0117710	7.0
0120015	0.0
0120133	79.0
0120300	629.0
0120344	0.0
0120440	0.0
0120644	0.0
0120676	1.0
0120774	0.0
0120775	1145.0
0121020	43.0
01210290R	43.0
01210680R	0.0
0121103	38221.0
0121154	0.0
0121167	0.0
0121300	0.0
0121301	0.0
0121343	1285.0
0121375	762.0
0121500	0.0
0121502	0.0
0121503	0.0
0121523	0.0
0121575	0.0
0121744	664.0
0122172	6.0
0122304	0.0
0122442	0.0
0123003	54.0
0123071	0.0
0123166	0.0
0123303	0.0
0123305	0.0
0123326	517.0
0123544	0.0
0123567	856.0
0123640	2312.0
0123667	0.0
0123703	1809.0
0124043	0.0
0124331	0.0
0124434	0.0
0124462	0.0
0124622	0.0
0125036	9087.0
0125052	108.0
0125315	2.0
0125444	6984.0
0125466	0.0
0125544	595.0
0125712	0.0
0126374	0.0
0126513	18.0
0126611	3598.0
0127234	0.0
0127322	0.0
0127375	0.0
0127416	0.0
0127433	0.0
0130067	19.0
0130266	125.0
0130310	0.0
0131463	45.0
0132144	23741.0
0132243	10.0
0132263	0.0
0132463	0.0
0132575	0.0
0133265	0.0
0133452	0.0
0133557	0.0
0133626	0.0
0133660	6957.0
0133731	1.0
0134233	0.0
0134451	75.0
0134456	82.0
0134516	1521.0
0134541	0.0
0134543	0.0
0134721	0.0
0134742	0.0
0134743	0.0
0135024	0.0
0135043	4540.0
0135054	5432.0
0135063	0.0
0135125	73.0
0135201	0.0
0135226	0.0
0135232	3966.0
0135240	199.0
0135256	0.0
0135416	0.0
0135425	0.0
0135645	298.0
0135654	16.0
0135663	0.0
0135734	0.0
0135751	575.0
0135774	0.0
0136414	4.0
0136421	0.0
0136501	0.0
0136516	0.0
0136541	0.0
0136553	6594.0
0136554	2.0
0136612	0.0
0136645	0.0
0136646	2046.0
0136675	0.0
0136676	0.0
0136743	0.0
0137113	0.0
0137162	3578.0
0137356	5673.0
0137461	0.0
0137535	0.0
0137557	0.0
0137736	2166.0
0137764	2.0
0140107	0.0
0140166	0.0
0140205	0.0
0140243	0.0
0140326	0.0
0140423	0.0
0140446	0.0
0140451	0.0
0140524	3.0
0140560	1003.0
0140623	0.0
0140655	0.0
0140660	0.0
0140672	294.0
0140673	531.0
0140721	0.0
0140722	942.0
0141053	6712.0
0141233	584.0
0141343	185.0
0141401	0.0
0141653	0.0
0141730	1.0
0141747	171.0
0142012	0.0
0142100	8.0
0142101	0.0
0142167	1709.0
0142214	1000.0
0142217	0.0
0142220	123.0
0142257	0.0
0142266	0.0
0142342	0.0
0142426	0.0
0142427	6.0
0142477	18.0
0142530	1657.0
0142657	5699.0
0142665	0.0
0142735	0.0
0143027	0.0
0143116	44.0
0143406	0.0
0143615	0.0
0143622	0.0
0143636	0.0
0144032	575.0
0144042	2260.0
0144065	4.0
0144220	64.0
0144400	0.0
0144510	151.0
0144554	383.0
0144651	0.0
0144731	3441.0
0145070	0.0
0145600	10547.0
0145623	3.0
0145706	0.0
0146172	0.0
0146364	0.0
0146540	284.0
0146564	911.0
0146631	0.0
0147047	0.0
0147107	0.0
0147110	387.0
0147162	0.0
0147371	899.0
0147414	0.0
0147621	12795.0
0147634	0.0
0147664	0.0
0147763	42232.0
0150004	0.0
0150034	0.0
0150176	0.0
0150372	13912.0
0150472	4711.0
0150531	834.0
0150616	0.0
0150760	5254.0
0150761	142.0
0150763	120.0
0151000	11493.0
01510020R	762.0
01510040R	0.0
0151054	353.0
0151115	10163.0
0151324	0.0
0151424	1405.0
0151434	8311.0
0151504	17804.0
0151523	0.0
0151571	0.0
0151576	0.0
0151620	2168.0
0151745	0.0
0151747	0.0
0151751	0.0
0151752	0.0
0151753	0.0
0151757	0.0
0151766	0.0
0152016	4625.0
0152106	170.0
0152332	0.0
0152346	0.0
0152445	0.0
0152562	0.0
0152601	0.0
0152670	0.0
0152744	1526.0
0153034	128.0
0153125	2.0
0153217	0.0
0153257	2965.0
0153272	0.0
0153605	5516.0
0153611	1149.0
