NlmUniqueID	Year
0067662	2022
0067712	1969
0067713	1961
0067723	1975
0067725	1985
0067753	1982
0070014	2022
0070073	1964
0070154	2004
0070157	1989
0070163	1995
0070205	2012
0070311	1969
0070414	1988
0070454	2022
0070456	1977
0070626	1974
0070743	1974
0070744	1965
0070765	1960
0071033	1968
0071035	2007
0071075	1979
0071152	1971
0071320	1965
0071414	1976
0071431	1964
0071432	1948
0071461	1969
0071530	1965
0071535	1970
0071543	1957
0071567	1982
0071570	1961
0071761	1956
0072026	1961
0072265	1987
0072416	2022
0072456	1982
0072564	1949
0073130	1994
0073210	2022
0073267	2022
0073315	1971
0073340	1949
0073354	1973
0073436	1978
0073774	1966
0074071	1992
0074126	1981
0074243	2023
0074245	1994
0074253	2017
0074364	2012
0074404	1992
0074406	1977
0074407	1970
0074422	1990
0075005	1965
0075052	1969
0075472	1975
0075674	2022
0076003	1981
0076033	2020
0076155	1962
0076224	2015
0076246	1982
0076274	1997
0076362	1976
0076444	1970
0076450	1972
0077011	2010
0077340	2022
0077360	1986
0077427	2022
0077540	1963
0077707	1996
0100036	2020
0100043	1949
0100153	1973
0100314	1980
0100331	2000
0100626	2022
0100712	1972
0100714	2022
0100725	2022
0100762	2022
0100776	1987
0101032	2022
0101051	1966
0101101	1985
0101102	2021
0101123	2022
0101157	1968
0101241	1949
0101265	2022
0101303	2015
0101352	1966
0101370	1993
0101604	1974
0101671	2017
0101672	2017
0101770	1977
0102017	1973
0102300	1963
0102366	1967
0102444	2022
0102505	1963
0102537	1991
0102640	1965
0102642	1965
0102673	1969
0102753	2008
0102754	1973
0102777	1952
0103071	1965
0103130	2022
0103146	2022
0103164	1976
0103175	2022
0103277	2001
0103314	2022
0103374	2022
0103531	1976
0103677	1997
0103775	1959
0104067	1965
0104141	1967
0104251	1947
0104315	1986
0104316	2012
0104453	1970
0104464	1973
0104661	1968
0105051	1973
0105072	2023
0105422	1979
0105454	2022
0105614	1967
0105723	1962
0106040	1965
0106331	1978
0106577	1949
0106600	1963
0106601	1961
0106602	1961
0106612	2019
0107166	1996
0107170	1991
0107305	2022
0107600	2004
0107652	1976
0107714	2010
0110513	2023
0110540	1981
0110543	2007
0110554	1993
0110663	1997
0110672	2022
0110674	2022
0110777	1972
0111052	2022
0111273	1966
0111277	1962
0111356	2022
0111357	1964
0111656	2000
0112023	2017
0112037	2022
0112040	2022
0112055	1984
0112140	1964
0112250	1988
0112274	1949
0112424	1978
0112506	1945
0112531	1961
0112725	2022
0112726	2002
0113124	1980
0113302	1986
0113567	1990
0113632	1976
0113724	2022
0114060	1976
0114232	1949
0114314	1978
0114364	1962
0114365	2022
0114367	1962
0114414	1978
0114501	2012
0115340	1949
0115534	2020
0116405	1968
0116415	1970
0116424	1966
0116711	2023
0116717	2021
0116720	1962
0116732	2007
0116744	2022
0116747	1960
0117147	2022
0117156	2020
0117250	1999
0117251	1987
0117263	2022
0117270	1969
0117447	1964
0117605	2022
0117627	2015
0117635	1998
0117661	1948
0117700	1977
0117710	2021
0120015	1967
0120133	2022
0120300	2022
0120344	1980
0120440	1945
0120644	1966
0120676	1990
0120774	1966
0120775	2022
0121020	2021
01210290R	2021
01210680R	1983
0121103	2023
0121154	1991
0121167	1990
0121300	1970
0121301	1969
0121343	1996
0121375	1986
0121500	1965
0121502	1970
0121503	1969
0121523	1976
0121575	1994
0121744	1981
0122172	2010
0122304	1992
0122442	1973
0123003	2022
0123071	2009
0123166	1962
0123303	1965
0123305	1963
0123326	2022
0123544	1985
0123567	1991
0123640	1995
0123667	2009
0123703	2023
0124043	1964
0124331	1965
0124434	1976
0124462	1965
0124622	1947
0125036	2001
0125052	1966
0125315	1990
0125444	2022
0125466	1967
0125544	2011
0125712	1990
0126374	1965
0126513	2012
0126611	2022
0127234	1974
0127322	2014
0127375	1967
0127416	2001
0127433	1978
0130067	2022
0130266	2002
0130310	1949
0131463	2022
0132144	2022
0132243	2022
0132263	1971
0132463	1961
0132575	1992
0133265	1973
0133452	1967
0133557	1947
0133626	2014
0133660	2022
0133731	2020
0134233	1972
0134451	1967
0134456	1965
0134516	2022
0134541	1966
0134543	1967
0134721	1988
0134742	1954
0134743	1960
0135024	1963
0135043	2022
0135054	2022
0135063	1985
0135125	2015
0135201	1994
0135226	1967
0135232	2022
0135240	1966
0135256	1984
0135416	1999
0135425	1967
0135645	1982
0135654	2016
0135663	1959
0135734	1964
0135751	2022
0135774	1976
0136414	2021
0136421	1971
0136501	1996
0136516	1990
0136541	1980
0136553	2022
0136554	2001
0136612	1991
0136645	1966
0136646	1967
0136675	1969
0136676	1982
0136743	1967
0137113	1993
0137162	2022
0137356	2022
0137461	1961
0137535	1945
0137557	1961
0137736	2022
0137764	1968
0140107	1994
0140166	1979
0140205	1964
0140243	1964
0140326	1986
0140423	1980
0140446	1996
0140451	1948
0140524	2021
0140560	1994
0140623	1972
0140655	1978
0140660	1961
0140672	2022
0140673	2022
0140721	1966
0140722	2006
0141053	2022
0141233	2022
0141343	1973
0141401	1981
0141653	1976
0141730	2022
0141747	2023
0142012	1964
0142100	2022
0142101	1986
0142167	2022
0142214	2022
0142217	1964
0142220	2011
0142257	1967
0142266	1965
0142342	1959
0142426	1945
0142427	1965
0142477	1987
0142530	2004
0142657	2023
0142665	1948
0142735	1962
0143027	1967
0143116	1963
0143406	1962
0143615	1965
0143622	1989
0143636	1964
0144032	2022
0144042	2023
0144065	1972
0144220	2022
0144400	1947
0144510	1968
0144554	2022
0144651	1990
0144731	2022
0145070	1962
0145600	2022
0145623	1965
0145706	1988
0146172	2002
0146364	1976
0146540	1980
0146564	1987
0146631	2016
0147047	1966
0147107	1998
0147110	2022
0147162	1960
0147371	2021
0147414	1974
0147621	2023
0147634	1980
0147664	1966
0147763	2022
0150004	1961
0150034	1968
0150176	1963
0150372	2022
0150472	2022
0150531	1994
0150616	1994
0150760	2022
0150761	1983
0150763	1967
0151000	2022
01510020R	2022
01510040R	2013
0151054	1967
0151115	2022
0151324	1988
0151424	1985
0151434	2022
0151504	2023
0151523	1994
0151571	1983
0151576	1967
0151620	2022
0151745	1984
0151747	1985
0151751	1992
0151752	1966
0151753	2009
0151757	1968
0151766	1965
0152016	2022
0152106	1967
0152332	1979
0152346	1947
0152445	1961
0152562	1977
0152601	1968
0152670	1966
0152744	1993
0153034	2008
0153125	2015
0153217	2003
0153257	2002
0153272	1998
0153605	2022
0153611	2022
0153662	1974
0153706	1996
0154352	1946
0154402	2016
0154405	1949
0154411	1967
0154510	1982
0154572	2003
0154621	1956
0154627	1968
0154702	1946
0154720	2022
0154722	1968
01550070R	1946
0155012	1961
01550150R	1948
01550470R	1987
0155112	2022
0155157	2022
0155161	1967
0155412	1967
0156007	1947
0156010	1966
0156105	1907
0156373	2018
0156503	1962
0157227	1968
0157312	2022
0157313	2022
0157375	2022
0157555	1947
0157725	1966
0157752	1964
0161006	1977
0161067	1977
0161143	1948
0161145	1945
0161312	1962
0162114	1971
0162115	1966
0162324	1967
0163114	2022
0163160	1995
0163161	2002
0163320	1978
0163356	2017
0163572	1984
0163727	1962
0164074	2022
0164673	1990
0165035	2023
0165053	2022
0165105	1973
0165107	1964
0165115	1960
0165250	1965
0165253	1965
0165261	2017
0165371	1961
0165372	1948
0165447	1989
0165540	1965
0165543	2022
0165563	1953
0165700	1991
0165703	1981
0166060	1965
0166161	2022
0166245	1997
0166253	1965
0166276	1967
0166302	1965
0166506	1965
0166656	1949
0167520	1969
0167652	1975
0170272	1964
0170466	1974
0170663	1981
0170720	1974
0170721	1963
0170774	1964
0171203	1961
0171206	1965
0171440	1969
0171527	1965
0171530	1968
0171545	1997
0171671	2022
0171675	2022
0171744	2003
0172416	1960
0172445	2017
0172512	2011
0172611	1986
0172707	1967
0173113	1961
0173166	1991
0173225	2022
0173320	2022
0173343	2021
0173401	1990
0173426	1968
0173510	1973
0173540	1987
0173555	2022
0173665	1965
0173712	1968
0173721	1975
0174016	1968
0174065	1985
0174072	1986
0174107	1990
0174160	1993
0174345	1962
0174412	1984
0174554	1979
0174741	1981
0174752	2022
0174763	2022
0175010	1948
0175317	1990
0175320	1965
0175372	1958
0175373	1959
0175411	2022
0175730	1972
0176400	2015
0176472	2016
0177054	1965
0177061	1983
0177067	1948
0177222	1972
0177346	2022
0177570	1961
0177625	2022
0177654	1965
0177667	2010
0177722	2022
01920610R	2016
0200114	2021
0200142	1961
0200317	1959
0200321	1959
0200355	1967
0200443	1985
0200445	2008
0200525	2022
0200547	2022
0200552	1986
0200570	1986
0200600	1968
0200651	1989
0200722	2000
0200733	1969
0201010	2012
0201163	1965
0201270	1978
0201543	2022
0201723	1946
0201746	1969
0202051	1968
0202216	2007
0202364	1982
0202411	1965
0202453	1990
0202503	2022
0202532	1966
0202673	1981
0203020	1982
0203241	1980
0203246	1979
0203272	1982
0203526	2016
0203704	2014
0203706	2022
0203727	2022
0203744	1986
0204003	1965
0204022	1979
0204031	2013
0204056	1972
0204061	1974
0204062	1961
0204063	1962
0204167	1997
0204174	1991
0204202	1951
0204240	1963
0204271	2022
0204303	1954
0204311	1960
0204312	1961
0204313	1965
0204314	1963
0204315	2017
0204370	1971
0204372	1964
0204446	1979
0204447	1988
0204522	2022
0204543	1968
0204544	1948
0204634	2022
0204655	1987
0204750	1968
0204770	2006
0204776	1949
0205024	1967
0205025	1966
0205027	1970
0205044	1987
0205061	1964
0205132	1979
0205135	1983
0205312	1970
0205360	1948
0205463	1968
0205535	1981
0205544	1968
0205554	1994
0205621	2006
0205742	2009
0206036	1970
0206214	1965
0206433	2020
0206462	1983
0206650	2020
0206765	1978
0207020	2012
0207224	2022
0207227	2001
0207257	2001
0207266	1981
0207277	2023
0207314	1980
0207512	1974
0207705	2022
0207712	1978
0207715	1992
0210120	2021
0210137	1994
0210174	2022
0210223	2001
0210453	2022
0210532	1998
0210575	2017
0210606	1990
0211167	2016
0211233	1995
0211301	2022
0211320	1970
0211405	1946
0211526	1967
0211607	1991
0211620	1999
0211626	1969
0211627	1970
0211630	1970
0212020	1948
0212044	1985
0212157	1965
0212203	1973
0212271	2022
0212342	2007
0212412	1961
0212414	1971
0212457	1988
0212475	1958
0212476	1961
0212477	1958
0212502	2013
0212503	2000
0212627	2004
0213155	2022
0213157	1962
0213264	2023
0213316	1968
0213341	1994
0213515	1968
0213554	1986
0213640	2006
0213744	1993
0214055	2022
0214141	1964
0214274	1978
0214330	1984
0214725	1966
0214745	2022
0215145	2022
0215166	2022
0215224	2017
0215244	1976
0215333	2014
0215413	1968
0215633	2000
0215645	2022
0215776	2017
0216004	1970
0216026	1986
0216065	1989
0216146	1958
0216147	1968
0216416	2015
0216424	1968
0216453	1949
0216507	1987
0216540	1995
0216650	2016
0216665	2021
0216704	1968
0216750	1968
0217007	1967
0217057	1991
0217101	1959
0217132	2022
0217224	1988
0217241	1978
0217255	1976
0217410	2022
0217440	2023
0217457	2001
0217513	2016
0217641	2003
0217646	1970
0217764	2022
0220042	1988
0220077	1949
0220203	1961
0221122	1968
0221123	1968
0221217	1969
0221302	1995
0221461	1983
0221541	1973
0221542	1980
0221656	1978
0222052	2016
0222355	1970
0222472	1971
0222526	2022
0222527	2022
0222643	2023
0222673	1993
0223141	1978
0223163	1969
0223727	1962
0224131	2022
0224156	1989
0224216	1993
0224555	1990
0224707	1969
0225165	1969
0225346	2016
0225403	1960
0225531	1985
0225602	2017
0225640	1966
0225652	2001
0225721	1980
0226040	2022
0226072	1983
0226200	2001
0226300	1968
0226412	1990
0226524	1975
0226533	1984
0226630	1978
0226633	1990
0226646	1967
0226661	2022
0226703	2022
0227276	2022
0227500	1993
0227625	1986
0227717	1985
0227721	1983
0227735	1965
0227771	1972
0230021	1983
0230027	2023
0230326	1965
0230462	1981
0230511	1969
0230530	1988
0231335	2022
0231342	1969
0231364	2007
0231433	1964
0231601	1983
0231714	2023
0231737	2022
0231740	1949
0231743	1969
0232025	1967
0232053	1990
0232054	1975
0232060	1994
0232533	1966
0232536	1967
0232664	1968
0232761	1999
0233051	1970
0233223	2022
0233261	1963
0233332	1989
0233411	2017
0233416	2021
0233441	1977
0233525	1995
0233711	1979
0233767	1991
0234014	2021
0234022	2019
0234024	2021
0234040	1964
0234121	1958
0234122	1964
0234123	1954
0234135	2022
0234146	1947
0234153	1993
0234221	1969
0234223	1959
0234254	1960
0234361	2023
0234403	1979
0234431	1952
0234432	1950
0234640	2022
0234777	1955
0235066	2022
0235076	1967
0235077	1971
0235146	1968
0235147	1977
0235232	1987
0235266	2022
0235326	1970
0235375	2010
0235416	1989
0235420	1960
0235424	1971
0235440	1979
0235532	1968
0235614	1945
0235616	1969
0235650	1973
0235674	1981
0235700	2022
0235727	1973
0235734	1973
0236000	1979
0236073	1967
0236217	2023
0236257	1961
0236354	1988
0236454	2003
0236512	2022
0236526	1998
0236562	1968
0236563	1969
0236600	1999
0236624	1983
0236671	2017
0236701	1969
0236760	2022
0237013	1985
0237062	2002
0237113	1984
0237447	1996
0237475	1982
0237704	2011
0237725	2008
0240017	2018
0240207	2021
0240210	2019
0240221	2012
0240227	1983
0240376	2016
0240536	1964
0240537	2022
0240775	2017
0241032	2012
0241035	1995
0241111	2022
0241212	2022
0241230	1952
0241370	2001
0241423	2021
0241742	1978
0242105	1985
0242232	1985
0242245	1961
0242260	1969
0242271	1976
0242473	1967
0242534	2020
0242543	2022
0242551	2010
0242561	1969
0242574	1969
0242621	1996
0242625	2007
0242626	1969
0242654	1974
0242726	2022
0242753	1978
0242772	1988
0242776	1961
0243036	1973
0243214	1968
0243242	2022
0243274	1975
0243300	1956
0243343	1968
0243471	2022
0243532	2022
0243575	1958
0243601	1982
0243617	1972
0243623	1965
0243625	1971
0243626	1967
0243631	1984
0243633	1946
0243634	1965
0243663	2002
0243670	1969
0243704	2022
0243705	2022
0243706	1998
0243711	2017
0243721	1970
0243736	1991
0243753	1962
0244135	2022
0244160	2022
0244306	1965
0244324	1946
0244734	1994
0244736	2022
0244762	2001
0244770	1968
0245014	1972
0245020	1969
0245021	1978
0245073	1978
0245075	2023
0245120	1979
0245122	2022
0245205	2019
0245331	2022
0245510	1977
0245567	1965
0245613	1946
0245617	1969
0245775	2002
0246004	2001
0246127	2022
0246161	2002
0246274	1979
0246306	1970
0246313	2016
0246434	1990
0246623	1971
0246646	1969
0246655	1995
0247035	2022
0247036	1969
0247037	1996
0247061	1985
0247132	1986
0247267	2021
0247437	1990
0247440	1976
0247470	1970
0247551	2006
0247660	2022
0247674	1969
0247704	2018
0247713	1991
0247725	1946
0247735	1969
0250101	2021
0250142	1991
0250143	1998
0250354	1972
0250365	1994
0250415	1969
0250640	1996
0250641	2022
0250655	2023
0250660	1972
0251004	1969
0251025	2009
0251041	1985
0251043	1968
0251060	1978
0251103	2012
0251150	1948
0251164	2020
0251242	1990
0251374	1965
0251404	1992
0251711	2022
0252005	1996
0252023	1968
0252052	2022
0252155	2022
0252175	2008
0252510	2017
0252744	1948
0253002	2022
0253023	2011
0253025	1985
0253026	1969
0253044	1985
0253145	1995
0253210	1961
0253226	1965
0253250	1992
0253341	1991
0253357	2022
0253456	2022
0253553	1969
0253612	1999
0253635	2013
0253653	1972
0253663	2015
0253664	2022
0253667	1988
0253702	1967
0253720	1980
0253725	2016
0253745	1969
0253777	1981
0254007	1988
0254060	1978
0254146	1961
0254164	2022
0254212	2022
0254404	2000
0254440	1946
0254463	2023
0254511	1977
0254561	1968
0254674	2014
0254714	1963
0254724	1949
0254763	1991
0255122	2020
0255141	1995
0255314	1976
0255445	1981
0255452	1994
0255562	2022
0256003	1977
0256144	1976
0256173	1969
0256422	2022
0256541	1966
0256550	1960
0256644	1970
0256711	1969
0256714	1969
0256765	1981
0257163	1991
0257341	1982
0257576	2021
0257746	1963
0260125	1990
0260223	2021
0260231	2022
0260316	2022
0260564	2022
0260622	2012
0260637	1980
0260671	1980
0260701	1980
0260743	1979
0261054	1993
0261057	1981
0261412	2023
0261425	1970
0261426	1975
0261505	2016
0261510	2022
0261537	1986
0261652	2013
0261660	1982
0261661	1982
0262036	1991
0262147	1964
0262165	1988
0262272	1970
0262321	2022
0262322	2022
0262422	1961
0262476	2004
0262521	2022
0262610	2017
0262613	2022
0263111	1996
0263125	2022
0263212	1981
0263344	1985
0263375	1969
0263470	2022
0263504	1997
0263640	1973
0263662	1949
0263741	1964
0263742	1991
0264367	1969
0264413	1992
0264602	1973
0264620	2022
0264654	1978
0264671	1971
0264676	1977
0264677	1970
0265037	1972
0265221	1983
0265365	2015
0265737	1996
0266236	2022
0266262	2022
0266303	2020
0266344	1968
0266544	1968
0266603	1970
0266605	1997
0267200	2022
0267442	2022
0267464	1976
0267637	2022
0270023	1994
0270056	2016
0270063	2012
0270147	1987
0270517	1969
0270525	1979
0270566	1977
0270632	1982
0270707	2022
0270745	1981
0271032	1978
0271103	2022
0271141	1969
0310750	2017
0310774	2015
0311070	1970
0311071	1979
0311115	1985
0311172	1988
0311355	1970
0311416	2020
0311421	1968
0311556	1974
0311622	2001
0311747	1996
0312020	2022
0312042	1976
0312050	1975
0312124	1982
0312304	1971
0312407	1945
0312437	1971
0312464	1972
0312552	1982
0312556	1996
0312676	2022
0312677	2017
0312747	1984
0313135	1960
0313161	1998
0313225	2022
0313241	1990
0313664	1970
0314001	2014
0314024	2022
0314035	1973
0314145	1985
0314172	1986
0314264	1971
0314524	2022
0314554	1971
0314571	1964
0314702	1991
0315061	2022
0315073	2022
0315137	2020
0315565	2017
0315573	1975
0315615	2002
0315754	1973
0316264	1974
0316266	2022
0316312	1991
0316520	2022
0316571	2022
0316647	1971
0316657	1972
0316747	1965
0316751	1977
0317011	1979
0317051	2022
0317055	1971
0317062	2022
0317206	1976
0317250	1974
0317543	1976
0320011	1965
0320036	1971
0320043	1989
0320124	1967
0320133	1976
0320134	1971
0320206	1992
0320227	1997
0320246	2021
0320271	1997
0320346	1975
0320551	1971
0320606	2021
0320626	2022
0320644	1993
0320657	2023
0320677	1965
0320766	2011
0320770	1987
0321050	2022
0321210	1988
0321213	2022
0321347	1974
0321403	1971
0321423	1983
0321450	1970
0321470	1971
0321505	1993
0321546	1992
0322067	2022
0322070	1988
0322116	2022
0322202	1984
0322206	2016
0322305	1990
0322311	2020
0322313	1970
0322340	1985
0322351	1969
0322433	1949
0322442	1970
0323130	2007
0323156	2022
0323220	1972
0323406	1993
0323431	2022
0323464	1971
0323465	1968
0323470	2022
0323527	1989
0323553	2022
0323634	1969
0323767	2022
0324055	2022
0324110	1949
0324362	1973
0324401	1972
0324736	2001
0325221	2001
0325332	1971
0325413	1977
0325627	2021
0325677	1976
0326013	2022
0326076	1971
0326100	1978
0326114	1971
0326141	2016
0326144	2022
0326156	1996
0326157	1971
0326204	1971
0326205	1994
0326216	1971
0326263	1971
0326264	2022
0326351	1951
0326377	2022
0326701	2017
0327015	1971
0327533	2010
0327545	2021
0330010	1977
0330057	2023
0330122	2021
0330167	2022
0330363	1971
0330403	1988
0330411	2022
0330417	1995
0330420	1996
0330421	1972
0330423	1971
0330460	1956
0330464	1980
0330465	2022
0330471	2022
0330472	1980
0330500	2023
0330501	2023
0330666	2022
0330706	1978
0330732	1997
0331062	2010
0331072	2015
0331132	1963
0331166	1971
0331257	1982
0331260	1997
0331266	2022
0331323	1999
0331325	1999
0331326	1976
0331541	1971
0331547	1986
0331570	1979
0331622	2005
0331757	2022
0331761	2014
0331777	2022
0332052	1971
0332077	1976
0332127	1971
0332130	1954
0332153	1979
0332155	1984
0332173	2022
0332203	2022
0332235	1988
0332363	1978
0332425	1949
0332570	1985
0332636	1984
0332637	2017
0332642	1986
0332675	2022
0333115	1972
0333151	1975
0333473	1979
0333501	2021
0333506	2022
0333507	2022
0333520	1951
0333524	2022
0333535	1965
0333542	1987
0333601	2023
0333617	1971
0333620	1983
0334010	1984
0334060	1907
0334341	1978
0334432	1976
0334641	1985
0334721	2022
0334776	1970
0335007	2003
0335011	1991
