NlmUniqueID	issn	sherpa_id	result	journal
	2038-1778		JSON file OK - sherpa without items - 	100901776
	1949-3614	4976	JSON file OK - 	8917250
	1557-8070	150	JSON file OK - 	101088083
	1578-1275	28925	JSON file OK - 	9111075
	1879-1484		JSON file OK - sherpa without items - 	0242543
	1558-4275	4734	JSON file OK - 	9312707
	1469-2988	4980	JSON file OK - 	100901315
	1943-393X	27540	JSON file OK - 	101495384
	1421-9700	8977	JSON file OK - 	9606930
	1477-3848	767	JSON file OK - 	8504574
	1879-1476		JSON file OK - sherpa without items - 	7708170
	1036-7314	16732	JSON file OK - 	9207852
	1834-7819	4746	JSON file OK - 	0370612
	1747-4477	4748	JSON file OK - 	100888004
	1449-8944	7667	JSON file OK - 	8214381
	2208-7958		JSON file OK - sherpa without items - 	101718099
	1836-7399	7671	JSON file OK - 	101123037
	1440-1584	3741	JSON file OK - 	9305903
	1479-828X	3771	JSON file OK - 	0001027
	1440-1614	22297	JSON file OK - 	0111052
	1753-6405	4745	JSON file OK - 	9611095
	1440-1630	6789	JSON file OK - 	15420200R
	1751-0813	6790	JSON file OK - 	0370616
	2588-994X	35727	JSON file OK - 	101727782
	1741-6612	4720	JSON file OK - 	9808874
	1440-0960	4719	JSON file OK - 	0135232
	1440-1665	22296	JSON file OK - 	9613603
	1461-7005	6430	JSON file OK - 	9713494
	1939-3806	230	JSON file OK - 	101461858
	1873-0183	15165	JSON file OK - 	101128967
	1607-842X	770	JSON file OK - 	8900070
	1872-7484		JSON file OK - sherpa without items - 	100909359
	1554-8635	12082	JSON file OK - 	101265188
	1938-4351		JSON file OK - sherpa without items - 	0370617
	1465-3338	4996	JSON file OK - 	8210638
	2146-3131		JSON file OK - sherpa without items - 	101571817
	1742-7843	3762	JSON file OK - 	101208422
	1435-1803	7863	JSON file OK - 	0360342
	1744-9081	2400	JSON file OK - 	101245751
	1872-7549		JSON file OK - sherpa without items - 	8004872
	1469-1825	1419	JSON file OK - 	7808666
	1469-1833	1420	JSON file OK - 	9418292
	1573-3297	16375	JSON file OK - 	0251711
	0896-4289	15284	JSON file OK - 	8804264
	1552-4167	6431	JSON file OK - 	7803043
	1875-8584	31332	JSON file OK - 	8914585
	1939-0084	3406	JSON file OK - 	8302411
	1473-5849	8726	JSON file OK - 	9013016
	1872-8308	16065	JSON file OK - 	7703854
	1554-3528	13117	JSON file OK - 	101244316
	1873-622X	16735	JSON file OK - 	0372477
	1099-0798	464	JSON file OK - 	8404861
	1540-2010	5000	JSON file OK - 	101149327
	1878-1888		JSON file OK - sherpa without items - 	1251640
	1671-167X		JSON file OK - sherpa without items - 	101125284
	1876-2891	10358	JSON file OK - 	101507616
	1522-2365	1328	JSON file OK - 	7909914
	1878-1608		JSON file OK - sherpa without items - 	101121446
	1878-1594		JSON file OK - sherpa without items - 	101120682
	1532-1916		JSON file OK - sherpa without items - 	101120605
	1532-1924		JSON file OK - sherpa without items - 	101120659
	1532-1932		JSON file OK - sherpa without items - 	101121582
	1532-1770		JSON file OK - sherpa without items - 	101121149
	2167-647X	30190	JSON file OK - 	101631218
	1757-6199	14575	JSON file OK - 	101512484
	1090-2104		JSON file OK - sherpa without items - 	0372516
	1208-6002	10123	JSON file OK - 	8606068
	1573-4927	16117	JSON file OK - 	0126611
	1470-8728	15028	JSON file OK - 	2984726R
	1846-7482	40227	JSON file OK - 	9610305
	1539-3429	875	JSON file OK - 	100970605
	1873-2968		JSON file OK - sherpa without items - 	0101032
	1470-8752	15030	JSON file OK - 	7506897
	1520-4995	7766	JSON file OK - 	0370623
	1608-3040	6361	JSON file OK - 	0376536
	1879-2650		JSON file OK - sherpa without items - 	101731706
	1879-2642		JSON file OK - sherpa without items - 	101731713
	1872-8006		JSON file OK - sherpa without items - 	101731726
	1876-4320		JSON file OK - sherpa without items - 	101731723
	1879-260X		JSON file OK - sherpa without items - 	101731730
	1879-2618		JSON file OK - sherpa without items - 	101731727
	1879-2596		JSON file OK - sherpa without items - 	101731731
	1878-1454		JSON file OK - sherpa without items - 	101731734
	1879-2561	12436	JSON file OK - 	9806362
	1638-6183		JSON file OK - sherpa without items - 	1264604
	1520-4812	7767	JSON file OK - 	9010319
	1884-0205		JSON file OK - sherpa without items - 	9712121
	1572-9729	16120	JSON file OK - 	9100834
	1948-5573	5005	JSON file OK - 	101500303
	1179-190X	18253	JSON file OK - 	9705305
	1878-562X		JSON file OK - sherpa without items - 	100953583
	1521-186X	13818	JSON file OK - 	8008281
	2165-5987		JSON file OK - sherpa without items - 	101581063
	1521-1878	14547	JSON file OK - 	8510851
	1467-8519	132	JSON file OK - 	8704792
	1758-5090	11316	JSON file OK - 	101521964
	1872-8081	3620	JSON file OK - 	8807441
	1029-2454	5006	JSON file OK - 	9200331
	1573-6768	16123	JSON file OK - 	100930043
	1367-4811		JSON file OK - sherpa without items - 	9808944
	1748-3190	11251	JSON file OK - 	101292902
	1559-4106	27543	JSON file OK - 	101275679
	2105-0686	11144	JSON file OK - 	101544020
	1939-8697		JSON file OK - sherpa without items - 	2984727R
	1768-322X	21747	JSON file OK - 	8108529
	1437-4315	390	JSON file OK - 	9700112
	1432-0770	7866	JSON file OK - 	7502533
	1745-6150	2402	JSON file OK - 	101258412
	2676-8607	38648	JSON file OK - 	101738236
	1744-957X	11597	JSON file OK - 	101247722
	2046-6390	24908	JSON file OK - 	101578018
	1347-5215		JSON file OK - sherpa without items - 	9311984
	1873-2402		JSON file OK - sherpa without items - 	0213264
	2451-9030		JSON file OK - sherpa without items - 	101671285
	1873-6246	15493	JSON file OK - 	0375566
	1529-7268	13577	JSON file OK - 	0207224
	0717-6287	35217	JSON file OK - 	9308271
	1552-4175	6433	JSON file OK - 	9815758
	1469-185X	6829	JSON file OK - 	0414576
	2042-6410	18501	JSON file OK - 	101548963
	1559-0720	15646	JSON file OK - 	7911509
	1095-8320		JSON file OK - sherpa without items - 	9004494
	1521-4036	1510	JSON file OK - 	7708048
	1526-4602	7768	JSON file OK - 	100892849
	1752-0371	12291	JSON file OK - 	101312535
	1366-5804	773	JSON file OK - 	9606000
	2047-4849	35575	JSON file OK - 	101593571
	1878-5905		JSON file OK - sherpa without items - 	8100316
	1617-7940	7868	JSON file OK - 	101135325
	1099-0801	3707	JSON file OK - 	8610241
	1475-925X	2403	JSON file OK - 	101147518
	2214-0190	12527	JSON file OK - 	8909524
	1943-5967		JSON file OK - sherpa without items - 	8905560
	2320-2890		JSON file OK - sherpa without items - 	101599820
	2310-6905		JSON file OK - sherpa without items - 	101196966
	1748-605X	11252	JSON file OK - 	101285195
	1878-3619	1798	JSON file OK - 	9104021
	1572-8781	16129	JSON file OK - 	100887374
	1213-8118		JSON file OK - sherpa without items - 	101140142
	1950-6007		JSON file OK - sherpa without items - 	8213295
	2057-1976	31196	JSON file OK - 	101675002
	1880-313X		JSON file OK - sherpa without items - 	8100317
	2314-6141	31010	JSON file OK - 	101600173
	1862-278X	36379	JSON file OK - 	1262533
	2590-7379		JSON file OK - sherpa without items - 	8205605
	1572-8773	16130	JSON file OK - 	9208478
	1541-0420	3621	JSON file OK - 	0370625
	1868-503X	391	JSON file OK - 	101518829
	1874-270X	16131	JSON file OK - 	101472371
	2218-273X	18595	JSON file OK - 	101596414
	1090-2120	11274	JSON file OK - 	1303703
	1464-3391		JSON file OK - sherpa without items - 	9413298
	1464-3405		JSON file OK - sherpa without items - 	9107377
	1099-081X	3708	JSON file OK - 	7911226
	1873-4200	12809	JSON file OK - 	0403171
	1542-0086	11359	JSON file OK - 	0370626
	1097-0282	19011	JSON file OK - 	0372525
	1947-5543	1310	JSON file OK - 	101507284
	1615-7605	7870	JSON file OK - 	101088505
	1873-2976		JSON file OK - sherpa without items - 	9889523
	1878-5034	1799	JSON file OK - 	0372526
	1347-6947	41230	JSON file OK - 	9205717
	1573-4935	15032	JSON file OK - 	8102797
	1881-7823		JSON file OK - sherpa without items - 	101502754
	1873-4235		JSON file OK - sherpa without items - 	9001289
	2079-6374	18596	JSON file OK - 	101609191
	1468-4357	244	JSON file OK - 	100897327
	1872-8324		JSON file OK - sherpa without items - 	0430773
	1473-7760	806	JSON file OK - 	9107378
	1940-9818	34747	JSON file OK - 	8306785
	1873-1899	15500	JSON file OK - 	8403708
	1470-8744	15034	JSON file OK - 	8609465
	1097-0290	14548	JSON file OK - 	7502021
	2046-5556	24932	JSON file OK - 	8510274
	1860-7314	1934	JSON file OK - 	101265833
	1573-6776	16135	JSON file OK - 	8008051
	1520-6033	3083	JSON file OK - 	8506292
	1399-5618	11852	JSON file OK - 	100883596
	1523-536X	14549	JSON file OK - 	8302042
	2472-1727	32991	JSON file OK - 	101701004
	1471-0528	7615	JSON file OK - 	100935741
	2474-9842	36574	JSON file OK - 	101722685
	1464-410X	3622	JSON file OK - 	100886721
	1528-0020	13507	JSON file OK - 	7603509
	2473-9537		JSON file OK - sherpa without items - 	101698425
	2044-5385	18479	JSON file OK - 	101568469
	1096-0961		JSON file OK - sherpa without items - 	9509932
	1473-5733	8728	JSON file OK - 	9102551
	1651-1999	807	JSON file OK - 	9301454
	1473-5725	8729	JSON file OK - 	9606438
	1421-9735	8978	JSON file OK - 	8402040
	1532-1681	15166	JSON file OK - 	8708558
	2385-2070		JSON file OK - sherpa without items - 	101237479
	1976-670X		JSON file OK - sherpa without items - 	101465334
	1471-2253	2406	JSON file OK - 	100968535
	1471-2105	2207	JSON file OK - 	100965194
	1741-7007	2408	JSON file OK - 	101190720
	1472-6750	2409	JSON file OK - 	101088663
	1471-2407	2411	JSON file OK - 	100967800
	1471-2261	2412	JSON file OK - 	100968539
	2662-7671		JSON file OK - sherpa without items - 	101761232
	2730-7182	2424	JSON file OK - 	101775613
	1471-227X	2422	JSON file OK - 	100968543
	1472-6823	2423	JSON file OK - 	101088676
	1471-2296	2425	JSON file OK - 	100967792
	1471-230X	2426	JSON file OK - 	100968547
	2730-6844	2427	JSON file OK - 	101775394
	1471-2164	2428	JSON file OK - 	100965258
	1471-2318	2429	JSON file OK - 	100968548
	1472-6963	2430	JSON file OK - 	101088677
	1471-2172	2431	JSON file OK - 	100966980
	1471-2334	2432	JSON file OK - 	100968551
	1741-7015	2442	JSON file OK - 	101190723
	1472-6920	2434	JSON file OK - 	101088679
	1472-6939	2435	JSON file OK - 	101088680
	1755-8794	41726	JSON file OK - 	101319628
	1471-2342	2438	JSON file OK - 	100968553
	1472-6947	2439	JSON file OK - 	101088682
	1471-2288	2441	JSON file OK - 	100968545
	1471-2180	2443	JSON file OK - 	100966981
	2661-8850	2413	JSON file OK - 	101741148
	1471-2474	2445	JSON file OK - 	100968565
	1471-2369	2446	JSON file OK - 	100967793
	1471-2377	2447	JSON file OK - 	100968555
	1471-2202	2448	JSON file OK - 	100966986
	1471-2415	2450	JSON file OK - 	100967802
	1472-6831	2451	JSON file OK - 	101088684
	1472-684X	2452	JSON file OK - 	101088685
	1471-2431	2470	JSON file OK - 	100967804
	2050-6511	23396	JSON file OK - 	101590449
	1471-2229	2473	JSON file OK - 	100967807
	1471-2393	2474	JSON file OK - 	100967799
	1471-244X	2476	JSON file OK - 	100968559
	2050-7283	26217	JSON file OK - 	101627676
	1471-2458	2477	JSON file OK - 	100968562
	1471-2466	2478	JSON file OK - 	100968563
	1756-0500	2479	JSON file OK - 	101462768
	1471-2482	2481	JSON file OK - 	100968567
	1471-2490	2483	JSON file OK - 	100968571
	1746-6148	2484	JSON file OK - 	101249759
	1472-6874	2485	JSON file OK - 	101088690
	1756-1833		JSON file OK - sherpa without items - 	8900488
	1757-790X	1665	JSON file OK - 	101526291
	2515-4478	1853	JSON file OK - 	101719009
	2059-7908	32947	JSON file OK - 	101685275
	2632-1009	36817	JSON file OK - 	101745500
	2633-3775	36814	JSON file OK - 	101761581
	2044-6055	17945	JSON file OK - 	101552874
	2052-4897	27124	JSON file OK - 	101641391
	2054-4774	27125	JSON file OK - 	101660690
	2399-6641	35139	JSON file OK - 	101710381
	2052-4439	27127	JSON file OK - 	101638061
	2044-5423	18937	JSON file OK - 	101546984
	2515-2009	35442	JSON file OK - 	101715577
	2045-4368	19365	JSON file OK - 	101565123
	1873-6807	16033	JSON file OK - 	101222431
	1665-1146		JSON file OK - sherpa without items - 	0414106
	1873-2763		JSON file OK - sherpa without items - 	8504048
	2049-4408	24357	JSON file OK - 	101599229
	1476-5365	24276	JSON file OK - 	8702459
	1840-4812	29978	JSON file OK - 	101200947
	1476-5373	1626	JSON file OK - 	7513219
	1471-6771	1338	JSON file OK - 	0372541
	0967-4845	40864	JSON file OK - 	9309208
	1532-1827	1627	JSON file OK - 	0370635
	1365-2125	6830	JSON file OK - 	7503323
	0144-6657	18404	JSON file OK - 	8105533
	1462-4753	12196	JSON file OK - 	9815827
	1365-2133	7617	JSON file OK - 	0004041
	2044-835X	18406	JSON file OK - 	8308022
	2044-8279	18407	JSON file OK - 	0370636
	1478-5242	23130	JSON file OK - 	9005323
	1365-2141	133	JSON file OK - 	0372544
	2044-8287	18408	JSON file OK - 	9605409
	1474-001X	2199	JSON file OK - 	0144554
	1750-8460	12199	JSON file OK - 	101257109
	2044-8317	18410	JSON file OK - 	0004047
	1360-046X	809	JSON file OK - 	8800054
	0966-0461	12202	JSON file OK - 	9212059
	1475-2662	1428	JSON file OK - 	0372547
	1468-2079	1666	JSON file OK - 	0421041
	1532-1940		JSON file OK - sherpa without items - 	8405235
	1476-5381	6832	JSON file OK - 	7502536
	1472-1465	57	JSON file OK - 	0342367
	0960-5371		JSON file OK - sherpa without items - 	9001294
	2044-8295	18405	JSON file OK - 	0373124
	1748-880X	13754	JSON file OK - 	0373125
	2044-8309	18409	JSON file OK - 	8105534
	1468-4446	7620	JSON file OK - 	0373126
	1473-0480	1667	JSON file OK - 	0432520
	1365-2168	3711	JSON file OK - 	0372553
	1471-8391	247	JSON file OK - 	0376542
	1466-1799	5019	JSON file OK - 	15740290R
	1873-1449	16738	JSON file OK - 	101137600
	1460-2156	1339	JSON file OK - 	0372537
	2162-3279	20793	JSON file OK - 	101570837
	1421-9743	8979	JSON file OK - 	0151620
	1090-2139		JSON file OK - sherpa without items - 	8800478
	1090-2147	12475	JSON file OK - 	8218014
	2158-0022	19579	JSON file OK - 	101550313
	1872-7131		JSON file OK - sherpa without items - 	7909235
	1931-7565	16391	JSON file OK - 	101300405
	1362-301X	808	JSON file OK - 	8710358
	1090-2155	12477	JSON file OK - 	7506220
	1344-8129		JSON file OK - sherpa without items - 	101299709
	1750-3639	3623	JSON file OK - 	9216781
	1872-6240		JSON file OK - sherpa without items - 	0045503
	1873-2747		JSON file OK - sherpa without items - 	7605818
	1876-4754		JSON file OK - sherpa without items - 	101465726
	1863-2661	7872	JSON file OK - 	101282001
	1573-6792	16392	JSON file OK - 	8903034
	1861-387X	16393	JSON file OK - 	9716507
	1336-0345		JSON file OK - sherpa without items - 	0065324
	1806-4760		JSON file OK - sherpa without items - 	9214652
	0104-0014	13735	JSON file OK - 	101624623
	1678-4375		JSON file OK - sherpa without items - 	101129542
	1678-9741		JSON file OK - sherpa without items - 	101677045
	1678-4391		JSON file OK - sherpa without items - 	9812937
	1414-431X		JSON file OK - sherpa without items - 	8112917
	1678-4405		JSON file OK - sherpa without items - 	101095924
	1808-8686		JSON file OK - sherpa without items - 	101207337
	1809-9246	35734	JSON file OK - 	101615124
	1809-452X		JSON file OK - sherpa without items - 	100895975
	1807-3107		JSON file OK - sherpa without items - 	101307187
	1532-3080		JSON file OK - sherpa without items - 	9213011
	1880-4233	16202	JSON file OK - 	100888201
	1465-542X	2486	JSON file OK - 	100927353
	1573-7217	16203	JSON file OK - 	8111104
	1558-1551	1800	JSON file OK - 	8801277
	1524-4741	15250	JSON file OK - 	9505539
	1556-8342	19580	JSON file OK - 	101260777
	1477-4054	22797	JSON file OK - 	100912837
	2041-2657	16032	JSON file OK - 	101528229
	1769-6917	8534	JSON file OK - 	0072416
	1475-2670	1432	JSON file OK - 	2984715R
	1432-0800	11836	JSON file OK - 	0046021
	1573-8221	11837	JSON file OK - 	0372557
	1086-3176	8567	JSON file OK - 	0141233
	2328-5273		JSON file OK - sherpa without items - 	101614130
	1522-9602	11842	JSON file OK - 	0401404
	1943-2828		JSON file OK - sherpa without items - 	7507032
	0040-8891		JSON file OK - sherpa without items - 	7505414
	1564-0604	6379	JSON file OK - 	7507052
	1437-1588	2130	JSON file OK - 	101181368
	1879-1409		JSON file OK - sherpa without items - 	8913178
	1768-3238		JSON file OK - sherpa without items - 	101140040
	1542-4863	6833	JSON file OK - 	0370647
	1678-4464		JSON file OK - sherpa without items - 	8901573
	1432-0827	13386	JSON file OK - 	7905481
	1469-2147	1539	JSON file OK - 	9208482
	1488-2361		JSON file OK - sherpa without items - 	8812910
	0823-2105	41873	JSON file OK - 	101130981
	1715-5258	41320	JSON file OK - 	0120300
	1710-1107	1542	JSON file OK - 	8708560
	1496-8975	14831	JSON file OK - 	8701709
	1916-7075	23831	JSON file OK - 	8510280
	1712-1728		JSON file OK - sherpa without items - 	101234082
	2352-3840		JSON file OK - sherpa without items - 	101148810
	1486-3847		JSON file OK - sherpa without items - 	9811151
	1878-7290	3408	JSON file OK - 	9315513
	2291-2797	31328	JSON file OK - 	101623613
	1480-3275	10131	JSON file OK - 	0372707
	0317-1671	28399	JSON file OK - 	0415227
	1705-7051		JSON file OK - sherpa without items - 	8910581
	1911-9828	14979	JSON file OK - 	0406021
	1715-3360	20590	JSON file OK - 	0045312
	1205-7541	10133	JSON file OK - 	0372712
	1497-0015	14331	JSON file OK - 	7904187
	1920-7476	14334	JSON file OK - 	0372714
	1488-237X		JSON file OK - sherpa without items - 	9708550
	1488-2310	13678	JSON file OK - 	0372715
	1195-9479		JSON file OK - sherpa without items - 	9515842
	1928-9022		JSON file OK - sherpa without items - 	8607793
	1916-7245	31330	JSON file OK - 	9433332
	1755-618X	7627	JSON file OK - 	101320224
	0008-5286		JSON file OK - sherpa without items - 	0004653
	1097-0142	6835	JSON file OK - 	0374236
	2095-3941		JSON file OK - sherpa without items - 	101588850
	1555-8576	12086	JSON file OK - 	101137842
	1875-8592	1802	JSON file OK - 	101256509
	1557-8852	152	JSON file OK - 	9605408
	1573-7225	16204	JSON file OK - 	9100846
	1878-3686	6579	JSON file OK - 	101130617
	1432-0843	7879	JSON file OK - 	7806519
	2523-3548	35195	JSON file OK - 	101723675
	1526-2359		JSON file OK - sherpa without items - 	9438457
	1934-6638	6836	JSON file OK - 	101499453
	2159-8290	19762	JSON file OK - 	101561693
	1877-783X		JSON file OK - sherpa without items - 	101508793
