NlmUniqueID	embargo	sherpa_id	embargo_published_version	embargo_accepted_version	oa_status
101093791	12	11177		12.0	green
101093910	12	3650		12.0	green
101094211	6	3890		6.0	green
101094212	6	3956		6.0	green
101095192	6	24424		6.0	green
101095653	12	15880		12.0	green
101096396	0	13584	0.0	0.0	green
101096440	12	11169		12.0	green
101096515	12	15116		12.0	green
101096520	12	15720		12.0	green
101097023	0	42766	0.0	0.0	green
101119673	6	3941		6.0	green
101120023	12	1016		12.0	green
101120028	12	6586		12.0	green
101120118	0	22372	0.0	0.0	green
101120121	0	158		0.0	green
101120122	24	3265		24.0	green
101120605	12	11310		12.0	green
101120682	12	12418		12.0	green
101120693	12	20472		12.0	green
101120777	12	12073		12.0	green
101121149	12	12421		12.0	green
101121166	12	1028		12.0	green
101121446	12	12417		12.0	green
101121582	12	12420		12.0	green
101121949	12	6991		12.0	green
101122473	12	12940		12.0	green
101123037	0	7671		0.0	green
101123358	12	12064		12.0	green
101124168	6	4010		6.0	green
101124169	6	4017		6.0	green
101124170	0	8844	0.0	12.0	green
101124171	6	4013		6.0	green
101124451	12	18030		12.0	green
101124748	0	9939		0.0	green
101125414	12	841		12.0	green
101125446	6	3906		6.0	green
101125608	12	942		12.0	green
101125610	12	13028		12.0	green
101125644	0	8705	0.0	12.0	green
101125647	0	10346	0.0	0.0	green
101125678	0	3455		0.0	green
101125969	12	35989		12.0	green
101126433	0	14358	0.0	0.0	green
101126530	12	28653		12.0	green
101126895	12	6501		12.0	green
101126979	12	2543		12.0	green
101127833	12	889		12.0	green
101128359	0	9513		0.0	green
101128385	12	14313		12.0	green
101128698	0	6755		0.0	green
101128757	0	8852	0.0		green
101128775	12	7787		12.0	green
101128793	12	13221		12.0	green
101128834	0	32182	0.0	0.0	green
101128948	12	18021		12.0	green
101128963	12	10457		12.0	green
101128966	12	13842		12.0	green
101128967	12	15165		12.0	green
101128968	12	16920		12.0	green
101129617	0	3648	0.0	0.0	green
101129944	12	12074		12.0	green
101130150	0	23804		0.0	green
101130615	12	17166		12.0	green
101130617	12	6579		12.0	green
101130732	12	16776		12.0	green
101130835	12	2564		12.0	green
101130839	0	80	0.0	0.0	green
101130961	0	1945		0.0	green
101130964	12	15102		12.0	green
101131135	0	1472		0.0	green
101131163	0	29251	0.0	0.0	green
101132257	12	12077		12.0	green
101132535	12	14561		12.0	green
101132622	12	14026		12.0	green
101132728	0	14673	0.0	0.0	green
101132995	12	27957		12.0	green
101133002	12	836		12.0	green
101133385	0	11600		0.0	green
101133858	12	5532		12.0	green
101134327	12	7407		12.0	green
101134380	12	8780		12.0	green
101134521	12	1011		12.0	green
101134613	12	3187		12.0	green
101134822	12	17429		12.0	green
101134867	12	8249		12.0	green
101135325	12	7868		12.0	green
101135365	12	13092		12.0	green
101135662	12	846		12.0	green
101135738	12	3683		12.0	green
101135751	12	21921		12.0	green
101135818	12	15647		12.0	green
101135941	12	1826		12.0	green
101136419	12	919		12.0	green
101136421	0	9561		0.0	green
101136878	12	5426		12.0	green
101136916	0	930	0.0	0.0	green
101137103	0	13361	0.0	0.0	green
101137599	12	10716		12.0	green
101137600	12	16738		12.0	green
101137604	12	3791		12.0	green
101137841	12	12088		12.0	green
101137842	0	12086	0.0	0.0	green
101138477	0	8447		0.0	green
101139138	12	16881		12.0	green
101139309	0	23805		0.0	green
101139554	12	13807		12.0	green
101139802	0	2634	0.0	0.0	green
101139812	0	2635	0.0	0.0	green
101140017	12	1125		12.0	green
101140022	12	12881		12.0	green
101140025	0	32797	0.0	12.0	green
101140517	12	16935		12.0	green
101140527	12	6793		12.0	green
101140941	0	4047	0.0	0.0	green
101140988	12	7965		12.0	green
101141280	12	21212		12.0	green
101141667	12	8732		12.0	green
101141792	12	28277		12.0	green
101142025	12	15086		12.0	green
101142069	12	15659		12.0	green
101142157	12	7628		12.0	green
101142169	0	29592	0.0	12.0	green
101142469	12	36040		12.0	green
101142614	0	3052	0.0	0.0	green
101142708	0	8993		0.0	green
101143078	12	15980		12.0	green
101143317	12	5057		12.0	green
101144015	0	35696		0.0	green
101144297	0	24918	0.0	0.0	green
101144324	0	33303	0.0	0.0	green
101144384	0	35668		0.0	green
101144385	12	6256		12.0	green
101144387	12	11899		12.0	green
101146178	0	22742	0.0		green
101146510	0	12171	0.0	12.0	green
101146739	12	5252		12.0	green
101146940	12	33054		12.0	green
101147197	0	17884	0.0		green
101147518	0	2403	0.0	0.0	green
101147637	0	2489	0.0	0.0	green
101147645	0	21713	0.0	0.0	green
101147692	0	2599	0.0	0.0	green
101147696	0	2633	0.0	0.0	green
101147698	0	2639	0.0	0.0	green
101148926	12	3784		12.0	green
101149327	12	5000		12.0	green
101150032	0	18731	0.0	0.0	green
101150042	12	14560		12.0	green
101150203	0	923	0.0	0.0	green
101150314	12	28046		12.0	green
101150318	0	1478		0.0	green
101151352	12	6111		12.0	green
101151457	12	20483		12.0	green
101151468	0	149		0.0	green
101152152	0	21679	0.0	0.0	green
101152198	0	18504	0.0	0.0	green
101152213	0	2646	0.0	0.0	green
101152341	12	1349		12.0	green
101152804	12	6920		12.0	green
101152869	0	3528		0.0	green
101153368	0	43128	0.0		green
101153624	0	2587	0.0	0.0	green
101153626	0	2590	0.0	0.0	green
101153627	0	2659	0.0	0.0	green
101154140	12	13384		12.0	green
101154361	0	7680		0.0	green
101154438	0	2397	0.0	0.0	green
101154995	12	18028		12.0	green
101155056	12	28603		12.0	green
101155473	0	1653		0.0	green
101155475	12	12080		12.0	green
101156063	12	22070		12.0	green
101156086	12	15658		12.0	green
101156268	12	4111		12.0	green
101156357	0	6467	0.0	0.0	green
101156990	6	3908		6.0	green
101157208	6	3942		6.0	green
101157212	6	3900		6.0	green
101157239	6	3919		6.0	green
101157394	12	11156		12.0	green
101157530	12	21299		12.0	green
101159262	0	1467		0.0	green
101159952	0	2502	0.0	0.0	green
101160559	12	35865		12.0	green
101160775	12	4740		12.0	green
101160857	12	11895		12.0	green
101160862	12	16953		12.0	green
101160941	0	8795	0.0	12.0	green
101163027	12	845		12.0	green
101163270	12	12971		12.0	green
101163587	0	1468		0.0	green
101164773	12	33275		12.0	green
101165248	12	11325		12.0	green
101165286	0	8753	0.0	12.0	green
101166135	18	27903		18.0	green
101167278	0	8748	0.0	12.0	green
101167473	12	16824		12.0	green
101167637	12	6014		12.0	green
101167768	0	10189	0.0		green
101167924	12	5884		12.0	green
101168070	12	11881		12.0	green
101168228	12	13892		12.0	green
101168329	12	16760		12.0	green
101168776	0	3677	0.0	0.0	green
101170464	0	2503	0.0	0.0	green
101170481	0	21412	0.0	0.0	green
101170535	0	2592	0.0	0.0	green
101170544	0	2678	0.0	0.0	green
101172931	0	35196	0.0	0.0	green
101174860	0	38944	0.0		green
101176023	12	19269	12.0		green
101176026	12	18010		12.0	green
101176252	12	35826		12.0	green
101176492	12	11190		12.0	green
101177984	12	7896		12.0	green
101178411	0	2656	0.0	0.0	green
101179473	0	2842		0.0	green
101181180	12	13073		12.0	green
101181252	6	3659		6.0	green
101181284	12	12063		12.0	green
101181344	12	7518		12.0	green
101181368	12	2130		12.0	green
101182328	12	12065		12.0	green
101182345	12	1375		12.0	green
101183755	0	17601	0.0	0.0	green
101184882	12	10440		12.0	green
101185242	12	7427		12.0	green
101185267	12	19428		12.0	green
101185420	0	13279	0.0	0.0	green
101185472	12	881		12.0	green
101186374	0	4026		0.0	green
101186484	12	1386		12.0	green
101186624	12	13907		12.0	green
101187344	0	6464		0.0	green
101188418	0	9051		0.0	green
101188638	12	1371		12.0	green
101188791	0	14995	0.0	0.0	green
101189034	0	9026		0.0	green
101189384	0	26041	0.0	0.0	green
101189457	0	12252		0.0	green
101189458	12	5696		12.0	green
101189728	12	36147		12.0	green
101189774	0	41842	0.0		green
101190261	6	4019		6.0	green
101190326	12	14122		12.0	green
101190720	0	2408	0.0	0.0	green
101190723	0	2442	0.0	0.0	green
101190741	0	36903	0.0	0.0	green
101193365	0	8847	0.0	12.0	green
101193653	12	14316		12.0	green
101196487	12	11181		12.0	green
101196722	0	18357		0.0	green
101196755	0	10670		0.0	green
101197107	0	164		0.0	green
101197408	0	986	0.0	0.0	green
101197449	12	3796		12.0	green
101197451	0	9069		0.0	green
101197454	12	11337		12.0	green
101197457	12	5561		12.0	green
101197608	0	15507	0.0	0.0	green
101197791	12	7791		12.0	green
101197794	0	9967	0.0		green
101198195	12	4847		12.0	green
101199824	12	6782		12.0	green
101200317	12	16922		12.0	green
101201025	0	7098	0.0	0.0	green
101201068	0	11711		0.0	green
101201192	12	7544		12.0	green
101201889	0	7154	0.0	0.0	green
101201960	0	925	0.0	0.0	green
101204366	0	17524	0.0	0.0	green
101205669	0	37201	0.0		green
101206627	12	17348		12.0	green
101208185	12	7401		12.0	green
101208422	12	3762		12.0	green
101208439	6	3920		6.0	green
101208441	6	1974		6.0	green
101208455	6	3899		6.0	green
101208457	6	3923		6.0	green
101211769	0	782	0.0	0.0	green
101212092	12	17022		12.0	green
101212761	0	23565	0.0	0.0	green
101213033	0	22298		0.0	green
101213381	0	1481		0.0	green
101213729	0	17519	0.0	0.0	green
101213819	0	14173	0.0	0.0	green
101213861	0	32231	0.0	12.0	green
101213954	0	14785	0.0	0.0	green
101214316	0	3507		0.0	green
101214977	12	22515	12.0		green
101215604	0	1655		0.0	green
101216893	0	2662	0.0	0.0	green
101217089	0	2600	0.0	0.0	green
101217269	0	11598		0.0	green
101217933	12	11322		12.0	green
101219668	0	32141	0.0	0.0	green
101220684	0	36895		0.0	green
101222144	12	16646		12.0	green
101222431	18	16033		18.0	green
101222433	12	4954		12.0	green
101222974	0	40250	0.0	0.0	green
101223209	12	16180		12.0	green
101223548	12	12078		12.0	green
101224380	0	2660	0.0	0.0	green
101225070	0	1487		0.0	green
101225531	12	15541		12.0	green
101226123	12	17124		12.0	green
101226212	0	22491	0.0	0.0	green
101226721	12	21312		12.0	green
101227436	0	39094	0.0	0.0	green
101227511	12	15810		12.0	green
101227686	0	13606	0.0	0.0	green
101227890	6	3689		6.0	green
101228421	12	842		12.0	green
101228422	12	844		12.0	green
101229024	0	9301		0.0	green
101229646	6	7714		6.0	green
101229718	24	12905		24.0	green
101230058	12	6952		12.0	green
101230060	12	7782		12.0	green
101230445	12	12072		12.0	green
101230693	12	3654		12.0	green
101230758	12	12956		12.0	green
101230907	0	7033	0.0	0.0	green
101230972	12	890		12.0	green
101231005	0	8907	0.0	12.0	green
101231360	0	17597	0.0	0.0	green
101231417	0	1978	0.0	0.0	green
101231512	0	42998	0.0		green
101231645	0	2676	0.0	0.0	green
101231818	12	1865		12.0	green
101231934	12	4774		12.0	green
101231974	12	16084		12.0	green
101231976	0	1645		0.0	green
101231977	6	10335		6.0	green
101231978	12	10547		12.0	green
101232233	0	2624	0.0	0.0	green
101232337	12	905		12.0	green
101232529	6	2152		6.0	green
101232704	12	7783		12.0	green
101233132	12	960		12.0	green
101233142	12	12875		12.0	green
101233144	12	172		12.0	green
101233150	12	14069		12.0	green
101233160	12	13741		12.0	green
101233161	12	16756		12.0	green
101233170	12	6582		12.0	green
101233393	0	8855	0.0	12.0	green
101233809	0	9497		0.0	green
101234011	0	9109	0.0	0.0	green
101234168	0	2630	0.0	0.0	green
101234237	12	15091		12.0	green
101234238	12	15092		12.0	green
101234500	0	7695	0.0	12.0	green
101234521	12	13980		12.0	green
101234999	12	35860		12.0	green
101235219	12	12182		12.0	green
101235322	12	14009		12.0	green
101235328	0	12107	0.0	0.0	green
101235338	12	1911		12.0	green
101235389	0	15757	0.0	0.0	green
101235568	0	14783	0.0	0.0	green
101235661	12	11184		12.0	green
101235690	12	6854		12.0	green
101235694	12	3628		12.0	green
101235741	12	4673		12.0	green
101235742	12	4674		12.0	green
101235745	12	4675		12.0	green
101236111	12	13076		12.0	green
101236354	0	2650	0.0	0.0	green
101236535	12	14868		12.0	green
101237921	0	21402	0.0	0.0	green
101238023	12	35892		12.0	green
101238198	0	42073	0.0	0.0	green
101238455	0	17517	0.0	0.0	green
101238549	0	12306	0.0	0.0	green
101238551	12	12588		12.0	green
101238921	0	17600	0.0	0.0	green
101238922	0	17595	0.0	0.0	green
101239023	12	17223		12.0	green
101239074	0	17596	0.0	0.0	green
101239345	0	12294	0.0	0.0	green
101239891	6	3909		6.0	green
101240003	12	4825		12.0	green
101240290	6	3924		6.0	green
101240303	6	3954		6.0	green
101241272	12	11334		12.0	green
101241430	12	87		12.0	green
101241654	12	828		12.0	green
101242019	12	21531		12.0	green
101242342	12	15542		12.0	green
101242662	0	2642	0.0	0.0	green
101242667	0	7751		0.0	green
101242872	6	24238		6.0	green
101244316	12	13117		12.0	green
101244624	6	13539		6.0	green
101245157	0	11603		0.0	green
101245734	0	2585	0.0	0.0	green
101245751	0	2400	0.0	0.0	green
101245792	0	2588	0.0	0.0	green
101245794	0	18506	0.0	0.0	green
101247023	12	144		12.0	green
101247089	12	13224		12.0	green
101247110	0	36687	0.0		green
101247119	12	11919		12.0	green
101247224	0	1596		0.0	green
101247254	12	5412		12.0	green
101247722	0	11597		0.0	green
101248897	0	2652	0.0	0.0	green
101249598	0	4176	0.0	0.0	green
101249759	0	2484	0.0	0.0	green
101249830	12	921		12.0	green
101250499	12	17450		12.0	green
101250502	12	7738		12.0	green
101250741	12	14858		12.0	green
101250764	12	7581		12.0	green
101251558	0	2570	0.0	0.0	green
101251562	0	2598	0.0	0.0	green
101253019	0	985		0.0	green
101253260	6	3897		6.0	green
101253266	0	12103	0.0	0.0	green
101254059	12	947		12.0	green
101255062	0	1910	0.0	0.0	green
101255937	12	794		12.0	green
101255941	0	32621	0.0	0.0	green
101256108	6	24209		6.0	green
101256323	0	5298	0.0	0.0	green
101256506	0	12688	0.0	0.0	green
101256509	0	1802		0.0	green
101256527	12	16704		12.0	green
101256586	12	15689		12.0	green
101256629	0	12297	0.0	0.0	green
101256850	12	11847		12.0	green
101257109	0	12199		0.0	green
101257528	0	19403	0.0	12.0	green
101258058	0	2653	0.0	0.0	green
101258060	0	2670	0.0	0.0	green
101258411	0	2596	0.0	0.0	green
101258412	0	2402	0.0	0.0	green
101259013	12	1533		12.0	green
101259752	0	8828	0.0	12.0	green
101259775	0	1226		0.0	green
101260152	12	4811		12.0	green
101260777	0	19580		0.0	green
101260955	12	20473		12.0	green
101261935	6	3892		6.0	green
101261938	6	3938		6.0	green
101262417	0	15738	0.0	0.0	green
101262545	12	3790		12.0	green
101262549	12	11854		12.0	green
101262565	12	11182		12.0	green
101262774	12	8826		12.0	green
101262796	6	24210		6.0	green
101263153	12	16406		12.0	green
101263253	0	2675	0.0	0.0	green
101263418	12	13078		12.0	green
101263847	0	9607	0.0	0.0	green
101264123	12	7893		12.0	green
101264149	0	17366		0.0	green
101264239	12	14076		12.0	green
101264260	12	18250		12.0	green
101264333	0	10122		0.0	green
101264408	0	8922	0.0	12.0	green
101264860	12	4029		12.0	green
101264945	0	8762	0.0	12.0	green
101265111	0	2658	0.0	0.0	green
101265113	0	2610	0.0	0.0	green
101265188	12	12082		12.0	green
101265293	0	42074	0.0	0.0	green
101265649	6	1969		6.0	green
101265750	6	3896		6.0	green
101265833	12	1934		12.0	green
101266081	6	3959		6.0	green
101266600	0	2641	0.0	0.0	green
101266602	0	2647	0.0	0.0	green
101266603	0	2677	0.0	0.0	green
101266881	6	1971		6.0	green
101266892	12	791		12.0	green
101266965	12	7732		12.0	green
101267281	12	7024		12.0	green
101268948	12	42160		12.0	green
101269039	0	11747	0.0		green
101269155	6	3889		6.0	green
101269157	6	3946		6.0	green
101269158	6	3948		6.0	green
101269160	6	32039		6.0	green
101269163	6	3888		6.0	green
101270595	12	17040		12.0	green
101270611	12	12819		12.0	green
101270873	6	3980		6.0	green
101270895	6	3902		6.0	green
101271023	0	35158		0.0	green
101271025	12	6904		12.0	green
101271248	12	12066		12.0	green
101271249	0	12310	0.0	0.0	green
101271531	12	4840		12.0	green
101271570	0	10323	0.0	12.0	green
101272517	6	3940		6.0	green
101273479	0	9647	0.0	0.0	green
101273480	0	9591	0.0	0.0	green
101273481	0	9603	0.0	0.0	green
101273663	12	4728		12.0	green
101273919	0	17988	0.0	0.0	green
101273946	0	8612		0.0	green
101273949	0	3805		0.0	green
101274068	0	2561		0.0	green
101274235	12	8866		12.0	green
101274347	0	9414		0.0	green
101274889	12	17230		12.0	green
101275679	0	27543	12.0	0.0	green
101276038	0	32308	0.0	0.0	green
101276222	12	26400		12.0	green
101276430	0	12249		0.0	green
101277157	12	31606		12.0	green
101278111	0	12304	0.0	0.0	green
101278116	0	12308	0.0	0.0	green
101278120	0	12295	0.0	0.0	green
101278196	12	12079		12.0	green
101278199	12	12070		12.0	green
101278293	12	12069		12.0	green
101278296	12	12067		12.0	green
101278599	12	14897		12.0	green
101279009	12	1230		12.0	green
101279357	0	3065	0.0	0.0	green
101280339	12	12955		12.0	green
101282001	12	7872		12.0	green
101282564	12	33104		12.0	green
101282906	12	7762		12.0	green
101283273	0	1656		0.0	green
101284307	0	1660		0.0	green
101284598	12	14312		12.0	green
101285081	0	17599	0.0	0.0	green
101285195	12	11252		12.0	green
101286574	0	2643	0.0	0.0	green
101286577	0	9023		0.0	green
101286760	0	7431	0.0	0.0	green
101287723	0	6421	0.0	0.0	green
101288795	0	1393	0.0	0.0	green
101290381	12	28689		12.0	green
101291247	0	8827	0.0	12.0	green
101291249	12	9449		12.0	green
101291431	0	12105	0.0	0.0	green
101291488	0	17598	0.0	0.0	green
101291585	0	8911	0.0	12.0	green
101291922	6	3978		6.0	green
101292775	12	13916		12.0	green
101292902	12	11251		12.0	green
101293382	0	2620	0.0	0.0	green
101294643	12	1526		12.0	green
101295070	12	18033		12.0	green
101295103	0	35692		0.0	green
101295755	12	843		12.0	green
101295847	0	23486		0.0	green
101297401	6	8783		6.0	green
101297402	0	8777	0.0	12.0	green
101298363	12	13734		12.0	green
101298608	12	1889		12.0	green
101298744	0	32792	0.0	12.0	green
101299403	0	12691	0.0	0.0	green
101299723	12	5306		12.0	green
101299725	0	15411	0.0	0.0	green
101299742	0	4006	0.0	0.0	green
101299965	0	11085		0.0	green
101300022	12	12928		12.0	green
101300157	12	13812		12.0	green
101300213	12	7023		12.0	green
101300215	12	14570		12.0	green
101300401	12	16228		12.0	green
101300405	12	16391		12.0	green
101300786	12	2555		12.0	green
101301086	6	4039		6.0	green
101301198	0	25185	0.0	0.0	green
101302316	12	6581		12.0	green
101302699	12	6900		12.0	green
101302943	0	29607	0.0	0.0	green
101303204	12	14117		12.0	green
101303205	0	25176	0.0	0.0	green
101303270	0	1535	0.0		green
101303911	12	15545		12.0	green
101303952	12	16220		12.0	green
101304007	0	7016	0.0	0.0	green
101304009	12	13390		12.0	green
101304010	12	15651		12.0	green
101304394	12	792		12.0	green
101304551	0	13428	0.0	0.0	green
101304602	12	15922		12.0	green
101304616	12	13952		12.0	green
101305205	12	7633		12.0	green
101306166	0	29995		0.0	green
101306633	12	16826		12.0	green
101306759	0	8823	0.0	12.0	green
101307557	12	14342		12.0	green
101308228	12	6079		12.0	green
101308347	12	13798		12.0	green
101308490	12	7509		12.0	green
101308636	0	8759	0.0	12.0	green
101308769	12	8220		12.0	green
101309314	12	18269		12.0	green
101309942	6	3963		6.0	green
101311472	12	6583		12.0	green
101312520	0	3419		0.0	green
101312535	0	12291	0.0	0.0	green
101312976	0	39733	0.0		green
101313252	6	13588	24.0	6.0	green
101313350	12	13378		12.0	green
101313589	12	7765		12.0	green
101313850	12	22511	12.0		green
101313855	12	23766	12.0		green
101315005	12	28626		12.0	green
101315563	12	17355		12.0	green
101315570	0	41083	0.0	0.0	green
101315820	0	9287		0.0	green
101316317	0	9542	0.0	0.0	green
101316335	0	24146	0.0	0.0	green
101316343	0	9535	0.0	0.0	green
101316472	0	9050		0.0	green
101316917	0	20869	0.0	0.0	green
101316957	0	15135	0.0	0.0	green
101316961	12	22499	12.0		green
101317016	12	13170		12.0	green
101317183	12	5273		12.0	green
101318567	12	1776		12.0	green
101318676	12	13839		12.0	green
101318927	12	15958		12.0	green
101318988	12	11812		12.0	green
101319534	12	16671		12.0	green
101319536	12	1587		12.0	green
101319538	12	2553		12.0	green
101319628	0	41726	0.0	0.0	green
101319630	0	136	0.0	0.0	green
101319632	12	8143		12.0	green
101320027	12	13938		12.0	green
101320224	24	7627		24.0	green
101320232	12	912		12.0	green
101321326	0	12467	0.0	0.0	green
101321614	0	12089	0.0	0.0	green
101322406	12	13698		12.0	green
101392167	12	7719		12.0	green
101392205	12	7598		12.0	green
101392499	12	4270		12.0	green
101392712	0	37320	0.0		green
101462250	12	4763		12.0	green
101462262	6	32037		6.0	green
101462768	0	2479	0.0	0.0	green
101462774	0	2649	0.0	0.0	green
101463825	12	16932		12.0	green
101463871	12	11317		12.0	green
101464443	0	2946		0.0	green
101464963	12	1007		12.0	green
101465345	0	15512	0.0	0.0	green
101465400	0	11115		0.0	green
101465514	12	30005		12.0	green
101465592	12	12953		12.0	green
101465604	12	7105		12.0	green
101465655	12	10418		12.0	green
101465662	0	32205	0.0	12.0	green
101465726	0	12483	0.0	0.0	green
101466659	0	41517		0.0	green
101466660	0	41515		0.0	green
101466663	0	41516		0.0	green
101467004	12	16743		12.0	green
101467978	12	16035		12.0	green
101467995	12	13063		12.0	green
101467997	6	3917		6.0	green
101468093	0	8459		0.0	green
101468102	12	6778		12.0	green
101468335	0	2024		0.0	green
101468585	12	14343		12.0	green
101468718	6	3936		6.0	green
101468753	12	12667		12.0	green
101468876	0	2638	0.0	0.0	green
101468937	0	28287	0.0	0.0	green
101469340	12	3777		12.0	green
101469429	0	25137	0.0		green
101469464	0	12087	0.0	0.0	green
101469471	0	9016	0.0		green
101469670	0	9201	0.0	0.0	green
101469694	12	14001		12.0	green
101470897	0	12094	0.0	0.0	green
101471195	12	18264		12.0	green
101471610	0	38996	0.0	0.0	green
101471619	0	2574	0.0	0.0	green
101472191	12	13180		12.0	green
101472305	0	12106	0.0	0.0	green
101472371	12	16131		12.0	green
101473265	0	2460	0.0	0.0	green
101473502	12	7543		12.0	green
101473576	6	1973		6.0	green
101473598	0	9158		0.0	green
101474067	0	14550	0.0	0.0	green
101474365	6	8734		6.0	green
101474930	12	13985		12.0	green
101475011	12	899		12.0	green
101475056	12	14082		12.0	green
101475057	0	1445		0.0	green
101475200	12	16589		12.0	green
101475259	6	20444	6.0		green
101475745	0	9599	0.0	0.0	green
101475844	0	2583	0.0	0.0	green
101476450	0	35600	0.0	0.0	green
101476585	12	4960		12.0	green
101477246	12	11921		12.0	green
101477399	0	4890	0.0		green
101477511	0	2664	0.0	0.0	green
101477940	0	26078	0.0	0.0	green
101478346	12	18041		12.0	green
101478378	12	18017		12.0	green
101478566	0	2629	0.0	0.0	green
101479409	12	14557		12.0	green
101479627	12	15653		12.0	green
101479826	0	21083	0.0	0.0	green
101479829	0	12101	0.0	0.0	green
101479935	6	4076		6.0	green
101479941	6	8739		6.0	green
101481027	12	16380		12.0	green
101481266	0	1480		0.0	green
101482903	0	20782	0.0	0.0	green
101483332	0	14669	0.0	0.0	green
101483449	12	7436		12.0	green
101483831	12	15707		12.0	green
101483832	0	15688	0.0	0.0	green
101484100	12	16143		12.0	green
101484711	0	16894	0.0	0.0	green
101484755	0	16536	0.0	0.0	green
101485040	12	15330		12.0	green
101485158	0	12301	0.0	0.0	green
101485240	0	38755	0.0	0.0	green
101485241	0	38754	0.0	0.0	green
101485942	12	12071		12.0	green
101487380	0	26546	0.0	0.0	green
101487384	0	13966	0.0	0.0	green
101489047	12	1070		12.0	green
101489148	6	8738		6.0	green
101490061	0	25620	0.0	0.0	green
101490689	12	14880		12.0	green
101490944	0	2031		0.0	green
101491191	0	23035		0.0	green
101491209	12	4843		12.0	green
101491319	12	17129		12.0	green
101491368	0	29341	0.0	0.0	green
101492420	12	15936		12.0	green
101492916	0	11086		0.0	green
101493803	0	23021		0.0	green
101494210	0	160		0.0	green
101494830	12	10474		12.0	green
101495343	0	12096	0.0	0.0	green
101495366	0	12099	0.0	0.0	green
101495376	0	3508		0.0	green
101495384	12	27540		12.0	green
101496665	0	12687	0.0	0.0	green
101496866	0	8825	0.0	12.0	green
101497462	0	6757		0.0	green
101497477	12	15962		12.0	green
101498346	12	16230		12.0	green
101499145	12	1715		12.0	green
101499207	0	6976	0.0	0.0	green
101499225	12	8032		12.0	green
101499453	12	6836		12.0	green
101499602	6	8737		6.0	green
101499631	0	9412		0.0	green
101499734	0	1646		0.0	green
101500072	6	29446		6.0	green
101500075	6	4011		6.0	green
101500077	6	4012		6.0	green
101500078	6	4014		6.0	green
101500079	6	4015		6.0	green
101500080	6	4024		6.0	green
101500081	6	26037		6.0	green
101500082	6	4025		6.0	green
101500303	18	5005		18.0	green
101500934	12	4895		12.0	green
101501666	0	3794	0.0	0.0	green
101502773	12	10580		12.0	green
101502957	12	3617		12.0	green
101503361	0	33439	0.0	0.0	green
101503669	0	644	0.0	0.0	green
101504326	0	2492	0.0	0.0	green
101504351	0	22092	0.0		green
101504416	12	12589		12.0	green
101504991	12	7761		12.0	green
101505086	0	11116		0.0	green
101506753	12	851		12.0	green
101506757	12	88		12.0	green
101506777	12	16001		12.0	green
101507115	0	15027	0.0	0.0	green
101507284	0	1310		0.0	green
101508311	12	11911		12.0	green
101508617	0	25549	0.0		green
101508793	12	12486		12.0	green
101509707	0	593	0.0	0.0	green
101509722	0	17528	0.0	0.0	green
101510649	12	4876		12.0	green
101510759	0	2604	0.0	0.0	green
101511162	0	14577		0.0	green
101511643	0	2394	0.0	0.0	green
101512484	0	14575		0.0	green
101513496	0	25810		0.0	green
101514185	0	16425	0.0		green
101515919	12	16687		12.0	green
101516361	0	3163	0.0	0.0	green
101516571	12	17153		12.0	green
101516977	0	21406	0.0	0.0	green
101517071	0	3500		0.0	green
101517079	0	1939		0.0	green
101517095	12	23322		12.0	green
101517297	12	16196		12.0	green
101517692	6	1616		6.0	green
101517697	0	324	0.0	0.0	green
101517820	12	12465		12.0	green
101517977	0	22235	0.0	0.0	green
101518076	12	291		12.0	green
101518086	12	18515		12.0	green
101518151	12	14033		12.0	green
101518322	0	12102	0.0	0.0	green
101518378	0	6448	0.0	0.0	green
101518405	12	13088		12.0	green
101518415	0	9572		0.0	green
101518419	0	9329	0.0	0.0	green
101518422	0	9488		0.0	green
101518829	0	391	0.0	0.0	green
101519231	0	6222	0.0	0.0	green
101519472	0	37440	0.0	0.0	green
101519720	0	12293	0.0	0.0	green
101519733	12	17997		12.0	green
101520702	0	2493	0.0	0.0	green
101520860	0	19569	0.0	0.0	green
101520867	12	14168	12.0		green
101521595	0	17521	0.0	0.0	green
101521797	0	4216	0.0	0.0	green
101521964	12	11316		12.0	green
101522043	12	16405		12.0	green
101522599	12	17161		12.0	green
101523844	12	13846		12.0	green
101524060	0	25934	0.0		green
101524092	0	1630	0.0		green
101524169	12	11909		12.0	green
101524465	12	12866		12.0	green
101524770	12	11896		12.0	green
101525157	0	9011		0.0	green
101525249	12	18025		12.0	green
101525337	12	7763		12.0	green
101525386	12	20475		12.0	green
101526034	12	7800		12.0	green
101526291	0	1665		0.0	green
101526295	0	3195	0.0	0.0	green
101526693	12	11922		12.0	green
101527581	0	2669	0.0	0.0	green
101528166	0	10160	0.0	0.0	green
101528176	0	153		0.0	green
101528229	12	16032		12.0	green
101528330	0	9393		0.0	green
101528555	0	24265	0.0		green
101528587	12	27378		12.0	green
101528681	12	12599		12.0	green
101528691	0	17772	0.0	0.0	green
101528721	0	1311		0.0	green
101529315	12	1864		12.0	green
101529880	12	20549		12.0	green
101530293	12	7463		12.0	green
101530546	12	16831		12.0	green
101530765	0	17527	0.0	0.0	green
101530967	12	12111		12.0	green
101530974	0	12109	0.0	0.0	green
101531386	0	12112	0.0	0.0	green
101531441	0	3795	0.0	0.0	green
