NlmUniqueID	sherpa_id	additional_oa_fee	oa_status
8806397	33045	yes	hybrid or gold
0043125	13826	yes	hybrid or gold
0260316	13827	yes	hybrid or gold
101489047	1070	yes	hybrid or gold
7600747	14371	yes	hybrid or gold
8411341	5536	yes	hybrid or gold
0367033	15099	yes	hybrid or gold
0406041	13917	yes	hybrid or gold
0102444	13829	yes	hybrid or gold
101141792	28277	yes	hybrid or gold
8413200	8060	yes	hybrid or gold
8309850	3465	yes	hybrid or gold
101313855	23766	yes	hybrid or gold
8710425	14377	yes	hybrid or gold
7703942	8837	yes	hybrid or gold
9433358	163	yes	hybrid or gold
9878362	15100	yes	hybrid or gold
9439510	14375	yes	hybrid or gold
0136553	22208	yes	hybrid or gold
8805644	13833	yes	hybrid or gold
8805847	6899	yes	hybrid or gold
0262321	4260	yes	hybrid or gold
8607908	13835	yes	hybrid or gold
9503759	9263	yes	hybrid or gold
101130964	15102	yes	hybrid or gold
101136419	919	yes	hybrid or gold
2985124R	3467	yes	hybrid or gold
9010410	8838	yes	hybrid or gold
8610642	4780	yes	hybrid or gold
8700909	14386	yes	hybrid or gold
0425124	11886	yes	hybrid or gold
2985125R	1615	yes	hybrid or gold
9889915	1359	yes	hybrid or gold
8000150	10328	yes	hybrid or gold
0354343	9266	yes	hybrid or gold
8918133	920	yes	hybrid or gold
8006933	8839	yes	hybrid or gold
101517692	1616	yes	hybrid or gold
9204583	13868	yes	hybrid or gold
101306166	29995	yes	hybrid or gold
101249830	921	yes	hybrid or gold
101302699	6900	yes	hybrid or gold
9100529	17379	yes	hybrid or gold
101685366	33046	yes	hybrid or gold
1300031	7355	yes	hybrid or gold
9312476	922	yes	hybrid or gold
101197457	5561	yes	hybrid or gold
101263153	16406	yes	hybrid or gold
2985127R	14681	yes	hybrid or gold
9808943	8949	yes	hybrid or gold
8914370	5574	yes	hybrid or gold
8412174	12951	yes	hybrid or gold
0375363	11758	yes	hybrid or gold
7806594	19169	yes	hybrid or gold
7511484	13882	yes	hybrid or gold
100896915	31021	yes	hybrid or gold
8501420	3597	yes	hybrid or gold
0330666	17989	yes	hybrid or gold
100967627	12541	yes	hybrid or gold
9812551	5582	yes	hybrid or gold
7607167	5583	yes	hybrid or gold
7909766	1901	yes	hybrid or gold
8216840	4781	yes	hybrid or gold
101096515	15116	yes	hybrid or gold
101083217	5588	yes	hybrid or gold
9306405	3663	yes	hybrid or gold
9216037	7720	yes	hybrid or gold
9609066	7077	yes	hybrid or gold
101497477	15962	yes	hybrid or gold
101766756	42128	yes	hybrid or gold
8809954	6901	yes	hybrid or gold
0203727	27382	yes	hybrid or gold
0243705	14671	yes	hybrid or gold
9882906	1363	yes	hybrid or gold
2985128R	11373	yes	hybrid or gold
2985109R	25762	yes	hybrid or gold
101632727	29557	yes	hybrid or gold
9507618	3471	yes	hybrid or gold
7502587	3472	yes	hybrid or gold
7502589	3492	yes	hybrid or gold
8207540	3493	yes	hybrid or gold
9604933	13267	yes	hybrid or gold
101168228	13892	yes	hybrid or gold
101262796	24210	yes	hybrid or gold
9503761	9283	yes	hybrid or gold
8802265	19200	yes	hybrid or gold
0214055	6902	yes	hybrid or gold
9881188	7078	yes	hybrid or gold
9201341	15664	yes	hybrid or gold
0014052	7736	yes	hybrid or gold
9308427	14178	yes	hybrid or gold
101234500	7695	yes	hybrid or gold
0375370	15964	yes	hybrid or gold
101604797	41502	yes	hybrid or gold
9425991	17027	yes	hybrid or gold
9430794	17384	yes	hybrid or gold
8607909	3732	yes	hybrid or gold
101479627	15653	yes	hybrid or gold
9706084	16224	yes	hybrid or gold
8605834	13085	yes	hybrid or gold
2985110R	22246	yes	hybrid or gold
2985111R	16283	yes	hybrid or gold
0077340	14639	yes	hybrid or gold
9815764	7582	yes	hybrid or gold
9206865	16385	yes	hybrid or gold
101304616	13952	yes	hybrid or gold
2985112R	14062	yes	hybrid or gold
101142169	29592	yes	hybrid or gold
8805645	9286	yes	hybrid or gold
9502837	12756	yes	hybrid or gold
9508483	12758	yes	hybrid or gold
7510258	4261	yes	hybrid or gold
7903311	5609	yes	hybrid or gold
9300903	8840	yes	hybrid or gold
101701588	35812	yes	hybrid or gold
101315820	9287	yes	hybrid or gold
9422688	13696	yes	hybrid or gold
8702552	8950	yes	hybrid or gold
8800764	5615	yes	hybrid or gold
9103800	8588	yes	hybrid or gold
9604100	5616	yes	hybrid or gold
8410622	13958	yes	hybrid or gold
9703616	9290	yes	hybrid or gold
9604936	11947	yes	hybrid or gold
0103130	9288	yes	hybrid or gold
9803529	32801	yes	hybrid or gold
9202994	13990	yes	hybrid or gold
2985115R	1711	yes	hybrid or gold
101528587	27378	yes	hybrid or gold
0375373	1365	yes	hybrid or gold
18020010R	15164	yes	hybrid or gold
0202503	13025	yes	hybrid or gold
0413415	1373	yes	hybrid or gold
9441330	21544	yes	hybrid or gold
9815334	19324	yes	hybrid or gold
8003807	18455	yes	hybrid or gold
8506709	9292	yes	hybrid or gold
7502386	18959	yes	hybrid or gold
101271025	6904	yes	hybrid or gold
100887419	8841	yes	hybrid or gold
0337330	11375	yes	hybrid or gold
9808008	3997	yes	hybrid or gold
8811625	24211	yes	hybrid or gold
8709498	9294	yes	hybrid or gold
8904840	15965	yes	hybrid or gold
101589965	22863	yes	hybrid or gold
8306882	8842	yes	hybrid or gold
101256527	16704	yes	hybrid or gold
100963688	5630	yes	hybrid or gold
2985117R	10940	yes	hybrid or gold
9706083	8843	yes	hybrid or gold
7908424	4784	yes	hybrid or gold
9608375	16438	yes	hybrid or gold
0413675	18524	yes	hybrid or gold
101124170	8844	yes	hybrid or gold
7905788	12831	yes	hybrid or gold
9503760	1994	yes	hybrid or gold
9918283075806676	40856	yes	hybrid or gold
101603118	35817	yes	hybrid or gold
101250502	7738	yes	hybrid or gold
9610837	926	yes	hybrid or gold
101229024	9301	yes	hybrid or gold
9206090	7080	yes	hybrid or gold
8610344	9303	yes	hybrid or gold
9507088	1461	yes	hybrid or gold
8904841	7081	yes	hybrid or gold
8700910	9304	yes	hybrid or gold
9205811	927	yes	hybrid or gold
9708966	17283	yes	hybrid or gold
0426720	24256	yes	hybrid or gold
9609059	3994	yes	hybrid or gold
9501229	8951	yes	hybrid or gold
101137599	10716	yes	hybrid or gold
7610510	7497	yes	hybrid or gold
9706293	1462	yes	hybrid or gold
8706896	2218	yes	hybrid or gold
9315583	868	yes	hybrid or gold
0157312	9307	yes	hybrid or gold
8000151	5651	yes	hybrid or gold
9891002	5652	yes	hybrid or gold
8405628	14134	yes	hybrid or gold
9001952	929	yes	hybrid or gold
9110830	3599	yes	hybrid or gold
9704963	8845	yes	hybrid or gold
9105850	13894	yes	hybrid or gold
9601804	13021	yes	hybrid or gold
9433812	1087	yes	hybrid or gold
7904614	15803	yes	hybrid or gold
9504818	7498	yes	hybrid or gold
101598493	25609	yes	hybrid or gold
7502105	8068	yes	hybrid or gold
9308895	24167	yes	hybrid or gold
9716531	7786	yes	hybrid or gold
7702125	932	yes	hybrid or gold
0375400	14683	yes	hybrid or gold
7513619	1902	yes	hybrid or gold
9812512	1463	yes	hybrid or gold
2985087R	1903	yes	hybrid or gold
8917478	14310	yes	hybrid or gold
101469340	3777	yes	hybrid or gold
0224131	14640	yes	hybrid or gold
7610512	1399	yes	hybrid or gold
0320626	11887	yes	hybrid or gold
9433359	24168	yes	hybrid or gold
7806056	14311	yes	hybrid or gold
101284598	14312	yes	hybrid or gold
101128385	14313	yes	hybrid or gold
101709200	35799	yes	hybrid or gold
7705876	13895	yes	hybrid or gold
0211301	13022	yes	hybrid or gold
9212352	933	yes	hybrid or gold
8306883	14007	yes	hybrid or gold
8500513	934	yes	hybrid or gold
0204522	3778	yes	hybrid or gold
100909407	18416	yes	hybrid or gold
101235322	14009	yes	hybrid or gold
0262322	11378	yes	hybrid or gold
8902617	11759	yes	hybrid or gold
0360051	14315	yes	hybrid or gold
101193653	14316	yes	hybrid or gold
9504370	8070	yes	hybrid or gold
9806569	8071	yes	hybrid or gold
9002991	14317	yes	hybrid or gold
9004580	7499	yes	hybrid or gold
0406125	13896	yes	hybrid or gold
0236512	15474	yes	hybrid or gold
8006298	14325	yes	hybrid or gold
101518405	13088	yes	hybrid or gold
7906882	3082	yes	hybrid or gold
7503089	617	yes	hybrid or gold
7503090	33277	yes	hybrid or gold
101468335	2024	yes	hybrid or gold
9012268	28294	yes	hybrid or gold
0375402	8952	yes	hybrid or gold
101217933	11322	yes	hybrid or gold
9702341	15684	yes	hybrid or gold
2985190R	3653	yes	hybrid or gold
8913461	15941	yes	hybrid or gold
8406473	937	yes	hybrid or gold
9102705	6908	yes	hybrid or gold
101256586	15689	yes	hybrid or gold
101517079	1939	yes	hybrid or gold
0423161	8072	yes	hybrid or gold
2985191R	1940	yes	hybrid or gold
101193365	8847	yes	hybrid or gold
101580767	21762	yes	hybrid or gold
101649948	28328	yes	hybrid or gold
8309335	15686	yes	hybrid or gold
9431308	8846	yes	hybrid or gold
2985192R	8848	yes	hybrid or gold
0375404	32002	yes	hybrid or gold
101468753	12667	yes	hybrid or gold
7705086	10449	yes	hybrid or gold
8102140	14136	yes	hybrid or gold
8603596	8849	yes	hybrid or gold
7600111	13908	yes	hybrid or gold
8910749	8850	yes	hybrid or gold
8811626	1464	yes	hybrid or gold
9508123	938	yes	hybrid or gold
9423534	15693	yes	hybrid or gold
0430303	23902	yes	hybrid or gold
1263116	8821	yes	hybrid or gold
9200672	8851	yes	hybrid or gold
7705432	4262	yes	hybrid or gold
9306050	7084	yes	hybrid or gold
9318902	33049	yes	hybrid or gold
100911591	7696	yes	hybrid or gold
101603887	29588	yes	hybrid or gold
0404243	6234	yes	hybrid or gold
9010081	12850	yes	hybrid or gold
101558292	18897	yes	hybrid or gold
101189458	5696	yes	hybrid or gold
9504688	8853	yes	hybrid or gold
9612485	3495	yes	hybrid or gold
9202814	17389	yes	hybrid or gold
9511091	1465	yes	hybrid or gold
9511372	9319	yes	hybrid or gold
9800943	13358	yes	hybrid or gold
7801086	10908	yes	hybrid or gold
8911934	11889	yes	hybrid or gold
0433604	7089	yes	hybrid or gold
2985193R	7797	yes	hybrid or gold
9713484	28296	yes	hybrid or gold
100957268	35666	yes	hybrid or gold
8404726	6909	yes	hybrid or gold
9604934	17212	yes	hybrid or gold
7908150	31260	yes	hybrid or gold
8807705	8854	yes	hybrid or gold
101776472	41153	yes	hybrid or gold
9005421	3779	yes	hybrid or gold
101125608	942	yes	hybrid or gold
9808462	1466	yes	hybrid or gold
101567362	2027	yes	hybrid or gold
101144384	35668	yes	hybrid or gold
0204634	6975	yes	hybrid or gold
101233393	8855	yes	hybrid or gold
9508900	18431	yes	hybrid or gold
8211545	8856	yes	hybrid or gold
9505928	8857	yes	hybrid or gold
9918282681506676	9322	yes	hybrid or gold
7901143	25118	yes	hybrid or gold
8109053	8858	yes	hybrid or gold
9300904	8859	yes	hybrid or gold
7801773	1367	yes	hybrid or gold
101490944	2031	yes	hybrid or gold
101586049	21439	yes	hybrid or gold
9506309	6910	yes	hybrid or gold
0361031	3288	yes	hybrid or gold
8801387	8860	yes	hybrid or gold
8501884	24212	yes	hybrid or gold
0055107	11890	yes	hybrid or gold
101271023	35158	yes	hybrid or gold
9704532	6917	yes	hybrid or gold
2985194R	15148	yes	hybrid or gold
1260201	5703	yes	hybrid or gold
0014171	3496	yes	hybrid or gold
8309336	14071	yes	hybrid or gold
0376363	20573	yes	hybrid or gold
8900945	9323	yes	hybrid or gold
2985195R	13897	yes	hybrid or gold
101096520	15720	yes	hybrid or gold
0376362	9890	yes	hybrid or gold
9206091	14072	yes	hybrid or gold
8804966	12835	yes	hybrid or gold
9882935	6911	yes	hybrid or gold
101189457	12252	yes	hybrid or gold
9890903	21298	yes	hybrid or gold
101157530	21299	yes	hybrid or gold
101526034	7800	yes	hybrid or gold
101165248	11325	yes	hybrid or gold
0266262	6978	yes	hybrid or gold
8504412	11891	yes	hybrid or gold
9887853	15725	yes	hybrid or gold
101638820	41510	yes	hybrid or gold
9702085	5716	yes	hybrid or gold
9301275	15970	yes	hybrid or gold
101128775	7787	yes	hybrid or gold
9439514	7086	yes	hybrid or gold
0376332	18984	yes	hybrid or gold
0333506	15732	yes	hybrid or gold
9918351179206676	3463	yes	hybrid or gold
8907828	9331	yes	hybrid or gold
8200911	4265	yes	hybrid or gold
8309337	5720	yes	hybrid or gold
101188638	1371	yes	hybrid or gold
0014207	15971	yes	hybrid or gold
9505213	8862	yes	hybrid or gold
8006508	8343	yes	hybrid or gold
101217269	11598	yes	hybrid or gold
7802879	11964	yes	hybrid or gold
101628476	28299	yes	hybrid or gold
8809257	11351	yes	hybrid or gold
9509432	945	yes	hybrid or gold
8502670	10812	yes	hybrid or gold
9505927	4264	yes	hybrid or gold
2985199R	17273	yes	hybrid or gold
101392167	7719	yes	hybrid or gold
8001906	14103	yes	hybrid or gold
8501885	16251	yes	hybrid or gold
9109126	6912	yes	hybrid or gold
7501984	13586	yes	hybrid or gold
101300401	16228	yes	hybrid or gold
8508122	3761	yes	hybrid or gold
0376370	15973	yes	hybrid or gold
9206498	9522	yes	hybrid or gold
0376334	6918	yes	hybrid or gold
101088554	1778	yes	hybrid or gold
7502387	5737	yes	hybrid or gold
101230693	3654	yes	hybrid or gold
0062647	5738	yes	hybrid or gold
9206499	3220	yes	hybrid or gold
9214441	6913	yes	hybrid or gold
0165053	15974	yes	hybrid or gold
0376372	16276	yes	hybrid or gold
101235219	12182	yes	hybrid or gold
101142025	15086	yes	hybrid or gold
9705610	14534	yes	hybrid or gold
9504452	18456	yes	hybrid or gold
8809258	12253	yes	hybrid or gold
9206500	12255	yes	hybrid or gold
8405364	5753	yes	hybrid or gold
101701089	35825	yes	hybrid or gold
9415084	8953	yes	hybrid or gold
8500909	14116	yes	hybrid or gold
0222643	13898	yes	hybrid or gold
9506702	11963	yes	hybrid or gold
0252052	15160	yes	hybrid or gold
7600115	4652	yes	hybrid or gold
0376343	3221	yes	hybrid or gold
8606160	8865	yes	hybrid or gold
101274235	8866	yes	hybrid or gold
101170508	226	yes	hybrid or gold
9502018	17394	yes	hybrid or gold
101308490	7509	yes	hybrid or gold
9306822	14144	yes	hybrid or gold
9802627	6255	yes	hybrid or gold
8211546	12930	yes	hybrid or gold
9001407	9355	yes	hybrid or gold
101570622	22110	yes	hybrid or gold
100898209	25428	yes	hybrid or gold
9512997	8867	yes	hybrid or gold
8809259	3655	yes	hybrid or gold
9434456	3664	yes	hybrid or gold
8010948	24528	yes	hybrid or gold
101315005	28626	yes	hybrid or gold
8211547	33204	yes	hybrid or gold
9809909	14875	yes	hybrid or gold
100940729	25317	yes	hybrid or gold
9206092	9019	yes	hybrid or gold
9104163	2036	yes	hybrid or gold
9426426	35683	yes	hybrid or gold
9011490	19326	yes	hybrid or gold
101152804	6920	yes	hybrid or gold
7610519	6699	yes	hybrid or gold
7910920	7090	yes	hybrid or gold
9435672	7091	yes	hybrid or gold
0113724	6221	yes	hybrid or gold
101254059	947	yes	hybrid or gold
101313252	13588	yes	hybrid or gold
101532664	14151	yes	hybrid or gold
0244160	37371	yes	hybrid or gold
8916635	5789	yes	hybrid or gold
101159262	1467	yes	hybrid or gold
101592569	22034	yes	hybrid or gold
9435679	8955	yes	hybrid or gold
9000080	2039	yes	hybrid or gold
9513102	29265	yes	hybrid or gold
101467978	16035	yes	hybrid or gold
101467004	16743	yes	hybrid or gold
101656995	31852	yes	hybrid or gold
101598241	31851	yes	hybrid or gold
101676033	31465	yes	hybrid or gold
101589530	24834	yes	hybrid or gold
101589534	24836	yes	hybrid or gold
101589536	24837	yes	hybrid or gold
101652861	31541	yes	hybrid or gold
101589539	24838	yes	hybrid or gold
101589542	24839	yes	hybrid or gold
101589544	24840	yes	hybrid or gold
101589550	24841	yes	hybrid or gold
101589553	24842	yes	hybrid or gold
101775177	38059	yes	hybrid or gold
101764819	36763	yes	hybrid or gold
101596828	32799	yes	hybrid or gold
101674872	32781	yes	hybrid or gold
101708809	35087	yes	hybrid or gold
101758685	14963	yes	hybrid or gold
101705370	35086	yes	hybrid or gold
101684997	33485	yes	hybrid or gold
7804134	9320	yes	hybrid or gold
0313225	1356	yes	hybrid or gold
9109135	8596	yes	hybrid or gold
0323470	4000	yes	hybrid or gold
101766381	43093	yes	hybrid or gold
9314730	8087	yes	hybrid or gold
0112725	11966	yes	hybrid or gold
101128948	18021	yes	hybrid or gold
0376617	4001	yes	hybrid or gold
0250641	30984	yes	hybrid or gold
2985213R	23803	yes	hybrid or gold
101618821	25577	yes	hybrid or gold
101690683	32196	yes	hybrid or gold
101643584	31860	yes	hybrid or gold
101645355	31859	yes	hybrid or gold
101130150	23804	yes	hybrid or gold
101139309	23805	yes	hybrid or gold
100957246	23806	yes	hybrid or gold
101638123	31861	yes	hybrid or gold
2985214R	9365	yes	hybrid or gold
0323431	14536	yes	hybrid or gold
9808285	8090	yes	hybrid or gold
9882736	7789	yes	hybrid or gold
8607378	6979	yes	hybrid or gold
8611515	17221	yes	hybrid or gold
8007168	13899	yes	hybrid or gold
9609064	1217	yes	hybrid or gold
7801255	29544	yes	hybrid or gold
101155056	28603	yes	hybrid or gold
9435678	12805	yes	hybrid or gold
8510094	6923	yes	hybrid or gold
9007422	948	yes	hybrid or gold
7706787	16843	yes	hybrid or gold
8704895	24213	yes	hybrid or gold
101616707	32820	yes	hybrid or gold
9516348	17043	yes	hybrid or gold
0060450	8092	yes	hybrid or gold
8309346	8600	yes	hybrid or gold
101160857	11895	yes	hybrid or gold
100909185	15949	yes	hybrid or gold
9617311	949	yes	hybrid or gold
101513496	25810	yes	hybrid or gold
101506777	16001	yes	hybrid or gold
100889025	7513	yes	hybrid or gold
7701875	17405	yes	hybrid or gold
9204265	9373	yes	hybrid or gold
101163587	1468	yes	hybrid or gold
101135941	1826	yes	hybrid or gold
9888239	1829	yes	hybrid or gold
9882600	7514	yes	hybrid or gold
9422762	4792	yes	hybrid or gold
8505245	13900	yes	hybrid or gold
8900948	41838	yes	hybrid or gold
18420110R	3379	yes	hybrid or gold
9100916	17407	yes	hybrid or gold
100892712	16140	yes	hybrid or gold
9882895	12542	yes	hybrid or gold
101475200	16589	yes	hybrid or gold
0260231	4653	yes	hybrid or gold
8219702	15187	yes	hybrid or gold
101623537	35578	yes	hybrid or gold
9715672	17049	yes	hybrid or gold
0103146	14209	yes	hybrid or gold
101182345	1375	yes	hybrid or gold
7605941	8869	yes	hybrid or gold
101769215	41312	yes	hybrid or gold
7707343	5849	yes	hybrid or gold
8405037	1949	yes	hybrid or gold
7704869	8108	yes	hybrid or gold
0230027	8870	yes	hybrid or gold
9506850	9384	yes	hybrid or gold
101240303	3954	yes	hybrid or gold
2985236R	4793	yes	hybrid or gold
9612305	5851	yes	hybrid or gold
8109073	9385	yes	hybrid or gold
8908862	16594	yes	hybrid or gold
7605655	7099	yes	hybrid or gold
9815900	13091	yes	hybrid or gold
0401052	24458	yes	hybrid or gold
100959585	1942	yes	hybrid or gold
101717568	22038	yes	hybrid or gold
101575086	28594	yes	hybrid or gold
9308945	1376	yes	hybrid or gold
0412004	24172	yes	hybrid or gold
0314524	8109	yes	hybrid or gold
101239023	17223	yes	hybrid or gold
9815835	26293	yes	hybrid or gold
9435512	15654	yes	hybrid or gold
0425746	10309	yes	hybrid or gold
8219208	5850	yes	hybrid or gold
8103150	15189	yes	hybrid or gold
8710980	22145	yes	hybrid or gold
0400721	24171	yes	hybrid or gold
8005433	8873	yes	hybrid or gold
7909593	951	yes	hybrid or gold
8708682	2520	yes	hybrid or gold
9109623	8874	yes	hybrid or gold
0357443	13120	yes	hybrid or gold
9306862	1219	yes	hybrid or gold
9433353	8875	yes	hybrid or gold
8610370	16394	yes	hybrid or gold
9815657	11390	yes	hybrid or gold
101150318	1478	yes	hybrid or gold
101274889	17230	yes	hybrid or gold
101478346	18041	yes	hybrid or gold
101508600	42443	yes	hybrid or gold
101608648	24431	yes	hybrid or gold
9508567	1470	yes	hybrid or gold
7500663	17415	yes	hybrid or gold
8606191	11392	yes	hybrid or gold
101758692	36706	yes	hybrid or gold
7703966	906	yes	hybrid or gold
9430468	14641	yes	hybrid or gold
9434935	3724	yes	hybrid or gold
101631045	22100	yes	hybrid or gold
9712707	2123	yes	hybrid or gold
9203012	13901	yes	hybrid or gold
101595834	24527	yes	hybrid or gold
8309230	13902	yes	hybrid or gold
0165035	11393	yes	hybrid or gold
8510930	16719	yes	hybrid or gold
7808782	11783	yes	hybrid or gold
2984771R	33528	yes	hybrid or gold
8607003	16004	yes	hybrid or gold
101094212	3956	yes	hybrid or gold
9612996	954	yes	hybrid or gold
101679980	31889	yes	hybrid or gold
8806605	4003	yes	hybrid or gold
100959226	41247	yes	hybrid or gold
101761026	41248	yes	hybrid or gold
7603128	12933	yes	hybrid or gold
0105454	6619	yes	hybrid or gold
0403234	13026	yes	hybrid or gold
9423533	15656	yes	hybrid or gold
101150042	14560	yes	hybrid or gold
101132535	14561	yes	hybrid or gold
8811105	13903	yes	hybrid or gold
9802571	6588	yes	hybrid or gold
0364456	12996	yes	hybrid or gold
8109087	6224	yes	hybrid or gold
9100095	11394	yes	hybrid or gold
8709751	15134	yes	hybrid or gold
101264260	18250	yes	hybrid or gold
9516534	17291	yes	hybrid or gold
9214478	7104	yes	hybrid or gold
101465604	7105	yes	hybrid or gold
101093320	8119	yes	hybrid or gold
9513710	1378	yes	hybrid or gold
101529315	1864	yes	hybrid or gold
101475259	20444	yes	hybrid or gold
8712028	7106	yes	hybrid or gold
8900963	13030	yes	hybrid or gold
101231818	1865	yes	hybrid or gold
101713384	35579	yes	hybrid or gold
101524770	11896	yes	hybrid or gold
101197791	7791	yes	hybrid or gold
0035623	9888	yes	hybrid or gold
9304400	11396	yes	hybrid or gold
101465514	30005	yes	hybrid or gold
9607835	24214	yes	hybrid or gold
8903333	13904	yes	hybrid or gold
100890581	4005	yes	hybrid or gold
100973394	13256	yes	hybrid or gold
101590955	161	yes	hybrid or gold
9814314	10470	yes	hybrid or gold
9706297	12258	yes	hybrid or gold
8610688	6930	yes	hybrid or gold
9509185	9390	yes	hybrid or gold
101580247	20489	yes	hybrid or gold
101604290	26330	yes	hybrid or gold
0046052	14051	yes	hybrid or gold
7803146	15196	yes	hybrid or gold
101692753	16718	yes	hybrid or gold
101498346	16230	yes	hybrid or gold
101181344	7518	yes	hybrid or gold
8707812	1379	yes	hybrid or gold
101632211	15181	yes	hybrid or gold
0400764	14941	yes	hybrid or gold
7505689	17298	yes	hybrid or gold
100955036	8126	yes	hybrid or gold
8805008	2549	yes	hybrid or gold
8807334	8127	yes	hybrid or gold
0401067	14685	yes	hybrid or gold
0021406	19691	yes	hybrid or gold
101088070	7792	yes	hybrid or gold
101676795	35846	yes	hybrid or gold
101233142	12875	yes	hybrid or gold
101278111	12304	yes	hybrid or gold
101525249	18025	yes	hybrid or gold
101712576	35581	yes	hybrid or gold
101241272	11334	yes	hybrid or gold
101233132	960	yes	hybrid or gold
101603418	18484	yes	hybrid or gold
101528330	9393	yes	hybrid or gold
101696896	35363	yes	hybrid or gold
9604648	1643	yes	hybrid or gold
101761119	37842	yes	hybrid or gold
100890575	1644	yes	hybrid or gold
101499734	1646	yes	hybrid or gold
101231976	1645	yes	hybrid or gold
101698577	32646	yes	hybrid or gold
9216904	1650	yes	hybrid or gold
101697750	32987	yes	hybrid or gold
100941354	1652	yes	hybrid or gold
101155473	1653	yes	hybrid or gold
9502015	1654	yes	hybrid or gold
101736592	35368	yes	hybrid or gold
101215604	1655	yes	hybrid or gold
101674869	32244	yes	hybrid or gold
101283273	1656	yes	hybrid or gold
9809671	1657	yes	hybrid or gold
101651677	29444	yes	hybrid or gold
8502408	18026	yes	hybrid or gold
101167924	5884	yes	hybrid or gold
101284307	1660	yes	hybrid or gold
101186374	4026	yes	hybrid or gold
0410462	4008	yes	hybrid or gold
0400767	36195	yes	hybrid or gold
0326264	8130	yes	hybrid or gold
8503921	33051	yes	hybrid or gold
101286577	9023	yes	hybrid or gold
101189728	36147	yes	hybrid or gold
8706402	1380	yes	hybrid or gold
9615568	6783	yes	hybrid or gold
0331777	9024	yes	hybrid or gold
0400773	36001	yes	hybrid or gold
9431867	961	yes	hybrid or gold
9426182	9792	yes	hybrid or gold
100887420	1381	yes	hybrid or gold
9508166	12877	yes	hybrid or gold
9511374	1222	yes	hybrid or gold
8006959	12841	yes	hybrid or gold
7613461	16489	yes	hybrid or gold
101156086	15658	yes	hybrid or gold
101189034	9026	yes	hybrid or gold
101517977	22235	yes	hybrid or gold
101573167	42190	yes	hybrid or gold
0035665	9028	yes	hybrid or gold
8218700	9029	yes	hybrid or gold
9709714	8131	yes	hybrid or gold
9211377	4795	yes	hybrid or gold
9422763	9030	yes	hybrid or gold
101142069	15659	yes	hybrid or gold
8219232	4796	yes	hybrid or gold
7905298	1102	yes	hybrid or gold
100959175	17012	yes	hybrid or gold
9503763	8956	yes	hybrid or gold
0401060	8876	yes	hybrid or gold
9804159	6932	yes	hybrid or gold
101135365	13092	yes	hybrid or gold
9111470	15864	yes	hybrid or gold
8809320	6589	yes	hybrid or gold
7609829	7110	yes	hybrid or gold
9606526	3693	yes	hybrid or gold
8101187	10719	yes	hybrid or gold
8103156	15865	yes	hybrid or gold
7512895	9031	yes	hybrid or gold
9614434	12218	yes	hybrid or gold
9112672	1223	yes	hybrid or gold
9009029	16464	yes	hybrid or gold
0020713	15867	yes	hybrid or gold
8904467	3499	yes	hybrid or gold
8904907	4027	yes	hybrid or gold
101295103	35692	yes	hybrid or gold
1302751	8132	yes	hybrid or gold
100892086	9396	yes	hybrid or gold
9113791	2046	yes	hybrid or gold
9100935	8879	yes	hybrid or gold
9504819	9526	yes	hybrid or gold
9008004	4797	yes	hybrid or gold
7908181	8133	yes	hybrid or gold
7802914	8880	yes	hybrid or gold
101290381	28689	yes	hybrid or gold
100929017	16490	yes	hybrid or gold
8303326	13906	yes	hybrid or gold
101627814	31023	yes	hybrid or gold
101669124	38645	yes	hybrid or gold
9882884	15984	yes	hybrid or gold
9100937	7363	yes	hybrid or gold
9815751	1382	yes	hybrid or gold
8915233	7520	yes	hybrid or gold
9704130	28987	yes	hybrid or gold
100927567	963	yes	hybrid or gold
0347631	15640	yes	hybrid or gold
8201017	8882	yes	hybrid or gold
101562758	1479	yes	hybrid or gold
100892832	5902	yes	hybrid or gold
0042033	4799	yes	hybrid or gold
9808649	15923	yes	hybrid or gold
101140025	32797	yes	hybrid or gold
9433357	9399	yes	hybrid or gold
0401006	15221	yes	hybrid or gold
100891857	15921	yes	hybrid or gold
9303945	33052	yes	hybrid or gold
9505881	7112	yes	hybrid or gold
101470760	14691	yes	hybrid or gold
9433248	10370	yes	hybrid or gold
101084156	10371	yes	hybrid or gold
100897394	7113	yes	hybrid or gold
0376404	8890	yes	hybrid or gold
8805022	9400	yes	hybrid or gold
9012906	10372	yes	hybrid or gold
101304602	15922	yes	hybrid or gold
7701902	8883	yes	hybrid or gold
9435953	10369	yes	hybrid or gold
9315625	15981	yes	hybrid or gold
7905040	5906	yes	hybrid or gold
8606733	9401	yes	hybrid or gold
101143078	15980	yes	hybrid or gold
8306569	22308	yes	hybrid or gold
100892202	1104	yes	hybrid or gold
0376405	7698	yes	hybrid or gold
101303911	15545	yes	hybrid or gold
100897395	7699	yes	hybrid or gold
9106714	16231	yes	hybrid or gold
101264860	4029	yes	hybrid or gold
8709551	4800	yes	hybrid or gold
0401007	8893	yes	hybrid or gold
9422759	1943	yes	hybrid or gold
9205857	1384	yes	hybrid or gold
8309883	965	yes	hybrid or gold
9312169	966	yes	hybrid or gold
101156063	22070	yes	hybrid or gold
101134822	17429	yes	hybrid or gold
0150372	8139	yes	hybrid or gold
1272106	7366	yes	hybrid or gold
