NlmUniqueID	sherpa_id	additional_oa_fee	oa_status
9717388	8770	yes	hybrid or gold
9417024	8772	yes	hybrid or gold
9000850	8773	yes	hybrid or gold
8809880	8774	yes	hybrid or gold
101649136	29732	yes	hybrid or gold
9503765	8775	yes	hybrid or gold
9000851	8776	yes	hybrid or gold
101297402	8777	yes	hybrid or gold
9200621	8778	yes	hybrid or gold
101560941	18465	yes	hybrid or gold
101208457	3923	yes	hybrid or gold
101176492	11190	yes	hybrid or gold
100970666	11191	yes	hybrid or gold
101240290	3924	yes	hybrid or gold
100960530	3926	yes	hybrid or gold
9602487	3930	yes	hybrid or gold
101560815	16761	yes	hybrid or gold
100960529	3933	yes	hybrid or gold
100888960	11193	yes	hybrid or gold
101468718	3936	yes	hybrid or gold
101681234	35757	yes	hybrid or gold
9918227368306676	3895	yes	hybrid or gold
100888970	11195	yes	hybrid or gold
101261938	3938	yes	hybrid or gold
101119673	3941	yes	hybrid or gold
100900946	15761	yes	hybrid or gold
100900943	11199	yes	hybrid or gold
101157208	3942	yes	hybrid or gold
101266892	791	yes	hybrid or gold
101528721	1311	yes	hybrid or gold
101142708	8993	yes	hybrid or gold
9612306	15171	yes	hybrid or gold
101235694	3628	yes	hybrid or gold
101235690	6854	yes	hybrid or gold
9010345	3264	yes	hybrid or gold
101523844	13846	yes	hybrid or gold
100895309	27899	yes	hybrid or gold
101176026	18010	yes	hybrid or gold
101125969	35989	yes	hybrid or gold
8506890	5151	yes	hybrid or gold
9705200	8994	yes	hybrid or gold
101128698	6755	yes	hybrid or gold
0217440	4761	yes	hybrid or gold
101091305	11860	yes	hybrid or gold
7609576	13755	yes	hybrid or gold
9708816	13848	yes	hybrid or gold
8300886	4762	yes	hybrid or gold
9504371	29583	yes	hybrid or gold
9700070	14569	yes	hybrid or gold
9203244	8995	yes	hybrid or gold
101120028	6586	yes	hybrid or gold
9201927	13850	yes	hybrid or gold
9613264	7933	yes	hybrid or gold
0356504	18802	yes	hybrid or gold
0006761	7644	yes	hybrid or gold
101300215	14570	yes	hybrid or gold
8702038	1206	yes	hybrid or gold
101304394	792	yes	hybrid or gold
7809375	8996	yes	hybrid or gold
0164074	14579	yes	hybrid or gold
0260564	3453	yes	hybrid or gold
8910645	1553	yes	hybrid or gold
9814574	3266	yes	hybrid or gold
101120122	3265	yes	hybrid or gold
8701744	14668	yes	hybrid or gold
8500858	7645	yes	hybrid or gold
0372763	4056	yes	hybrid or gold
7805975	4054	yes	hybrid or gold
100883450	2490	yes	hybrid or gold
100883645	2469	yes	hybrid or gold
100889084	154	yes	hybrid or gold
0006777	7934	yes	hybrid or gold
8506895	13851	yes	hybrid or gold
101568499	21840	yes	hybrid or gold
101654734	36397	yes	hybrid or gold
0401650	16877	yes	hybrid or gold
8701186	8998	yes	hybrid or gold
7902782	17203	yes	hybrid or gold
9101419	3679	yes	hybrid or gold
8501808	8999	yes	hybrid or gold
0150472	8997	yes	hybrid or gold
8807037	13297	yes	hybrid or gold
0372764	8784	yes	hybrid or gold
8809160	3631	yes	hybrid or gold
101306633	16826	yes	hybrid or gold
9207179	20617	yes	hybrid or gold
101255937	794	yes	hybrid or gold
101297401	8783	yes	hybrid or gold
7702072	7648	yes	hybrid or gold
9004522	155	yes	hybrid or gold
0370667	17340	yes	hybrid or gold
8505191	16882	yes	hybrid or gold
9015440	6781	yes	hybrid or gold
7801723	831	yes	hybrid or gold
101540061	26013	yes	hybrid or gold
7802620	833	yes	hybrid or gold
8204468	13852	yes	hybrid or gold
9918418288306676	3945	yes	hybrid or gold
9421550	9886	yes	hybrid or gold
101653409	36401	yes	hybrid or gold
101164773	33275	yes	hybrid or gold
0322067	834	yes	hybrid or gold
9815369	16503	yes	hybrid or gold
9002928	18258	yes	hybrid or gold
101483449	7436	yes	hybrid or gold
0112037	1851	yes	hybrid or gold
7600076	18259	yes	hybrid or gold
9102074	18260	yes	hybrid or gold
0006723	10776	yes	hybrid or gold
9511375	7437	yes	hybrid or gold
8610856	17341	yes	hybrid or gold
8005585	8785	yes	hybrid or gold
7708381	16885	yes	hybrid or gold
101320027	13938	yes	hybrid or gold
101090048	16888	yes	hybrid or gold
9315161	5176	yes	hybrid or gold
9707113	28207	yes	hybrid or gold
8511187	14582	yes	hybrid or gold
101222144	16646	yes	hybrid or gold
9889808	13291	yes	hybrid or gold
0315073	5178	yes	hybrid or gold
101121949	6991	yes	hybrid or gold
0043541	13292	yes	hybrid or gold
101166135	27903	yes	hybrid or gold
9885956	16651	yes	hybrid or gold
101141280	21212	yes	hybrid or gold
101133002	836	yes	hybrid or gold
8204476	1682	yes	hybrid or gold
8208664	1641	yes	hybrid or gold
100963049	1637	yes	hybrid or gold
101199824	6782	yes	hybrid or gold
8219565	4766	yes	hybrid or gold
100963089	1852	yes	hybrid or gold
9208913	10365	yes	hybrid or gold
9431227	7943	yes	hybrid or gold
101706399	31997	yes	hybrid or gold
101125678	3455	yes	hybrid or gold
101269157	3946	yes	hybrid or gold
9009288	15650	yes	hybrid or gold
9436481	11757	yes	hybrid or gold
8408548	837	yes	hybrid or gold
8006258	32836	yes	hybrid or gold
9434444	15649	yes	hybrid or gold
8800104	4767	yes	hybrid or gold
0375040	14394	yes	hybrid or gold
0215166	10787	yes	hybrid or gold
101777541	35768	yes	hybrid or gold
101778566	35769	yes	hybrid or gold
7502320	14680	yes	hybrid or gold
8903118	12986	yes	hybrid or gold
7703893	15704	yes	hybrid or gold
100883692	878	yes	hybrid or gold
8800109	13853	yes	hybrid or gold
8508350	15706	yes	hybrid or gold
8804476	12533	yes	hybrid or gold
9441769	7949	yes	hybrid or gold
101601576	25988	yes	hybrid or gold
0213155	7774	yes	hybrid or gold
9884939	19829	yes	hybrid or gold
100885357	14593	yes	hybrid or gold
8308958	12521	yes	hybrid or gold
9612020	12535	yes	hybrid or gold
8003761	16580	yes	hybrid or gold
7910703	318	yes	hybrid or gold
9009644	8787	yes	hybrid or gold
101519720	12293	yes	hybrid or gold
2983306R	3633	yes	hybrid or gold
8703089	16834	yes	hybrid or gold
100891853	41821	yes	hybrid or gold
0173320	7445	yes	hybrid or gold
0373220	5228	yes	hybrid or gold
101206627	17348	yes	hybrid or gold
0043306	15039	yes	hybrid or gold
9608374	5235	yes	hybrid or gold
9502920	9000	yes	hybrid or gold
9002937	7955	yes	hybrid or gold
101277157	31606	yes	hybrid or gold
9103030	7956	yes	hybrid or gold
8409413	7957	yes	hybrid or gold
9212296	7958	yes	hybrid or gold
9100879	41836	yes	hybrid or gold
9436977	7446	yes	hybrid or gold
101533694	12915	yes	hybrid or gold
8006263	325	yes	hybrid or gold
101591369	23007	yes	hybrid or gold
101573788	21941	yes	hybrid or gold
101669491	32895	yes	hybrid or gold
101677796	30593	yes	hybrid or gold
8411711	8788	yes	hybrid or gold
100954790	28234	yes	hybrid or gold
9301979	6803	yes	hybrid or gold
9300837	8789	yes	hybrid or gold
8804069	21433	yes	hybrid or gold
0245331	6864	yes	hybrid or gold
8804297	7962	yes	hybrid or gold
8804070	1638	yes	hybrid or gold
1256165	7963	yes	hybrid or gold
9712127	1010	yes	hybrid or gold
9712132	11864	yes	hybrid or gold
9206420	41822	yes	hybrid or gold
7608491	13370	yes	hybrid or gold
9442482	8791	yes	hybrid or gold
9423848	42788	yes	hybrid or gold
8508062	13371	yes	hybrid or gold
9000874	8792	yes	hybrid or gold
8703985	11865	yes	hybrid or gold
101134867	8249	yes	hybrid or gold
9431861	26246	yes	hybrid or gold
100887595	27330	yes	hybrid or gold
101578294	29455	yes	hybrid or gold
9302235	1639	yes	hybrid or gold
1273201	476	yes	hybrid or gold
101124748	9939	yes	hybrid or gold
9506311	7713	yes	hybrid or gold
8918110	6992	yes	hybrid or gold
101140988	7965	yes	hybrid or gold
100888704	7966	yes	hybrid or gold
0375672	12862	yes	hybrid or gold
9110772	11477	yes	hybrid or gold
9504563	3728	yes	hybrid or gold
7909010	1342	yes	hybrid or gold
9518037	28236	yes	hybrid or gold
9801774	13228	yes	hybrid or gold
7603873	7967	yes	hybrid or gold
9105263	14501	yes	hybrid or gold
1254354	13231	yes	hybrid or gold
101564430	21958	yes	hybrid or gold
101146739	5252	yes	hybrid or gold
101313350	13378	yes	hybrid or gold
0150760	9001	yes	hybrid or gold
101126530	28653	yes	hybrid or gold
9114774	7972	yes	hybrid or gold
8803460	11	yes	hybrid or gold
9301980	7977	yes	hybrid or gold
0174752	9002	yes	hybrid or gold
101665661	35774	yes	hybrid or gold
101724904	35775	yes	hybrid or gold
100883649	1341	yes	hybrid or gold
7805992	9147	yes	hybrid or gold
8004942	9148	yes	hybrid or gold
9815947	10366	yes	hybrid or gold
9306331	13854	yes	hybrid or gold
9513581	9779	yes	hybrid or gold
100883432	14594	yes	hybrid or gold
7603335	5263	yes	hybrid or gold
8507436	11791	yes	hybrid or gold
100973463	11942	yes	hybrid or gold
0043312	7981	yes	hybrid or gold
9505926	10795	yes	hybrid or gold
9419066	22201	yes	hybrid or gold
9301549	11866	yes	hybrid or gold
8004944	840	yes	hybrid or gold
101138477	8447	yes	hybrid or gold
101125414	841	yes	hybrid or gold
101228421	842	yes	hybrid or gold
101295755	843	yes	hybrid or gold
101228422	844	yes	hybrid or gold
101163027	845	yes	hybrid or gold
101135662	846	yes	hybrid or gold
9434197	847	yes	hybrid or gold
100897346	887	yes	hybrid or gold
9516419	888	yes	hybrid or gold
101127833	889	yes	hybrid or gold
101181284	12063	yes	hybrid or gold
101123358	12064	yes	hybrid or gold
101182328	12065	yes	hybrid or gold
101271248	12066	yes	hybrid or gold
101278296	12067	yes	hybrid or gold
101278293	12069	yes	hybrid or gold
101278199	12070	yes	hybrid or gold
101485942	12071	yes	hybrid or gold
101230445	12072	yes	hybrid or gold
101120777	12073	yes	hybrid or gold
100939725	1580	yes	hybrid or gold
101129944	12074	yes	hybrid or gold
101132257	12077	yes	hybrid or gold
101223548	12078	yes	hybrid or gold
101278196	12079	yes	hybrid or gold
101155475	12080	yes	hybrid or gold
9706854	17260	yes	hybrid or gold
8703986	3985	yes	hybrid or gold
101160941	8795	yes	hybrid or gold
8405303	10710	yes	hybrid or gold
101757922	37041	yes	hybrid or gold
9414907	4768	yes	hybrid or gold
100898211	16206	yes	hybrid or gold
8500875	330	yes	hybrid or gold
0400666	7725	yes	hybrid or gold
9610836	3457	yes	hybrid or gold
9212301	18012	yes	hybrid or gold
8804484	14441	yes	hybrid or gold
101229646	7714	yes	hybrid or gold
0155157	16899	yes	hybrid or gold
8901229	882	yes	hybrid or gold
7705721	883	yes	hybrid or gold
8902526	884	yes	hybrid or gold
101085384	885	yes	hybrid or gold
9107463	9003	yes	hybrid or gold
101230972	890	yes	hybrid or gold
100955049	12988	yes	hybrid or gold
9422792	9004	yes	hybrid or gold
0370723	9005	yes	hybrid or gold
101485040	15330	yes	hybrid or gold
101483831	15707	yes	hybrid or gold
101549033	18015	yes	hybrid or gold
8601127	12864	yes	hybrid or gold
9889534	9157	yes	hybrid or gold
101120121	158	yes	hybrid or gold
9109564	16768	yes	hybrid or gold
9615073	4769	yes	hybrid or gold
9433869	24716	yes	hybrid or gold
101473598	9158	yes	hybrid or gold
9609647	16749	yes	hybrid or gold
101236111	13076	yes	hybrid or gold
101315563	17355	yes	hybrid or gold
101316961	22499	yes	hybrid or gold
8709159	28952	yes	hybrid or gold
9423872	891	yes	hybrid or gold
100939343	7991	yes	hybrid or gold
101154361	7680	yes	hybrid or gold
8710411	13944	yes	hybrid or gold
101524465	12866	yes	hybrid or gold
101239345	12294	yes	hybrid or gold
101511162	14577	yes	hybrid or gold
101278120	12295	yes	hybrid or gold
101256629	12297	yes	hybrid or gold
9416830	16907	yes	hybrid or gold
101583709	32197	yes	hybrid or gold
100886238	16207	yes	hybrid or gold
8706257	4771	yes	hybrid or gold
8406671	4874	yes	hybrid or gold
8915377	8798	yes	hybrid or gold
9202792	4772	yes	hybrid or gold
7905527	16054	yes	hybrid or gold
101303952	16220	yes	hybrid or gold
9421525	24206	yes	hybrid or gold
9607379	3682	yes	hybrid or gold
9007329	13855	yes	hybrid or gold
8711660	12803	yes	hybrid or gold
101481027	16380	yes	hybrid or gold
100953417	24207	yes	hybrid or gold
100931242	18810	yes	hybrid or gold
8411723	13856	yes	hybrid or gold
9815831	8799	yes	hybrid or gold
101494210	160	yes	hybrid or gold
0370740	16383	yes	hybrid or gold
0374636	14252	yes	hybrid or gold
8704544	10137	yes	hybrid or gold
9518021	12804	yes	hybrid or gold
101185472	881	yes	hybrid or gold
101135738	3683	yes	hybrid or gold
101553404	41823	yes	hybrid or gold
8215850	11878	yes	hybrid or gold
8101294	5293	yes	hybrid or gold
0375327	725	yes	hybrid or gold
7601655	9008	yes	hybrid or gold
101686284	36034	yes	hybrid or gold
8806785	13857	yes	hybrid or gold
9888746	7003	yes	hybrid or gold
101497462	6757	yes	hybrid or gold
9104124	331	yes	hybrid or gold
8603310	17363	yes	hybrid or gold
8205248	8001	yes	hybrid or gold
9882886	3745	yes	hybrid or gold
9000468	892	yes	hybrid or gold
9814320	16839	yes	hybrid or gold
2985108R	1896	yes	hybrid or gold
101693805	35785	yes	hybrid or gold
7900587	9010	yes	hybrid or gold
9442916	7007	yes	hybrid or gold
101264149	17366	yes	hybrid or gold
8510415	4773	yes	hybrid or gold
101681801	35433	yes	hybrid or gold
101128968	16920	yes	hybrid or gold
9312789	894	yes	hybrid or gold
0410447	22119	yes	hybrid or gold
8902541	14600	yes	hybrid or gold
101304010	15651	yes	hybrid or gold
2985091R	6881	yes	hybrid or gold
9800465	9176	yes	hybrid or gold
8303128	14709	yes	hybrid or gold
9432537	17270	yes	hybrid or gold
9815649	17271	yes	hybrid or gold
7611530	8800	yes	hybrid or gold
8411543	5304	yes	hybrid or gold
8908762	18953	yes	hybrid or gold
9306780	7456	yes	hybrid or gold
101247224	1596	yes	hybrid or gold
9704962	9177	yes	hybrid or gold
8608459	332	yes	hybrid or gold
100970070	470	yes	hybrid or gold
8306485	5305	yes	hybrid or gold
2985093R	8801	yes	hybrid or gold
8610614	333	yes	hybrid or gold
9008939	334	yes	hybrid or gold
100890609	9180	yes	hybrid or gold
8211523	3459	yes	hybrid or gold
101299723	5306	yes	hybrid or gold
101654694	36915	yes	hybrid or gold
8811549	11944	yes	hybrid or gold
0053006	13949	yes	hybrid or gold
9306359	7008	yes	hybrid or gold
101156268	4111	yes	hybrid or gold
101622189	28955	yes	hybrid or gold
101208192	14688	yes	hybrid or gold
7900445	16840	yes	hybrid or gold
9602087	1897	yes	hybrid or gold
101231934	4774	yes	hybrid or gold
9612481	15798	yes	hybrid or gold
100963739	16921	yes	hybrid or gold
8511258	17367	yes	hybrid or gold
8917455	17368	yes	hybrid or gold
9605411	7025	yes	hybrid or gold
8307268	7457	yes	hybrid or gold
8709473	4779	yes	hybrid or gold
100890099	35335	yes	hybrid or gold
101093910	3650	yes	hybrid or gold
7705865	895	yes	hybrid or gold
101151457	20483	yes	hybrid or gold
8302946	13950	yes	hybrid or gold
101537529	30712	yes	hybrid or gold
0373007	3988	yes	hybrid or gold
9715168	17081	yes	hybrid or gold
7801231	17370	yes	hybrid or gold
9425873	8009	yes	hybrid or gold
100901183	1312	yes	hybrid or gold
9200413	11480	yes	hybrid or gold
101510649	4876	yes	hybrid or gold
9108167	13858	yes	hybrid or gold
8003052	25990	yes	hybrid or gold
9013819	9183	yes	hybrid or gold
9808650	3460	yes	hybrid or gold
17340520R	30444	yes	hybrid or gold
9506663	8010	yes	hybrid or gold
7704136	7011	yes	hybrid or gold
100897392	13974	yes	hybrid or gold
101675570	35434	yes	hybrid or gold
2985099R	8011	yes	hybrid or gold
8702105	8803	yes	hybrid or gold
8000128	5320	yes	hybrid or gold
101650829	32777	yes	hybrid or gold
101140517	16935	yes	hybrid or gold
0177722	10713	yes	hybrid or gold
101538885	1489	yes	hybrid or gold
101525157	9011	yes	hybrid or gold
101142469	36040	yes	hybrid or gold
101268948	42160	yes	hybrid or gold
0411772	18874	yes	hybrid or gold
100900921	3651	yes	hybrid or gold
9711270	1812	yes	hybrid or gold
8912329	3686	yes	hybrid or gold
0374660	9188	yes	hybrid or gold
9008950	1444	yes	hybrid or gold
7613873	8012	yes	hybrid or gold
0200525	9013	yes	hybrid or gold
9208958	335	yes	hybrid or gold
8300127	16925	yes	hybrid or gold
9215429	13860	yes	hybrid or gold
9010063	15777	yes	hybrid or gold
9421547	4775	yes	hybrid or gold
8702539	7458	yes	hybrid or gold
8701199	1346	yes	hybrid or gold
9507614	1347	yes	hybrid or gold
9307690	3989	yes	hybrid or gold
7906255	4068	yes	hybrid or gold
9881869	23031	yes	hybrid or gold
101604520	36844	yes	hybrid or gold
101493803	23021	yes	hybrid or gold
101312520	3419	yes	hybrid or gold
0012737	3420	yes	hybrid or gold
101609393	37939	yes	hybrid or gold
101491191	23035	yes	hybrid or gold
9886191	3474	yes	hybrid or gold
8310780	3490	yes	hybrid or gold
101152869	3528	yes	hybrid or gold
101616214	3532	yes	hybrid or gold
9885960	3537	yes	hybrid or gold
9882735	3581	yes	hybrid or gold
9891704	3584	yes	hybrid or gold
101196755	10670	yes	hybrid or gold
101738444	42162	yes	hybrid or gold
9432918	6587	yes	hybrid or gold
0420404	8014	yes	hybrid or gold
8805635	4776	yes	hybrid or gold
8706300	24249	yes	hybrid or gold
8504629	897	yes	hybrid or gold
8611087	15652	yes	hybrid or gold
7702118	2497	yes	hybrid or gold
0374672	904	yes	hybrid or gold
8800150	898	yes	hybrid or gold
101485158	12301	yes	hybrid or gold
9815902	1815	yes	hybrid or gold
8409436	16662	yes	hybrid or gold
0373027	35790	yes	hybrid or gold
9423515	11880	yes	hybrid or gold
100890607	3747	yes	hybrid or gold
8007859	13978	yes	hybrid or gold
8804099	28400	yes	hybrid or gold
101650235	32945	yes	hybrid or gold
8804508	4777	yes	hybrid or gold
101269158	3948	yes	hybrid or gold
0246127	6218	yes	hybrid or gold
0365307	17372	yes	hybrid or gold
9508162	13979	yes	hybrid or gold
9508160	15627	yes	hybrid or gold
7600105	17373	yes	hybrid or gold
9112626	26345	yes	hybrid or gold
101475011	899	yes	hybrid or gold
8910739	900	yes	hybrid or gold
9510056	1899	yes	hybrid or gold
101257528	19403	yes	hybrid or gold
0366543	7780	yes	hybrid or gold
9303579	2519	yes	hybrid or gold
101266965	7732	yes	hybrid or gold
0370760	8810	yes	hybrid or gold
9211652	9014	yes	hybrid or gold
7512134	8025	yes	hybrid or gold
8609061	8811	yes	hybrid or gold
101472191	13180	yes	hybrid or gold
8004996	7692	yes	hybrid or gold
101550261	18815	yes	hybrid or gold
101517095	23322	yes	hybrid or gold
8916182	1353	yes	hybrid or gold
100965259	13182	yes	hybrid or gold
8506960	19499	yes	hybrid or gold
0370033	7368	yes	hybrid or gold
7802649	11484	yes	hybrid or gold
101140017	1125	yes	hybrid or gold
9508482	28966	yes	hybrid or gold
0374716	8029	yes	hybrid or gold
101313850	22511	yes	hybrid or gold
0042124	7831	yes	hybrid or gold
0376166	5378	yes	hybrid or gold
9616295	11958	yes	hybrid or gold
101554912	28220	yes	hybrid or gold
8607899	8031	yes	hybrid or gold
101499225	8032	yes	hybrid or gold
8007161	6886	yes	hybrid or gold
101168070	11881	yes	hybrid or gold
0243704	3661	yes	hybrid or gold
8917470	10315	yes	hybrid or gold
8111226	14766	yes	hybrid or gold
9106628	5393	yes	hybrid or gold
7802871	1355	yes	hybrid or gold
9014042	7022	yes	hybrid or gold
9432922	902	yes	hybrid or gold
8710629	7472	yes	hybrid or gold
0210174	12569	yes	hybrid or gold
9111626	8812	yes	hybrid or gold
8214845	8813	yes	hybrid or gold
8916799	2793	yes	hybrid or gold
101674352	36062	yes	hybrid or gold
8605825	7580	yes	hybrid or gold
101232337	905	yes	hybrid or gold
9007383	24208	yes	hybrid or gold
101247254	5412	yes	hybrid or gold
101300213	7023	yes	hybrid or gold
9803709	18575	yes	hybrid or gold
9101456	8035	yes	hybrid or gold
101128359	9513	yes	hybrid or gold
100886202	3556	yes	hybrid or gold
101250764	7581	yes	hybrid or gold
101140527	6793	yes	hybrid or gold
9810955	20442	yes	hybrid or gold
9100527	9701	yes	hybrid or gold
101530293	7463	yes	hybrid or gold
101214977	22515	yes	hybrid or gold
9613615	13982	yes	hybrid or gold
101256108	24209	yes	hybrid or gold
0333601	9212	yes	hybrid or gold
101267281	7024	yes	hybrid or gold
9306042	20443	yes	hybrid or gold
8605826	12598	yes	hybrid or gold
9107511	7028	yes	hybrid or gold
9506762	12208	yes	hybrid or gold
8003603	12601	yes	hybrid or gold
9204243	1084	yes	hybrid or gold
101136878	5426	yes	hybrid or gold
9709509	909	yes	hybrid or gold
0365646	7369	yes	hybrid or gold
2985179R	7758	yes	hybrid or gold
0107305	27337	yes	hybrid or gold
9434628	1354	yes	hybrid or gold
8809243	911	yes	hybrid or gold
7805421	8814	yes	hybrid or gold
101474930	13985	yes	hybrid or gold
9100907	2065	yes	hybrid or gold
9918487342606676	7349	yes	hybrid or gold
0374726	9214	yes	hybrid or gold
101320232	912	yes	hybrid or gold
100939812	12248	yes	hybrid or gold
8008349	10715	yes	hybrid or gold
101276430	12249	yes	hybrid or gold
9007917	24170	yes	hybrid or gold
101274068	2561	yes	hybrid or gold
9314927	9215	yes	hybrid or gold
100899600	14638	yes	hybrid or gold
8508113	1601	yes	hybrid or gold
9708436	9216	yes	hybrid or gold
9706389	14650	yes	hybrid or gold
1273304	8450	yes	hybrid or gold
7808754	3752	yes	hybrid or gold
7904294	13443	yes	hybrid or gold
0374731	8815	yes	hybrid or gold
7705431	8041	yes	hybrid or gold
9007918	1604	yes	hybrid or gold
8712260	913	yes	hybrid or gold
8918131	1126	yes	hybrid or gold
101567041	13446	yes	hybrid or gold
0262521	13447	yes	hybrid or gold
101478378	18017	yes	hybrid or gold
101152341	1349	yes	hybrid or gold
101234521	13980	yes	hybrid or gold
101319534	16671	yes	hybrid or gold
101492420	15936	yes	hybrid or gold
7704851	42249	yes	hybrid or gold
101515919	16687	yes	hybrid or gold
101263418	13078	yes	hybrid or gold
101092952	3776	yes	hybrid or gold
101615153	22021	yes	hybrid or gold
8309330	17375	yes	hybrid or gold
0045377	8817	yes	hybrid or gold
7806864	14266	yes	hybrid or gold
8900208	24421	yes	hybrid or gold
101301086	4039	yes	hybrid or gold
9602611	5477	yes	hybrid or gold
7907126	915	yes	hybrid or gold
100888706	3647	yes	hybrid or gold
101573920	22033	yes	hybrid or gold
100892005	8818	yes	hybrid or gold
9107051	5487	yes	hybrid or gold
101306759	8823	yes	hybrid or gold
9616159	916	yes	hybrid or gold
101543508	19582	yes	hybrid or gold
7609811	7035	yes	hybrid or gold
101475057	1445	yes	hybrid or gold
8912686	9234	yes	hybrid or gold
9415639	12250	yes	hybrid or gold
8914669	5491	yes	hybrid or gold
8916517	13770	yes	hybrid or gold
0374755	7781	yes	hybrid or gold
9613956	4235	yes	hybrid or gold
9421530	5494	yes	hybrid or gold
9503111	20466	yes	hybrid or gold
9814863	2004	yes	hybrid or gold
8704565	14121	yes	hybrid or gold
9417468	32784	yes	hybrid or gold
7503056	7788	yes	hybrid or gold
8301365	13747	yes	hybrid or gold
8214119	18881	yes	hybrid or gold
101190326	14122	yes	hybrid or gold
7503062	15161	yes	hybrid or gold
9430800	1941	yes	hybrid or gold
9507418	9349	yes	hybrid or gold
7505579	9350	yes	hybrid or gold
9010412	21393	yes	hybrid or gold
9013836	10324	yes	hybrid or gold
7503067	15056	yes	hybrid or gold
7802876	8824	yes	hybrid or gold
0376573	6893	yes	hybrid or gold
7705085	21437	yes	hybrid or gold
0137162	6894	yes	hybrid or gold
8905667	14842	yes	hybrid or gold
100955807	2541	yes	hybrid or gold
0376574	3268	yes	hybrid or gold
101126979	2543	yes	hybrid or gold
8003002	6226	yes	hybrid or gold
0151115	3993	yes	hybrid or gold
7513617	1357	yes	hybrid or gold
9215446	41243	yes	hybrid or gold
9804404	6742	yes	hybrid or gold
0174763	27339	yes	hybrid or gold
9315240	12251	yes	hybrid or gold
9514582	28272	yes	hybrid or gold
8606502	9235	yes	hybrid or gold
9706280	6895	yes	hybrid or gold
8502536	23791	yes	hybrid or gold
0222526	3464	yes	hybrid or gold
9613616	7037	yes	hybrid or gold
8109495	7486	yes	hybrid or gold
9815648	14846	yes	hybrid or gold
100888334	5505	yes	hybrid or gold
9206495	14847	yes	hybrid or gold
100892857	41486	yes	hybrid or gold
8106454	917	yes	hybrid or gold
9615686	9238	yes	hybrid or gold
7904301	14848	yes	hybrid or gold
9201340	2006	yes	hybrid or gold
2985120R	6219	yes	hybrid or gold
9101750	13142	yes	hybrid or gold
8503885	1775	yes	hybrid or gold
9803531	14866	yes	hybrid or gold
7807105	13083	yes	hybrid or gold
0245075	13779	yes	hybrid or gold
101730067	37546	yes	hybrid or gold
0376600	726	yes	hybrid or gold
9717231	15090	yes	hybrid or gold
7701859	14857	yes	hybrid or gold
101250741	14858	yes	hybrid or gold
101187344	6464	yes	hybrid or gold
9616326	36077	yes	hybrid or gold
0417731	13049	yes	hybrid or gold
8700115	9240	yes	hybrid or gold
8813912	9241	yes	hybrid or gold
9007393	23739	yes	hybrid or gold
7909584	12224	yes	hybrid or gold
101234237	15091	yes	hybrid or gold
101234238	15092	yes	hybrid or gold
9110829	14860	yes	hybrid or gold
8404176	23484	yes	hybrid or gold
9200436	5514	yes	hybrid or gold
101318567	1776	yes	hybrid or gold
0177346	1613	yes	hybrid or gold
0014030	13580	yes	hybrid or gold
8610640	1123	yes	hybrid or gold
101463871	11317	yes	hybrid or gold
101496866	8825	yes	hybrid or gold
101262774	8826	yes	hybrid or gold
8610343	14341	yes	hybrid or gold
101639933	24549	yes	hybrid or gold
7902060	8055	yes	hybrid or gold
101307557	14342	yes	hybrid or gold
8908809	15093	yes	hybrid or gold
101291247	8827	yes	hybrid or gold
9110208	4778	yes	hybrid or gold
9010756	15094	yes	hybrid or gold
101259752	8828	yes	hybrid or gold
8703516	8829	yes	hybrid or gold
7902492	8830	yes	hybrid or gold
101468585	14343	yes	hybrid or gold
8604171	13799	yes	hybrid or gold
8205768	13863	yes	hybrid or gold
0375356	25761	yes	hybrid or gold
0050222	13864	yes	hybrid or gold
0052457	14670	yes	hybrid or gold
8112566	3995	yes	hybrid or gold
7505563	14348	yes	hybrid or gold
101230060	7782	yes	hybrid or gold
8902615	13802	yes	hybrid or gold
0375360	9875	yes	hybrid or gold
101232704	7783	yes	hybrid or gold
8907348	22834	yes	hybrid or gold
101242019	21531	yes	hybrid or gold
9431738	15095	yes	hybrid or gold
9105358	1439	yes	hybrid or gold
9806360	9253	yes	hybrid or gold
0425743	1614	yes	hybrid or gold
8606714	9254	yes	hybrid or gold
0375361	15937	yes	hybrid or gold
9301157	5526	yes	hybrid or gold
8411743	8831	yes	hybrid or gold
9318488	13806	yes	hybrid or gold
0173225	21438	yes	hybrid or gold
8216305	13889	yes	hybrid or gold
101133858	5532	yes	hybrid or gold
9808212	13810	yes	hybrid or gold
0375362	26766	yes	hybrid or gold
9114645	42786	yes	hybrid or gold
8502170	1212	yes	hybrid or gold
7910017	8833	yes	hybrid or gold
100888554	15259	yes	hybrid or gold
8102137	11960	yes	hybrid or gold
7505564	6220	yes	hybrid or gold
9806357	11961	yes	hybrid or gold
100887391	8834	yes	hybrid or gold
8506708	8835	yes	hybrid or gold
9207302	7040	yes	hybrid or gold
8309333	14962	yes	hybrid or gold
0376601	1900	yes	hybrid or gold
0425123	11885	yes	hybrid or gold
8704308	7041	yes	hybrid or gold
0366372	27434	yes	hybrid or gold
0217132	15096	yes	hybrid or gold
9435680	11962	yes	hybrid or gold
8109496	8836	yes	hybrid or gold
9518034	8819	yes	hybrid or gold
0401663	15097	yes	hybrid or gold
8910747	9785	yes	hybrid or gold
