NlmUniqueID	sherpa_id	sherpa_has_oa_path
101140127	11698	yes
0372374	11700	yes
8006431	11701	yes
101625721	27645	yes
101660822	43027	yes
7809992	8706	yes
0372377	277	yes
9709920	4937	yes
101265649	1969	yes
9100823	8720	yes
8102988	14994	yes
101462262	32037	yes
0315061	6213	yes
101585411	22870	yes
100888899	148	yes
9009212	35144	yes
9815705	12718	yes
0372625	17059	yes
9212242	4938	yes
101086634	3767	yes
0372403	11122	yes
8803400	7605	yes
9712129	17060	yes
8208561	11763	yes
101537732	13327	yes
7605801	6214	yes
101150314	28046	yes
100888796	8721	yes
8406612	7841	yes
101584082	37808	yes
101584990	21627	yes
8901557	4730	yes
101264333	10122	yes
101502957	3617	yes
9712383	11770	yes
9306253	12443	yes
0372406	13350	yes
8500246	15852	yes
101298363	13734	yes
101222433	4954	yes
0372430	11269	yes
0354720	28923	yes
101465655	10418	yes
9004255	1336	yes
8000462	7851	yes
0372434	1664	yes
101220684	36895	yes
9501297	36672	yes
0357245	11811	yes
101282564	33104	yes
8710213	7852	yes
0114365	15619	yes
8501752	13817	yes
9308247	25321	yes
1260766	32721	yes
0410427	7853	yes
9011043	7854	yes
101318988	11812	yes
7607091	15040	yes
9421356	28921	yes
0330167	1323	yes
8000036	11813	yes
9510153	765	yes
1273516	11814	yes
9504451	4956	yes
0417615	7855	yes
7506870	11816	yes
9815663	11817	yes
101142614	3052	yes
0373100	41196	yes
9918402287906676	41350	yes
9505803	4070	yes
101518086	18515	yes
101154438	2397	yes
101623795	27273	yes
101594777	36635	yes
8915031	12586	yes
9433814	9771	yes
7802778	14540	yes
101476585	4960	yes
9204109	8725	yes
101241430	87	yes
101583622	22833	yes
8708538	6432	yes
101506757	88	yes
9503417	6425	yes
100942132	1622	yes
101506753	851	yes
8900600	12466	yes
101507115	15027	yes
101151468	149	yes
9431219	6436	yes
8917250	4976	yes
101088083	150	yes
9111075	28925	yes
9312707	4734	yes
100901315	4980	yes
101495384	27540	yes
9606930	8977	yes
8504574	767	yes
9207852	16732	yes
0370612	4746	yes
100888004	4748	yes
8214381	7667	yes
101123037	7671	yes
9305903	3741	yes
0001027	3771	yes
0111052	22297	yes
9611095	4745	yes
15420200R	6789	yes
0370616	6790	yes
101727782	35727	yes
9808874	4720	yes
0135232	4719	yes
9613603	22296	yes
9713494	6430	yes
101461858	230	yes
101128967	15165	yes
8900070	770	yes
101265188	12082	yes
8210638	4996	yes
101208422	3762	yes
0360342	7863	yes
101245751	2400	yes
7808666	1419	yes
9418292	1420	yes
0251711	16375	yes
8804264	15284	yes
7803043	6431	yes
8914585	31332	yes
8302411	3406	yes
9013016	8726	yes
7703854	16065	yes
101244316	13117	yes
0372477	16735	yes
8404861	464	yes
101149327	5000	yes
101507616	10358	yes
7909914	1328	yes
101631218	30190	yes
101512484	14575	yes
8606068	10123	yes
0126611	16117	yes
2984726R	15028	yes
9610305	40227	yes
100970605	875	yes
7506897	15030	yes
0370623	7766	yes
0376536	6361	yes
9806362	12436	yes
9010319	7767	yes
9100834	16120	yes
101500303	5005	yes
9705305	18253	yes
8008281	13818	yes
8510851	14547	yes
8704792	132	yes
101521964	11316	yes
8807441	3620	yes
9200331	5006	yes
100930043	16123	yes
9808944	242	yes
101292902	11251	yes
101275679	27543	yes
101544020	11144	yes
8108529	21747	yes
9700112	390	yes
7502533	7866	yes
101258412	2402	yes
101738236	38648	yes
101247722	11597	yes
101578018	24908	yes
0375566	15493	yes
0207224	13577	yes
9308271	35217	yes
9815758	6433	yes
0414576	6829	yes
101548963	18501	yes
7911509	15646	yes
7708048	1510	yes
100892849	7768	yes
101312535	12291	yes
9606000	773	yes
9918383886206676	41584	yes
101593571	35575	yes
101135325	7868	yes
8610241	3707	yes
101147518	2403	yes
8909524	12527	yes
101285195	11252	yes
9104021	1798	yes
100887374	16129	yes
101675002	31196	yes
101600173	31010	yes
1262533	36379	yes
9208478	16130	yes
0370625	3621	yes
9918522188506676	29978	yes
101518829	391	yes
101472371	16131	yes
101596414	18595	yes
1303703	11274	yes
7911226	3708	yes
0403171	12809	yes
0370626	11359	yes
0372525	19011	yes
101507284	1310	yes
101088505	7870	yes
0372526	1799	yes
9205717	41230	yes
8102797	15032	yes
101609191	18596	yes
100897327	244	yes
9107378	806	yes
8306785	34747	yes
8403708	15500	yes
8609465	15034	yes
7502021	14548	yes
8510274	24932	yes
101265833	1934	yes
8008051	16135	yes
8506292	3083	yes
100883596	11852	yes
8302042	14549	yes
101701004	32991	yes
100935741	7615	yes
101722685	36574	yes
100886721	3622	yes
7603509	13507	yes
101568469	18479	yes
9102551	8728	yes
9301454	807	yes
9606438	8729	yes
8402040	8978	yes
8708558	15166	yes
100968535	2406	yes
100965194	2207	yes
101190720	2408	yes
101088663	2409	yes
100967800	2411	yes
100968539	2412	yes
101775613	2424	yes
100968543	2422	yes
101088676	2423	yes
100968547	2426	yes
101775394	2427	yes
100965258	2428	yes
100968548	2429	yes
101088677	2430	yes
100966980	2431	yes
100968551	2432	yes
101190723	2442	yes
101088679	2434	yes
101088680	2435	yes
101319628	41726	yes
100968553	2438	yes
101088682	2439	yes
100968545	2441	yes
100966981	2443	yes
101741148	2413	yes
100968565	2445	yes
100967793	2446	yes
100968555	2447	yes
100966986	2448	yes
100967802	2450	yes
101088684	2451	yes
101088685	2452	yes
100967804	2470	yes
101590449	23396	yes
100967807	2473	yes
100967799	2474	yes
9918300889006676	42245	yes
100968559	2476	yes
101627676	26217	yes
100968562	2477	yes
100968563	2478	yes
101462768	2479	yes
100968567	2481	yes
100968571	2483	yes
101249759	2484	yes
101088690	2485	yes
101526291	1665	yes
101719009	1853	yes
101685275	32947	yes
101745500	36817	yes
101757339	35176	yes
101761581	36814	yes
101552874	17945	yes
101641391	27124	yes
101660690	27125	yes
101714806	36894	yes
101710381	35139	yes
101638061	27127	yes
101715309	33239	yes
101546984	18937	yes
101715577	35442	yes
101565123	19365	yes
101222431	16033	yes
101599229	24357	yes
8702459	24276	yes
7513219	1626	yes
0372541	1338	yes
0370635	1627	yes
7503323	6830	yes
8105533	18404	yes
9815827	12196	yes
0004041	7617	yes
8308022	18406	yes
0370636	18407	yes
9005323	23130	yes
0372544	133	yes
9605409	18408	yes
0144554	2199	yes
101257109	12199	yes
0004047	18410	yes
8800054	809	yes
9212059	12202	yes
0372547	1428	yes
0421041	1666	yes
7502536	6832	yes
0342367	57	yes
0373124	18405	yes
0373125	13754	yes
8105534	18409	yes
0373126	7620	yes
0432520	1667	yes
0372553	3711	yes
0376542	247	yes
15740290R	5019	yes
101137600	16738	yes
0372537	1339	yes
101570837	20793	yes
0151620	8979	yes
8218014	12475	yes
101550313	19579	yes
101300405	16391	yes
8710358	808	yes
7506220	12477	yes
9216781	3623	yes
101282001	7872	yes
8903034	16392	yes
9716507	16393	yes
101615124	35734	yes
100888201	16202	yes
100927353	2486	yes
8111104	16203	yes
8801277	1800	yes
9505539	15250	yes
101260777	19580	yes
100912837	22797	yes
101528229	16032	yes
0072416	8534	yes
2984715R	1432	yes
0046021	11836	yes
0372557	11837	yes
0141233	8567	yes
0401404	11842	yes
7507052	6379	yes
101181368	2130	yes
0370647	6833	yes
7905481	13386	yes
9208482	1539	yes
0120300	41320	yes
8708560	1542	yes
8701709	14831	yes
8510280	23831	yes
9315513	3408	yes
101623613	31328	yes
0372707	10131	yes
0415227	28399	yes
0406021	14979	yes
0045312	20590	yes
0372712	10133	yes
7904187	14331	yes
0372714	14334	yes
0372715	13678	yes
9433332	31330	yes
101320224	7627	yes
0374236	6835	yes
101137842	12086	yes
101256509	1802	yes
9100846	16204	yes
101130617	6579	yes
7806519	7879	yes
101723675	35195	yes
101499453	6836	yes
101561693	19762	yes
9200608	14556	yes
9432230	24204	yes
101539150	18463	yes
101188791	14995	yes
101172931	35196	yes
8605732	7880	yes
101614637	29487	yes
8307154	775	yes
100931981	8944	yes
7600053	12488	yes
101595310	23152	yes
8605731	15794	yes
7805358	8730	yes
101479409	14557	yes
9711272	28936	yes
101747728	35448	yes
2984705R	14558	yes
101168776	3677	yes
7502030	4735	yes
101684827	31031	yes
8307156	16540	yes
0043535	16740	yes
8008055	249	yes
101549998	4736	yes
8300331	4737	yes
9304686	8731	yes
9200019	1543	yes
1266406	8981	yes
101554863	19887	yes
101147637	2489	yes
8712220	16402	yes
101531846	16404	yes
101266881	1971	yes
101269160	32039	yes
101522043	16405	yes
8003538	16401	yes
0077427	321	yes
101238551	12588	yes
101319630	136	yes
101135818	15647	yes
101159952	2502	yes
0103374	8982	yes
101518378	6448	yes
100884139	13822	yes
101269039	11747	yes
0413066	6580	yes
101469464	12087	yes
9701934	12979	yes
8305874	3714	yes
9307129	11154	yes
8506639	13015	yes
101676030	42514	yes
101170464	2503	yes
101137841	12088	yes
9437445	24236	yes
101524092	1630	yes
101302316	6581	yes
1246405	15130	yes
101233170	6582	yes
9607427	35234	yes
101648302	31048	yes
101242872	24238	yes
9705402	15206	yes
8200709	13016	yes
101552938	28270	yes
9105195	137	yes
101573691	21835	yes
101766894	41066	yes
101528176	153	yes
9425763	24237	yes
101311472	6583	yes
9610925	15204	yes
100965121	15203	yes
0417625	7883	yes
9208854	12314	yes
101600052	22267	yes
101775611	41208	yes
100883360	8988	yes
101636244	35966	yes
101269163	3888	yes
8200710	6449	yes
9110718	250	yes
101089443	6162	yes
9100851	8990	yes
101577885	25129	yes
101321614	12089	yes
100971574	9866	yes
101294643	1526	yes
101197449	3796	yes
101262549	11854	yes
9610838	18003	yes
0067206	12811	yes
101085550	6659	yes
8807448	7769	yes
2985134R	7770	yes
8217190	251	yes
0335405	18005	yes
100937360	1459	yes
9513783	1518	yes
101594811	21323	yes
101259013	1533	yes
0144731	8991	yes
100954211	1588	yes
101580948	21324	yes
101319536	1587	yes
0231335	11088	yes
101142157	7628	yes
9313451	4738	yes
7602632	2459	yes
0372725	6839	yes
9602869	6451	yes
9512515	1201	yes
101542497	1471	yes
1275332	15772	yes
8503227	7884	yes
101181180	13073	yes
101504416	12589	yes
100886162	13721	yes
9112559	13722	yes
8914261	13823	yes
101551481	19013	yes
2985138R	7886	yes
9313452	16474	yes
101197408	986	yes
101253019	985	yes
8501362	810	yes
101771152	21836	yes
101474365	8734	yes
101479935	4076	yes
101489148	8738	yes
101714113	35077	yes
0147763	8733	yes
100893237	41575	yes
9881057	6841	yes
9102566	31202	yes
9810959	777	yes
8809128	13824	yes
9508125	9064	yes
9106549	7890	yes
100898731	20471	yes
9502500	14559	yes
7903272	14551	yes
9421549	207	yes
9806306	36384	yes
7907612	4750	yes
9807947	11920	yes
9604507	212	yes
1302422	15137	yes
101120693	20472	yes
9504817	18254	yes
9207893	8741	yes
101213033	22298	yes
0346653	11756	yes
101516977	21406	yes
8906443	141	yes
101692332	31653	yes
7606847	7630	yes
9305929	778	yes
0057202	475	yes
100973405	11916	yes
8409970	28181	yes
9709923	11918	yes
100896531	18793	yes
8703442	7631	yes
0425076	140	yes
0253664	11855	yes
101260955	20473	yes
8603766	4751	yes
8300869	5051	yes
9709206	1806	yes
8911831	15532	yes
100888977	14552	yes
9203213	3837	yes
101273480	9591	yes
9208512	19918	yes
101271570	10323	yes
101477246	11921	yes
9705336	32825	yes
8507389	8945	yes
9103300	8742	yes
8100174	4752	yes
8802622	811	yes
9710002	4753	yes
100893225	20474	yes
9516420	876	yes
8807282	6216	yes
0364441	15107	yes
8214420	15108	yes
7607910	8743	yes
8806548	21570	yes
101526693	11922	yes
7611109	8744	yes
9208508	9066	yes
8709115	8745	yes
101654592	38402	yes
101560587	18794	yes
0070014	8746	yes
9105713	11856	yes
9707115	7892	yes
0075674	11928	yes
101247023	144	yes
0372606	9067	yes
7501306	4754	yes
7606849	18255	yes
101572899	20980	yes
0372741	1636	yes
101137604	3791	yes
0424767	4755	yes
8604974	4756	yes
9416196	3718	yes
8111117	15169	yes
1306016	4743	yes
8802181	9068	yes
101264123	7893	yes
101315570	41083	yes
9504368	11951	yes
8211469	11953	yes
7905731	15038	yes
101675083	32773	yes
8112473	4757	yes
101227511	15810	yes
7706726	15540	yes
101241654	828	yes
101532142	1635	yes
101597971	24284	yes
101247119	11919	yes
101474067	14550	yes
8710240	11857	yes
101197451	9069	yes
9711805	32008	yes
101620603	35520	yes
9431220	18256	yes
101269155	3889	yes
101473265	2460	yes
101594668	25351	yes
9702877	24455	yes
101121166	1028	yes
100909747	7931	yes
101083946	13118	yes
101143317	5057	yes
8710375	1202	yes
9713497	14031	yes
8411889	1204	yes
101518151	14033	yes
101177984	7896	yes
101697632	30831	yes
7708195	6843	yes
9315133	15503	yes
100883611	7632	yes
9810948	1972	yes
101719179	35127	yes
101201068	11711	yes
0410263	11858	yes
0005735	17205	yes
9806096	27880	yes
9516061	27881	yes
100959500	27882	yes
101270611	12819	yes
7808924	12855	yes
101698453	32905	yes
101682864	31203	yes
101574442	23790	yes
101305205	7633	yes
101681550	780	yes
101157394	11156	yes
1250250	4583	yes
101141667	8732	yes
101279357	3065	yes
8806104	4578	yes
9802899	5094	yes
8506513	12500	yes
9306292	3678	yes
0365263	781	yes
9882301	877	yes
9712714	16866	yes
7604950	11859	yes
101242342	15542	yes
9211867	4110	yes
9509333	19306	yes
101286760	7431	yes
101211769	782	yes
8216186	8749	yes
9011445	8750	yes
101580011	24226	yes
8609491	38923	yes
9505022	33041	yes
9309668	7433	yes
8218602	8443	yes
101738191	37039	yes
9801902	2515	yes
8507720	4759	yes
0355501	8751	yes
8912620	4760	yes
8704517	8752	yes
8207799	10923	yes
101165286	8753	yes
9004784	5129	yes
8903774	784	yes
8208627	3523	yes
8505177	785	yes
8914816	786	yes
9007261	3524	yes
8914818	5131	yes
8914819	3544	yes
8914274	787	yes
8914610	3546	yes
8511159	3548	yes
8914275	788	yes
9424324	40202	yes
101312976	39733	yes
100883416	5144	yes
7707467	13074	yes
7901092	21382	yes
101473576	1973	yes
101096440	11169	yes
101208441	1974	yes
100897685	11170	yes
9107782	6585	yes
101094211	3890	yes
100888969	11188	yes
101261935	3892	yes
101265750	3896	yes
101093791	11177	yes
101253260	3897	yes
101208455	3899	yes
101157212	3900	yes
100960533	3901	yes
101735701	3898	yes
101270895	3902	yes
100960531	3903	yes
101629387	28149	yes
8104312	789	yes
100888896	11179	yes
101125446	3906	yes
8004904	7908	yes
101196487	11181	yes
101262565	11182	yes
101156990	3908	yes
101235661	11184	yes
100888982	11185	yes
101239891	3909	yes
9440157	42754	yes
101762461	3914	yes
0351014	790	yes
101729993	41467	yes
7808448	13017	yes
101093076	3916	yes
101467997	3917	yes
100931790	11187	yes
101157239	3919	yes
101208439	3920	yes
101587480	30678	yes
101578283	30797	yes
9502503	38183	yes
100888967	11189	yes
100936359	8754	yes
8813436	8755	yes
8608087	8756	yes
9804399	8757	yes
9504454	8758	yes
101308636	8759	yes
8506887	8760	yes
9111375	27897	yes
9430802	8761	yes
101264945	8762	yes
8809878	8763	yes
9010000	8764	yes
9303753	8765	yes
9319162	8766	yes
9007264	8767	yes
9007265	8768	yes
9011108	8769	yes
9717388	8770	yes
9417024	8772	yes
9000850	8773	yes
8809880	8774	yes
101649136	29732	yes
9503765	8775	yes
9000851	8776	yes
101297402	8777	yes
9200621	8778	yes
101560941	18465	yes
101208457	3923	yes
101176492	11190	yes
100970666	11191	yes
101240290	3924	yes
100960530	3926	yes
9602487	3930	yes
101560815	16761	yes
100960529	3933	yes
100888960	11193	yes
101468718	3936	yes
101681234	35757	yes
9918227368306676	3895	yes
100888970	11195	yes
101261938	3938	yes
101134380	8780	yes
101119673	3941	yes
100900946	15761	yes
100900943	11199	yes
101157208	3942	yes
101266892	791	yes
101528721	1311	yes
101142708	8993	yes
9612306	15171	yes
101235694	3628	yes
101235690	6854	yes
9010345	3264	yes
101523844	13846	yes
100895309	27899	yes
101176026	18010	yes
101576205	41743	yes
101125969	35989	yes
101517697	324	yes
8506890	5151	yes
9705200	8994	yes
101128698	6755	yes
0226703	23145	yes
0217440	4761	yes
101205669	37201	yes
101091305	11860	yes
7609576	13755	yes
9708816	13848	yes
8300886	4762	yes
9504371	29583	yes
9700070	14569	yes
9203244	8995	yes
101120028	6586	yes
101541838	15861	yes
9201927	13850	yes
9613264	7933	yes
0356504	18802	yes
0006761	7644	yes
101300215	14570	yes
8702038	1206	yes
101304394	792	yes
7809375	8996	yes
0164074	14579	yes
0260564	3453	yes
8910645	1553	yes
9814574	3266	yes
101120122	3265	yes
8701744	14668	yes
101234011	9109	yes
8500858	7645	yes
0372763	4056	yes
7805975	4054	yes
100883450	2490	yes
100883645	2469	yes
100889084	154	yes
0006777	7934	yes
8506895	13851	yes
101568499	21840	yes
101251558	2570	yes
101654734	36397	yes
101238198	42073	yes
0401650	16877	yes
8701186	8998	yes
7902782	17203	yes
9101419	3679	yes
8501808	8999	yes
0150472	8997	yes
8211489	8782	yes
8807037	13297	yes
0372764	8784	yes
8809160	3631	yes
8604127	1808	yes
101483332	14669	yes
101306633	16826	yes
9207179	20617	yes
101255937	794	yes
101297401	8783	yes
7702072	7648	yes
9004522	155	yes
9423827	1340	yes
0370667	17340	yes
101126895	6501	yes
7505459	6503	yes
8505191	16882	yes
9015440	6781	yes
7801723	831	yes
9417471	832	yes
101540061	26013	yes
101475745	9599	yes
7802620	833	yes
8204468	13852	yes
9918418288306676	3945	yes
9421550	9886	yes
101653409	36401	yes
101164773	33275	yes
0322067	834	yes
9815369	16503	yes
9002928	18258	yes
101483449	7436	yes
0112037	1851	yes
7600076	18259	yes
9102074	18260	yes
100883647	28204	yes
0006723	10776	yes
9511375	7437	yes
8610856	17341	yes
8005585	8785	yes
7708381	16885	yes
101320027	13938	yes
101536416	39592	yes
9608387	6380	yes
101090048	16888	yes
9315161	5176	yes
9707113	28207	yes
101647039	29239	yes
8511187	14582	yes
101222144	16646	yes
9889808	13291	yes
0315073	5178	yes
101121949	6991	yes
0043541	13292	yes
101166135	27903	yes
9885956	16651	yes
9607101	23533	yes
101141280	21212	yes
101133002	836	yes
8204476	1682	yes
101579614	24404	yes
8208664	1641	yes
101487380	26546	yes
100963049	1637	yes
9508155	33021	yes
101199824	6782	yes
8219565	4766	yes
100963089	1852	yes
101594885	22819	yes
9208913	10365	yes
9431227	7943	yes
101706399	31997	yes
101125678	3455	yes
101269157	3946	yes
9009288	15650	yes
9436481	11757	yes
8408548	837	yes
8006258	32836	yes
9434444	15649	yes
8800104	4767	yes
0375040	14394	yes
0215166	10787	yes
101647362	32977	yes
101777541	35768	yes
101778566	35769	yes
7502320	14680	yes
8903118	12986	yes
101147645	21713	yes
0330411	19856	yes
7703893	15704	yes
100883692	878	yes
101499207	6976	yes
8800109	13853	yes
8508350	15706	yes
8804476	12533	yes
9441769	7949	yes
101601576	25988	yes
0213155	7774	yes
9884939	19829	yes
100885357	14593	yes
8308958	12521	yes
9612020	12535	yes
8003761	16580	yes
101484711	16894	yes
101519472	37440	yes
8703737	1568	yes
101561091	24422	yes
7910703	318	yes
9009644	8787	yes
101265293	42074	yes
101471619	2574	yes
101519720	12293	yes
2983306R	3633	yes
101692036	36978	yes
8703089	16834	yes
100891853	41821	yes
0173320	7445	yes
0373220	5228	yes
101669191	31267	yes
101690685	36893	yes
101206627	17348	yes
0043306	15039	yes
9608374	5235	yes
9502920	9000	yes
9002937	7955	yes
101277157	31606	yes
9103030	7956	yes
8409413	7957	yes
100973416	29894	yes
9212296	7958	yes
9100879	41836	yes
9436977	7446	yes
101533694	12915	yes
8006263	325	yes
101591369	23007	yes
101573788	21941	yes
101669491	32895	yes
101677796	30593	yes
8411711	8788	yes
100954790	28234	yes
9301979	6803	yes
9300837	8789	yes
8804069	21433	yes
101128793	13221	yes
0245331	6864	yes
8804297	7962	yes
8804070	1638	yes
1256165	7963	yes
9712127	1010	yes
9712132	11864	yes
9206420	41822	yes
7608491	13370	yes
9442482	8791	yes
9423848	42788	yes
8508062	13371	yes
9000874	8792	yes
9513566	839	yes
8703985	11865	yes
101134867	8249	yes
9431861	26246	yes
100887595	27330	yes
101578294	29455	yes
9302235	1639	yes
1273201	476	yes
101124748	9939	yes
9517857	22776	yes
9506311	7713	yes
8918110	6992	yes
101140988	7965	yes
100888704	7966	yes
0375672	12862	yes
9110772	11477	yes
9504563	3728	yes
7909010	1342	yes
9518037	28236	yes
9801774	13228	yes
7603873	7967	yes
9105263	14501	yes
1254354	13231	yes
101465662	32205	yes
101564430	21958	yes
101559025	18644	yes
9204966	1343	yes
101146739	5252	yes
101313350	13378	yes
0150760	9001	yes
101126530	28653	yes
9111820	13242	yes
9114774	7972	yes
101721752	35344	yes
8803460	11	yes
9111391	12	yes
9301980	7977	yes
0174752	9002	yes
101665661	35774	yes
101724904	35775	yes
100887452	30134	yes
100883649	1341	yes
7805992	9147	yes
8004942	9148	yes
100883603	1640	yes
9815947	10366	yes
9306331	13854	yes
9513581	9779	yes
100883432	14594	yes
101219668	32141	yes
0373224	6866	yes
0375434	4081	yes
7603335	5263	yes
8507436	11791	yes
100973463	11942	yes
0043312	7981	yes
9505926	10795	yes
9419066	22201	yes
9301549	11866	yes
8004944	840	yes
9607880	24222	yes
9002940	6867	yes
101138477	8447	yes
101125414	841	yes
101228421	842	yes
101295755	843	yes
101228422	844	yes
101163027	845	yes
101135662	846	yes
9434197	847	yes
100897346	887	yes
9516419	888	yes
101127833	889	yes
101181284	12063	yes
101123358	12064	yes
101182328	12065	yes
101271248	12066	yes
101278296	12067	yes
101278293	12069	yes
101278199	12070	yes
101485942	12071	yes
101230445	12072	yes
101120777	12073	yes
100939725	1580	yes
101129944	12074	yes
101132257	12077	yes
101223548	12078	yes
101278196	12079	yes
101155475	12080	yes
9706854	17260	yes
8703986	3985	yes
101160941	8795	yes
101594320	24620	yes
8405303	10710	yes
101757922	37041	yes
9414907	4768	yes
100898211	16206	yes
7809641	8796	yes
101700650	30719	yes
8500875	330	yes
0400666	7725	yes
9610836	3457	yes
9212301	18012	yes
9440679	29991	yes
8804484	14441	yes
101229646	7714	yes
0155157	16899	yes
101580716	21310	yes
8901229	882	yes
7705721	883	yes
8902526	884	yes
101085384	885	yes
