NlmUniqueID	sherpa_id	sherpa_has_oa_path
9107463	9003	yes
101230972	890	yes
100955049	12988	yes
101553157	19015	yes
101470897	12094	yes
2984761R	26550	yes
0376757	16138	yes
9437431	32736	yes
9422792	9004	yes
0370723	9005	yes
101485040	15330	yes
101317183	5273	yes
101483831	15707	yes
101549033	18015	yes
8601127	12864	yes
9889534	9157	yes
101120121	158	yes
9109564	16768	yes
9615073	4769	yes
9433869	24716	yes
101473598	9158	yes
9609647	16749	yes
101236111	13076	yes
101315563	17355	yes
101316961	22499	yes
8709159	28952	yes
9423872	891	yes
101485240	38755	yes
101612996	14448	yes
101485241	38754	yes
101585359	26064	yes
101555782	22695	yes
8501389	32802	yes
101560960	22701	yes
101549428	26707	yes
101477940	26078	yes
101616579	26087	yes
100939343	7991	yes
101154361	7680	yes
101770668	41277	yes
8710411	13944	yes
101524465	12866	yes
101239345	12294	yes
101511162	14577	yes
101278120	12295	yes
101256629	12297	yes
101566598	24139	yes
8901623	4873	yes
9416830	16907	yes
101583709	32197	yes
100886238	16207	yes
8706257	4771	yes
8406671	4874	yes
8915377	8798	yes
9202792	4772	yes
7905527	16054	yes
101303952	16220	yes
9421525	24206	yes
101551097	13666	yes
101129617	3648	yes
9607379	3682	yes
9007329	13855	yes
8711660	12803	yes
101481027	16380	yes
100953417	24207	yes
100931242	18810	yes
8411723	13856	yes
9815831	8799	yes
101550220	1591	yes
9114088	2580	yes
101494210	160	yes
0370740	16383	yes
0374636	14252	yes
8704544	10137	yes
100960660	32565	yes
101509707	593	yes
101475844	2583	yes
9518021	12804	yes
101197608	15507	yes
101185472	881	yes
101302943	29607	yes
101227686	13606	yes
101135738	3683	yes
101553404	41823	yes
8215850	11878	yes
8101294	5293	yes
0375327	725	yes
7601655	9008	yes
101686284	36034	yes
101596872	23400	yes
8806785	13857	yes
9888746	7003	yes
101496665	12687	yes
101703450	31679	yes
101497462	6757	yes
101705789	35219	yes
101584391	21311	yes
101256323	5298	yes
101245734	2585	yes
9104124	331	yes
8603310	17363	yes
101572655	42075	yes
101676086	31460	yes
8205248	8001	yes
9882886	3745	yes
9000468	892	yes
9814320	16839	yes
2985108R	1896	yes
101495343	12096	yes
8807913	893	yes
101693805	35785	yes
7900587	9010	yes
0417435	24156	yes
9442916	7007	yes
101264149	17366	yes
8510415	4773	yes
101681801	35433	yes
101153624	2587	yes
101128968	16920	yes
9312789	894	yes
0410447	22119	yes
101245792	2588	yes
8902541	14600	yes
101304010	15651	yes
2985091R	6881	yes
9800465	9176	yes
8303128	14709	yes
9432537	17270	yes
9815649	17271	yes
7611530	8800	yes
8411543	5304	yes
8908762	18953	yes
9306780	7456	yes
101247224	1596	yes
9704962	9177	yes
8608459	332	yes
9815926	7009	yes
9502498	35040	yes
100970070	470	yes
100883604	9179	yes
8306485	5305	yes
2985093R	8801	yes
8610614	333	yes
9008939	334	yes
100890609	9180	yes
8211523	3459	yes
101299723	5306	yes
101153626	2590	yes
101170481	21412	yes
101654694	36915	yes
8811549	11944	yes
0053006	13949	yes
9306359	7008	yes
7611528	21434	yes
101156268	4111	yes
101697320	42201	yes
9706284	1789	yes
101622189	28955	yes
8805307	16829	yes
101208192	14688	yes
7900445	16840	yes
9602087	1897	yes
101231934	4774	yes
9612481	15798	yes
100963739	16921	yes
8511258	17367	yes
8917455	17368	yes
9605411	7025	yes
8307268	7457	yes
8709473	4779	yes
9708388	1043	yes
100890099	35335	yes
101093910	3650	yes
7705865	895	yes
101151457	20483	yes
101695860	32664	yes
101304009	13390	yes
8302946	13950	yes
101537529	30712	yes
0374654	18391	yes
0373007	3988	yes
9715168	17081	yes
7801231	17370	yes
9425873	8009	yes
100901183	1312	yes
9421087	28255	yes
9200413	11480	yes
101510649	4876	yes
9108167	13858	yes
8003052	25990	yes
9013819	9183	yes
9808650	3460	yes
17340520R	30444	yes
9506663	8010	yes
7704136	7011	yes
100897392	13974	yes
101738312	42203	yes
101675570	35434	yes
2985099R	8011	yes
8702105	8803	yes
8000128	5320	yes
101650829	32777	yes
101140517	16935	yes
9512509	39590	yes
0177722	10713	yes
101538885	1489	yes
101525157	9011	yes
101142469	36040	yes
101268948	42160	yes
0411772	18874	yes
100900921	3651	yes
9711270	1812	yes
0116717	18648	yes
9419065	13859	yes
8912329	3686	yes
9004560	9187	yes
0374660	9188	yes
9008950	1444	yes
7613873	8012	yes
0200525	9013	yes
9208958	335	yes
8300127	16925	yes
9215429	13860	yes
9010063	15777	yes
9421547	4775	yes
8702539	7458	yes
8701199	1346	yes
9507614	1347	yes
101170535	2592	yes
101572652	24634	yes
9421297	896	yes
9307690	3989	yes
7906255	4068	yes
9881869	23031	yes
101604520	36844	yes
101623153	24777	yes
101541727	23050	yes
101493803	23021	yes
101312520	3419	yes
0012737	3420	yes
101609393	37939	yes
101491191	23035	yes
9886191	3474	yes
8310780	3490	yes
101152869	3528	yes
101616214	3532	yes
101097023	42766	yes
9885960	3537	yes
9882735	3581	yes
9891704	3584	yes
101196755	10670	yes
101303205	25176	yes
101301198	25185	yes
101738444	42162	yes
101635460	25919	yes
9432918	6587	yes
0420404	8014	yes
101708159	37129	yes
8805635	4776	yes
8706300	24249	yes
8504629	897	yes
101736847	42204	yes
8611087	15652	yes
7702118	2497	yes
0374672	904	yes
8800150	898	yes
101485158	12301	yes
101258411	2596	yes
9815902	1815	yes
9418515	18369	yes
8806809	14996	yes
0112040	4143	yes
9202990	4146	yes
7701852	38705	yes
8409436	16662	yes
8700903	4151	yes
0374701	23497	yes
0405376	4156	yes
7605904	4159	yes
0417442	15715	yes
7902477	4161	yes
0400673	17830	yes
0373027	35790	yes
2985062R	16663	yes
9423515	11880	yes
100890607	3747	yes
8007859	13978	yes
8804099	28400	yes
101650235	32945	yes
8804508	4777	yes
9318481	3094	yes
101606645	24098	yes
101269158	3948	yes
0246127	6218	yes
0365307	17372	yes
9508162	13979	yes
9508160	15627	yes
7600105	17373	yes
9112626	26345	yes
101304007	7016	yes
101475011	899	yes
8910739	900	yes
9510056	1899	yes
101469670	9201	yes
101257528	19403	yes
0366543	7780	yes
0171671	32146	yes
9303579	2519	yes
101266965	7732	yes
0370760	8810	yes
8402693	32208	yes
9211652	9014	yes
7512134	8025	yes
101759159	41541	yes
101251562	2598	yes
8609061	8811	yes
101472191	13180	yes
8004996	7692	yes
101550261	18815	yes
101517095	23322	yes
101244240	27372	yes
8916182	1353	yes
100965259	13182	yes
8506960	19499	yes
0370033	7368	yes
7802649	11484	yes
101140017	1125	yes
9421097	13079	yes
101217089	2600	yes
9508482	28966	yes
8712411	11485	yes
101235568	14783	yes
0374716	8029	yes
101313850	22511	yes
0042124	7831	yes
101273481	9603	yes
9713056	22717	yes
0376166	5378	yes
9616295	11958	yes
101554912	28220	yes
9423309	15110	yes
9712381	7020	yes
8607899	8031	yes
101499225	8032	yes
8007161	6886	yes
101168070	11881	yes
0243704	3661	yes
8917470	10315	yes
8111226	14766	yes
9106628	5393	yes
101238455	17517	yes
7802871	1355	yes
101147692	2599	yes
9014042	7022	yes
9432922	902	yes
8710629	7472	yes
0210174	12569	yes
9111626	8812	yes
8214845	8813	yes
8916799	2793	yes
101674352	36062	yes
101152198	18504	yes
8605825	7580	yes
101619905	25519	yes
9111627	13415	yes
8508395	903	yes
101232337	905	yes
8911335	32147	yes
101676532	30863	yes
9007383	24208	yes
101247254	5412	yes
101300213	7023	yes
9803709	18575	yes
9101456	8035	yes
101128359	9513	yes
100886202	3556	yes
101250764	7581	yes
101213954	14785	yes
101140527	6793	yes
9111433	7474	yes
9810955	20442	yes
101092791	17518	yes
101615660	32581	yes
101263847	9607	yes
9100527	9701	yes
9815893	2211	yes
101530293	7463	yes
101214977	22515	yes
101582422	22121	yes
9613615	13982	yes
101256108	24209	yes
9437093	26648	yes
9507598	30760	yes
0333601	9212	yes
101267281	7024	yes
9306042	20443	yes
8605826	12598	yes
101504351	22092	yes
9107511	7028	yes
9506762	12208	yes
101576715	24546	yes
8003603	12601	yes
9204243	1084	yes
101136878	5426	yes
101737740	33502	yes
9709509	909	yes
0365646	7369	yes
2985179R	7758	yes
0107305	27337	yes
101304551	13428	yes
9434628	1354	yes
101256506	12688	yes
8809243	911	yes
7805421	8814	yes
101474930	13985	yes
9100907	2065	yes
9918487342606676	7349	yes
0374726	9214	yes
101320232	912	yes
100939812	12248	yes
8008349	10715	yes
101276430	12249	yes
9007917	24170	yes
101274068	2561	yes
101566285	3143	yes
9314927	9215	yes
100899600	14638	yes
8508113	1601	yes
9708436	9216	yes
9706389	14650	yes
9440237	3688	yes
1273304	8450	yes
9816585	21250	yes
7808754	3752	yes
7904294	13443	yes
0374731	8815	yes
7705431	8041	yes
9007918	1604	yes
8712260	913	yes
8918131	1126	yes
101567041	13446	yes
0262521	13447	yes
101230907	7033	yes
101478378	18017	yes
101128834	32182	yes
101152341	1349	yes
101234521	13980	yes
101319534	16671	yes
101492420	15936	yes
101299965	11085	yes
7704851	42249	yes
101515919	16687	yes
101263418	13078	yes
101092952	3776	yes
101615153	22021	yes
0364265	9015	yes
8309330	17375	yes
7703701	17883	yes
0045377	8817	yes
7806864	14266	yes
8900208	24421	yes
101146178	22742	yes
101495366	12099	yes
101301086	4039	yes
9602611	5477	yes
101584158	22877	yes
7907126	915	yes
101510759	2604	yes
100888706	3647	yes
101623101	26651	yes
101573920	22033	yes
100892005	8818	yes
9107051	5487	yes
101306759	8823	yes
9616159	916	yes
100888552	10183	yes
101543508	19582	yes
7609811	7035	yes
101546952	13767	yes
101475057	1445	yes
8912686	9234	yes
9415639	12250	yes
8914669	5491	yes
8916517	13770	yes
0374755	7781	yes
9613956	4235	yes
9421530	5494	yes
9503111	20466	yes
0361603	14245	yes
9814863	2004	yes
8704565	14121	yes
9417468	32784	yes
101724868	32813	yes
7503056	7788	yes
8301365	13747	yes
8214119	18881	yes
101190326	14122	yes
7503062	15161	yes
101580524	22128	yes
9430800	1941	yes
9507418	9349	yes
7505579	9350	yes
9010412	21393	yes
9013836	10324	yes
7503067	15056	yes
7802876	8824	yes
0376573	6893	yes
7705085	21437	yes
0137162	6894	yes
8905667	14842	yes
100955807	2541	yes
0376574	3268	yes
101126979	2543	yes
8003002	6226	yes
0151115	3993	yes
7513617	1357	yes
9215446	41243	yes
9804404	6742	yes
0174763	27339	yes
101586617	25756	yes
9315240	12251	yes
101089176	22455	yes
9514582	28272	yes
8606502	9235	yes
101693884	41252	yes
9706280	6895	yes
101189774	41842	yes
8502536	23791	yes
0222526	3464	yes
9613616	7037	yes
8109495	7486	yes
9815648	14846	yes
100888334	5505	yes
9206495	14847	yes
100892857	41486	yes
8106454	917	yes
9301647	25474	yes
9615686	9238	yes
7904301	14848	yes
9201340	2006	yes
2985120R	6219	yes
9101750	13142	yes
8503885	1775	yes
101602037	23481	yes
9803531	14866	yes
7807105	13083	yes
0245075	13779	yes
101730067	37546	yes
0376600	726	yes
9717231	15090	yes
7701859	14857	yes
101250741	14858	yes
101187344	6464	yes
2985121R	10347	yes
101299725	15411	yes
9616326	36077	yes
0417731	13049	yes
8700115	9240	yes
8813912	9241	yes
9007393	23739	yes
7909584	12224	yes
101234237	15091	yes
101234238	15092	yes
9605853	12747	yes
9421567	2607	yes
101531992	2608	yes
9110829	14860	yes
8404176	23484	yes
9200436	5514	yes
101318567	1776	yes
8100809	14862	yes
0177346	1613	yes
0014030	13580	yes
9436705	14863	yes
8610640	1123	yes
101463871	11317	yes
101496866	8825	yes
101262774	8826	yes
101552883	28275	yes
8610343	14341	yes
101639933	24549	yes
7902060	8055	yes
101249598	4176	yes
101307557	14342	yes
8908809	15093	yes
101291247	8827	yes
101265113	2610	yes
9110208	4778	yes
9010756	15094	yes
9815616	2611	yes
101259752	8828	yes
8703516	8829	yes
7902492	8830	yes
9602617	9248	yes
0066127	32235	yes
101468585	14343	yes
8604171	13799	yes
8205768	13863	yes
0375356	25761	yes
101083777	7039	yes
0050222	13864	yes
0052457	14670	yes
8112566	3995	yes
7505563	14348	yes
101230060	7782	yes
8902615	13802	yes
0375360	9875	yes
101232704	7783	yes
8907348	22834	yes
101242019	21531	yes
9431738	15095	yes
9105358	1439	yes
9806360	9253	yes
0425743	1614	yes
8606714	9254	yes
0375361	15937	yes
9301157	5526	yes
8411743	8831	yes
9318488	13806	yes
0173225	21438	yes
8216305	13889	yes
101133858	5532	yes
9808212	13810	yes
0375362	26766	yes
9114645	42786	yes
8502170	1212	yes
7910017	8833	yes
100888554	15259	yes
8102137	11960	yes
7802877	6211	yes
8801384	13890	yes
7505564	6220	yes
9806357	11961	yes
100887391	8834	yes
8506708	8835	yes
9207302	7040	yes
8309333	14962	yes
0376601	1900	yes
0425123	11885	yes
8704308	7041	yes
0366372	27434	yes
7801243	15067	yes
0217132	15096	yes
9435680	11962	yes
8109496	8836	yes
9518034	8819	yes
101231977	10335	yes
0401663	15097	yes
8910747	9785	yes
8806397	33045	yes
0043125	13826	yes
0260316	13827	yes
101489047	1070	yes
7600747	14371	yes
8411341	5536	yes
0367033	15099	yes
101577308	22234	yes
0406041	13917	yes
0102444	13829	yes
101141792	28277	yes
8413200	8060	yes
8309850	3465	yes
101313855	23766	yes
8710425	14377	yes
7703942	8837	yes
9433358	163	yes
9878362	15100	yes
9439510	14375	yes
0136553	22208	yes
8805644	13833	yes
8805847	6899	yes
0262321	4260	yes
8607908	13835	yes
9503759	9263	yes
101130964	15102	yes
101136419	919	yes
2985124R	3467	yes
9010410	8838	yes
8610642	4780	yes
8700909	14386	yes
0425124	11886	yes
2985125R	1615	yes
2985126R	13843	yes
9889915	1359	yes
101180951	6235	yes
8000150	10328	yes
0354343	9266	yes
7600545	3696	yes
8918133	920	yes
8006933	8839	yes
101517692	1616	yes
101504326	2492	yes
9204583	13868	yes
101520702	2493	yes
101605237	31390	yes
101306166	29995	yes
101249830	921	yes
101302699	6900	yes
9100529	17379	yes
101685366	33046	yes
1300031	7355	yes
9312476	922	yes
101197457	5561	yes
101263153	16406	yes
2985127R	14681	yes
9808943	8949	yes
101490061	25620	yes
9424566	20814	yes
8914370	5574	yes
8412174	12951	yes
101273949	3805	yes
0375363	11758	yes
7806594	19169	yes
7511484	13882	yes
100896915	31021	yes
8501420	3597	yes
101516361	3163	yes
0330666	17989	yes
100967627	12541	yes
9812551	5582	yes
7607167	5583	yes
101150203	923	yes
9607688	25857	yes
7909766	1901	yes
8216840	4781	yes
101096515	15116	yes
101083217	5588	yes
101245794	18506	yes
9306405	3663	yes
9216037	7720	yes
9609066	7077	yes
101719675	36225	yes
101497477	15962	yes
101766756	42128	yes
8809954	6901	yes
0203727	27382	yes
0243705	14671	yes
9882906	1363	yes
2985128R	11373	yes
8308647	2615	yes
2985109R	25762	yes
101632727	29557	yes
9507618	3471	yes
7502587	3472	yes
7502589	3492	yes
8207540	3493	yes
9604933	13267	yes
101168228	13892	yes
101262796	24210	yes
101610479	24574	yes
9503761	9283	yes
8802265	19200	yes
100897329	22303	yes
0214055	6902	yes
9881188	7078	yes
9201341	15664	yes
7703944	15019	yes
0014052	7736	yes
101471610	38996	yes
9308427	14178	yes
101234500	7695	yes
0375370	15964	yes
9214933	14132	yes
101604797	41502	yes
9425991	17027	yes
9430794	17384	yes
8607909	3732	yes
101479627	15653	yes
9706084	16224	yes
8605834	13085	yes
2985110R	22246	yes
2985111R	16283	yes
0077340	14639	yes
9815764	7582	yes
2985113R	16386	yes
9206865	16385	yes
101304616	13952	yes
2985112R	14062	yes
101142169	29592	yes
8805645	9286	yes
9502837	12756	yes
9508483	12758	yes
7510258	4261	yes
7903311	5609	yes
9300903	8840	yes
101578780	38831	yes
101701588	35812	yes
101315820	9287	yes
9422688	13696	yes
8702552	8950	yes
100940562	16429	yes
8800764	5615	yes
9103800	8588	yes
9604100	5616	yes
8410622	13958	yes
7609331	31490	yes
100959228	30721	yes
9703616	9290	yes
9604936	11947	yes
0103130	9288	yes
101528166	10160	yes
9803529	32801	yes
9202994	13990	yes
101735273	19916	yes
9305245	6905	yes
2985115R	1711	yes
101468937	28287	yes
101528587	27378	yes
0375373	1365	yes
18020010R	15164	yes
0202503	13025	yes
00140360R	11095	yes
0413415	1373	yes
9441330	21544	yes
9815334	19324	yes
8003807	18455	yes
8506709	9292	yes
7502386	18959	yes
101271025	6904	yes
100887419	8841	yes
0337330	11375	yes
9808008	3997	yes
8811625	24211	yes
8709498	9294	yes
8904840	15965	yes
101589965	22863	yes
8306882	8842	yes
101256527	16704	yes
100963688	5630	yes
2985117R	10940	yes
101627166	29238	yes
9706083	8843	yes
101620585	26228	yes
101201960	925	yes
9705544	8067	yes
101255941	32621	yes
8710631	4190	yes
7908424	4784	yes
9608375	16438	yes
0413675	18524	yes
101124170	8844	yes
101469471	9016	yes
7905788	12831	yes
101096396	13584	yes
101478566	2629	yes
101603896	24755	yes
0346411	24752	yes
9503760	1994	yes
101234168	2630	yes
101503361	33439	yes
9918283075806676	40856	yes
101603118	35817	yes
101156357	6467	yes
101250502	7738	yes
9610837	926	yes
101229024	9301	yes
9206090	7080	yes
8610344	9303	yes
9507088	1461	yes
8904841	7081	yes
8700910	9304	yes
9205811	927	yes
9708966	17283	yes
8907826	15146	yes
0426720	24256	yes
8809255	928	yes
9609059	3994	yes
9501229	8951	yes
101624758	24753	yes
101680867	36820	yes
101137599	10716	yes
8703518	13578	yes
7610510	7497	yes
9706293	1462	yes
8706896	2218	yes
9431853	10395	yes
9315583	868	yes
0157312	9307	yes
8000151	5651	yes
9891002	5652	yes
8405628	14134	yes
0376606	10348	yes
9001952	929	yes
9110830	3599	yes
9704963	8845	yes
9105850	13894	yes
9601804	13021	yes
9433812	1087	yes
7904614	15803	yes
9504818	7498	yes
101598493	25609	yes
9013087	13086	yes
101136916	930	yes
7502105	8068	yes
9308895	24167	yes
101293382	2620	yes
9716531	7786	yes
9892255	931	yes
7702125	932	yes
0375400	14683	yes
7513619	1902	yes
9812512	1463	yes
2985087R	1903	yes
8917478	14310	yes
101469340	3777	yes
100959882	32256	yes
101132728	14673	yes
0224131	14640	yes
7610512	1399	yes
0320626	11887	yes
101620352	24148	yes
9433359	24168	yes
7806056	14311	yes
101284598	14312	yes
101128385	14313	yes
101709200	35799	yes
7705876	13895	yes
0211301	13022	yes
9212352	933	yes
9815374	29786	yes
9703165	13038	yes
8306883	14007	yes
8500513	934	yes
0204522	3778	yes
100909407	18416	yes
101235322	14009	yes
101503669	644	yes
0262322	11378	yes
8902617	11759	yes
0360051	14315	yes
101193653	14316	yes
9504370	8070	yes
9806569	8071	yes
9002991	14317	yes
9004580	7499	yes
0406125	13896	yes
0236512	15474	yes
8006298	14325	yes
0014162	41239	yes
101518405	13088	yes
7906882	3082	yes
7503089	617	yes
9011255	618	yes
7503090	33277	yes
101468335	2024	yes
9012268	28294	yes
0375402	8952	yes
101217933	11322	yes
9702341	15684	yes
2985190R	3653	yes
101483832	15688	yes
8913461	15941	yes
101232233	2624	yes
8406473	937	yes
9102705	6908	yes
101256586	15689	yes
101222974	40250	yes
101517079	1939	yes
0423161	8072	yes
2985191R	1940	yes
101193365	8847	yes
101580767	21762	yes
101649948	28328	yes
8309335	15686	yes
9431308	8846	yes
2985192R	8848	yes
0375404	32002	yes
8911344	9896	yes
101468753	12667	yes
7705086	10449	yes
8102140	14136	yes
8603596	8849	yes
7600111	13908	yes
8910749	8850	yes
0432557	32212	yes
8811626	1464	yes
9508123	938	yes
9423534	15693	yes
0430303	23902	yes
1263116	8821	yes
9200672	8851	yes
7705432	4262	yes
9306050	7084	yes
9318902	33049	yes
100911591	7696	yes
101603887	29588	yes
0404243	6234	yes
9010081	12850	yes
101558292	18897	yes
100893366	16408	yes
101590587	31681	yes
101526295	3195	yes
8309140	940	yes
9612761	3691	yes
8503123	15920	yes
101189458	5696	yes
9504688	8853	yes
9616320	40849	yes
9612485	3495	yes
9202814	17389	yes
9511091	1465	yes
9511372	9319	yes
9800943	13358	yes
101482903	20782	yes
101624698	36599	yes
7801086	10908	yes
8911934	11889	yes
0433604	7089	yes
2985193R	7797	yes
9713484	28296	yes
100957268	35666	yes
8404726	6909	yes
9604934	17212	yes
7908150	31260	yes
9440382	36227	yes
8807705	8854	yes
101090931	17213	yes
101776472	41153	yes
9005421	3779	yes
101125608	942	yes
8610345	35452	yes
9808462	1466	yes
101567362	2027	yes
101144384	35668	yes
0204634	6975	yes
101658534	30956	yes
101233393	8855	yes
9508900	18431	yes
8211545	8856	yes
9505928	8857	yes
9918282681506676	9322	yes
7901143	25118	yes
8109053	8858	yes
9300904	8859	yes
7801773	1367	yes
101490944	2031	yes
101586049	21439	yes
9506309	6910	yes
0361031	3288	yes
8801387	8860	yes
8501884	24212	yes
0055107	11890	yes
101271023	35158	yes
9704532	6917	yes
2985194R	15148	yes
1260201	5703	yes
0014171	3496	yes
8309336	14071	yes
9807281	43035	yes
0376363	20573	yes
8900945	9323	yes
2985195R	13897	yes
101096520	15720	yes
0376362	9890	yes
9206091	14072	yes
8804966	12835	yes
9882935	6911	yes
101189457	12252	yes
9890903	21298	yes
101157530	21299	yes
101526034	7800	yes
101165248	11325	yes
0266262	6978	yes
9812509	12993	yes
101262417	15738	yes
101528691	17772	yes
8504412	11891	yes
9887853	15725	yes
101534130	42866	yes
2985196R	4211	yes
101553823	3199	yes
101638820	41510	yes
9702085	5716	yes
101518419	9329	yes
101524060	25934	yes
9301275	15970	yes
101128775	7787	yes
9439514	7086	yes
9107859	13679	yes
0376332	18984	yes
0333506	15732	yes
9918351179206676	3463	yes
8907828	9331	yes
8200911	4265	yes
8309337	5720	yes
8308648	944	yes
101188638	1371	yes
0014207	15971	yes
9505213	8862	yes
8006508	8343	yes
101144324	33303	yes
101217269	11598	yes
7802879	11964	yes
101628476	28299	yes
0376611	21943	yes
8809257	11351	yes
9509432	945	yes
8502670	10812	yes
9505927	4264	yes
101088169	42868	yes
2985199R	17273	yes
101392167	7719	yes
100971636	11635	yes
8001906	14103	yes
8501885	16251	yes
9109126	6912	yes
7501984	13586	yes
101300401	16228	yes
8508122	3761	yes
0376370	15973	yes
9206498	9522	yes
0376334	6918	yes
101088554	1778	yes
7502387	5737	yes
101230693	3654	yes
0062647	5738	yes
9206499	3220	yes
9214441	6913	yes
0165053	15974	yes
0376372	16276	yes
101235219	12182	yes
101142025	15086	yes
9705610	14534	yes
9504452	18456	yes
8809258	12253	yes
101606001	37013	yes
9206500	12255	yes
0376337	32236	yes
8405364	5753	yes
101701089	35825	yes
9415084	8953	yes
8500909	14116	yes
0222643	13898	yes
9888878	42	yes
9506702	11963	yes
0252052	15160	yes
7600115	4652	yes
0376343	3221	yes
8606160	8865	yes
101274235	8866	yes
101170508	226	yes
9502018	17394	yes
101308490	7509	yes
9306822	14144	yes
9802627	6255	yes
8211546	12930	yes
9001407	9355	yes
101190741	36903	yes
101570622	22110	yes
100898209	25428	yes
9512997	8867	yes
8809259	3655	yes
9434456	3664	yes
8010948	24528	yes
101315005	28626	yes
8211547	33204	yes
9809909	14875	yes
100940729	25317	yes
9206092	9019	yes
101212761	23565	yes
9512496	6919	yes
9104163	2036	yes
9426426	35683	yes
9011490	19326	yes
101152804	6920	yes
8708660	15926	yes
7610519	6699	yes
7910920	7090	yes
9435672	7091	yes
0113724	6221	yes
101147197	17884	yes
101254059	947	yes
101313252	13588	yes
101532664	14151	yes
101185420	13279	yes
0244160	37371	yes
8916635	5789	yes
101159262	1467	yes
101592569	22034	yes
9417080	12213	yes
9435679	8955	yes
9000080	2039	yes
0333507	14870	yes
101236535	14868	yes
9513102	29265	yes
101467978	16035	yes
101467004	16743	yes
101656995	31852	yes
101598241	31851	yes
7501160	11538	yes
101676033	31465	yes
101589530	24834	yes
101769500	39406	yes
101589534	24836	yes
101729235	35490	yes
101589536	24837	yes
101652861	31541	yes
101589539	24838	yes
101589542	24839	yes
101589544	24840	yes
101589550	24841	yes
101589553	24842	yes
101775177	38059	yes
101764819	36763	yes
101596828	32799	yes
101674872	32781	yes
101676073	35504	yes
101708809	35087	yes
101760170	42634	yes
101758685	14963	yes
101705370	35086	yes
101684997	33485	yes
101624439	32251	yes
101669345	32252	yes
101721827	32842	yes
7804134	9320	yes
0313225	1356	yes
101227890	3689	yes
0044652	14879	yes
101490689	14880	yes
9109135	8596	yes
9610505	25132	yes
0323470	4000	yes
101766381	43093	yes
0014133	10816	yes
9314730	8087	yes
0112725	11966	yes
0417737	35367	yes
101128948	18021	yes
0376617	4001	yes
0250641	30984	yes
2985213R	23803	yes
101618821	25577	yes
101751302	35455	yes
101690683	32196	yes
101613665	24569	yes
101643584	31860	yes
101773309	38561	yes
101645355	31859	yes
101130150	23804	yes
101769019	37447	yes
101139309	23805	yes
100957246	23806	yes
101704339	34987	yes
101638123	31861	yes
101699003	33311	yes
2985214R	9365	yes
0323431	14536	yes
9808285	8090	yes
9882736	7789	yes
8607378	6979	yes
8611515	17221	yes
8007168	13899	yes
9609064	1217	yes
7801255	29544	yes
101155056	28603	yes
9435678	12805	yes
8510094	6923	yes
9007422	948	yes
7706787	16843	yes
8704895	24213	yes
101616707	32820	yes
101299403	12691	yes
101716139	34991	yes
9516348	17043	yes
0060450	8092	yes
101147696	2633	yes
8309346	8600	yes
101160857	11895	yes
100909185	15949	yes
9617311	949	yes
101513496	25810	yes
101506777	16001	yes
100889025	7513	yes
7701875	17405	yes
9204265	9373	yes
101633705	27126	yes
101163587	1468	yes
101479829	12101	yes
101135941	1826	yes
9888239	1829	yes
9310752	8095	yes
9882600	7514	yes
9422762	4792	yes
8505245	13900	yes
101153368	43128	yes
8900948	41838	yes
18420110R	3379	yes
101139802	2634	yes
9100916	17407	yes
100892712	16140	yes
101213729	17519	yes
9882895	12542	yes
101475200	16589	yes
0260231	4653	yes
8219702	15187	yes
101623537	35578	yes
9715672	17049	yes
101201025	7098	yes
0103146	14209	yes
101197794	9967	yes
101182345	1375	yes
101519231	6222	yes
7605941	8869	yes
101769215	41312	yes
7707343	5849	yes
8405037	1949	yes
7704869	8108	yes
0230027	8870	yes
9506850	9384	yes
101240303	3954	yes
0376377	19939	yes
2985236R	4793	yes
9612305	5851	yes
8109073	9385	yes
8908862	16594	yes
7605655	7099	yes
9806550	12692	yes
101564536	20884	yes
9815900	13091	yes
0401052	24458	yes
100959585	1942	yes
101717568	22038	yes
101575086	28594	yes
9308945	1376	yes
0412004	24172	yes
0314524	8109	yes
101239023	17223	yes
9815835	26293	yes
9435512	15654	yes
0425746	10309	yes
0376642	31190	yes
8901334	25134	yes
8219208	5850	yes
8103150	15189	yes
101629322	24813	yes
8710980	22145	yes
0400721	24171	yes
8005433	8873	yes
7909593	951	yes
8708682	2520	yes
9209001	3212	yes
9425208	35307	yes
2985248R	8872	yes
9109623	8874	yes
0357443	13120	yes
9306862	1219	yes
9433353	8875	yes
8610370	16394	yes
9815657	11390	yes
101150318	1478	yes
101274889	17230	yes
101478346	18041	yes
101508600	42443	yes
101608648	24431	yes
101316335	24146	yes
101139812	2635	yes
9508567	1470	yes
7500663	17415	yes
101671820	30575	yes
8606191	11392	yes
101758692	36706	yes
7703966	906	yes
9706653	6223	yes
101634614	33173	yes
9430468	14641	yes
101588314	24150	yes
101615147	27827	yes
9434935	3724	yes
101631045	22100	yes
9712707	2123	yes
9203012	13901	yes
101595834	24527	yes
8309230	13902	yes
0165035	11393	yes
101521797	4216	yes
8510930	16719	yes
7808782	11783	yes
2984771R	33528	yes
101643181	35222	yes
8607003	16004	yes
0375272	32215	yes
0400732	32222	yes
101094212	3956	yes
9612996	954	yes
101679980	31889	yes
8806605	4003	yes
100959226	41247	yes
101761026	41248	yes
7603128	12933	yes
101534222	2637	yes
0105454	6619	yes
9201390	11748	yes
8501455	1377	yes
0403234	13026	yes
9423533	15656	yes
101468876	2638	yes
101147698	2639	yes
