NlmUniqueID	BroadJournalHeading	
8708560	Geriatrics	
8701709	Anesthesiology	
9306274	Physiology	
9306274	Sports Medicine	
7801184	Sports Medicine	
0421034	Biochemistry	
8302763	Biochemistry	
8302763	Cell Biology	
8510280	Cardiology	
8913645	Cardiology	
8913645	Nursing	
9804162	Drug Therapy	
9804162	Pharmacology	
8406631	Health Services	
8406631	Psychology	
8806537	Dentistry	
0151747	Veterinary Medicine	
0151757	Veterinary Medicine	
101662534	Nursing	
101234082	Dentistry	
101148810	Endocrinology	
9811151	Nutritional Sciences	
9315513	Psychology	
8807867	Gastroenterology	
101623613	Gastroenterology	
0372706	Genetics	
9918418287206676	History of Medicine	
9114581	Communicable Diseases	
9114581	Nursing	
0373141	Technology	
0372707	Microbiology	
0415227	Neurology	
101321312	Neurology	
101321312	Nursing	
9100845	Nursing	
100888575	Nursing	
8910581	Nursing	
0406021	Physical and Rehabilitation Medicine	
9305916	Neoplasms	
0045312	Ophthalmology	
7610409	Otolaryngology	
7708917	Otolaryngology	
0372712	Pharmacology	
0372712	Physiology	
0074422	Nursing	
0074422	Psychiatry	
7904187	Psychiatry	
0372713	Psychology	
0372714	Public Health	
9708550	Medicine	
8707670	Sports Medicine	
0372715	General Surgery	
9515842	Urology	
8607793	Veterinary Medicine	
0372716	Biology	
0414110	Medicine	
0405504	Nursing	
9300792	Neoplasms	
9300792	Nursing	
8406632	General Surgery	
8406632	Nursing	
101266775	Pharmacy	
0414266	Psychiatry	
9433332	Pulmonary Medicine	
101320224	History of Medicine	
101320224	Social Sciences	
0323130	Anthropology	
0323130	History of Medicine	
0323130	Social Sciences	
0004653	Veterinary Medicine	
7909277	Anesthesiology	
7909277	Nursing	
0374236	Neoplasms	
7506524	Biochemistry	
7506524	Biophysics	
7506524	Neoplasms	
101588850	Neoplasms	
101137842	Neoplasms	
101137842	Therapeutics	
101256509	Biochemistry	
101256509	Neoplasms	
9314021	Antineoplastic Agents	
9314021	Drug Therapy	
9314021	Neoplasms	
9605408	Neoplasms	
9605408	Pharmacology	
9605408	Radiotherapy	
9605408	Therapeutics	
9100846	Epidemiology	
9100846	Neoplasms	
101130617	Neoplasms	
9000382	Cell Biology	
9000382	Neoplasms	
8812385	Neoplasms	
7806519	Antineoplastic Agents	
7806519	Neoplasms	
7607105	Neoplasms	
7607105	Pharmacology	
7607106	Antineoplastic Agents	
7609154	Antineoplastic Agents	
7905482	Neoplasms	
7905482	Therapeutics	
8916730	Neoplasms	
101723675	Neoplasms	
9438457	Neoplasms	
101499453	Neoplasms	
7704778	Neoplasms	
8808253	Neoplasms	
101561693	Neoplasms	
8409965	Antineoplastic Agents	
8409965	Drug Therapy	
101508793	Epidemiology	
101508793	Neoplasms	
9200608	Biochemistry	
9200608	Epidemiology	
9200608	Neoplasms	
9432230	Genetics, Medical	
9432230	Neoplasms	
9432230	Therapeutics	
101539150	Genetics, Medical	
101539150	Neoplasms	
7909240	Genetics, Medical	
7909240	Neoplasms	
101188791	Biochemistry	
101188791	Genetics, Medical	
101188791	Neoplasms	
101172931	Diagnostic Imaging	
101172931	Neoplasms	
101119871	Allergy and Immunology	
101119871	Neoplasms	
8605732	Allergy and Immunology	
8605732	Neoplasms	
8605732	Therapeutics	
101614637	Allergy and Immunology	
101614637	Neoplasms	
8307154	Neoplasms	
100931981	Neoplasms	
9513568	Neoplasms	
7600053	Neoplasms	
101595310	Neoplasms	
8605731	Neoplasms	
7805358	Neoplasms	
7805358	Nursing	
9312355	Neoplasms	
9312355	Nursing	
9709994	Neoplasms	
101479409	Neoplasms	
9711272	Neoplasms	
9711272	Radiotherapy	
101747728	Neoplasms	
2984705R	Neoplasms	
101155137	Neoplasms	
101168776	Neoplasms	
8218015	Neoplasms	
7607107	Antineoplastic Agents	
7607107	Neoplasms	
8008541	Neoplasms	
8008541	Therapeutics	
101694651	Drug Therapy	
101694651	Neoplasms	
7502030	Antineoplastic Agents	
7502030	Neoplasms	
0421125	Neoplasms	
101684827	Pharmacology	
101684827	Psychopharmacology	
100959352	Nursing	
8704824	Pathology	
9891256	Health Services	
100883481	Health Services	
100883481	Hospitals	
9607448	Chemistry	
8307156	Biochemistry	
0043535	Biochemistry	
0043535	Metabolism	
7704086	Neoplasms	
8008055	Neoplasms	
101549998	Cardiology	
101549998	Physiology	
9708907	Cardiology	
8300331	Cardiology	
101392712	Cardiology	
0400652	Cardiology	
9304686	Cardiology	
9304686	Vascular Diseases	
9200019	Cardiology	
9200019	Pediatrics	
9200019	Vascular Diseases	
8506637	Cardiology	
1266406	Cardiology	
101554863	Cardiology	
101554863	Metabolism	
101554863	Nephrology	
9014943	Cardiology	
9014943	Vascular Diseases	
0213744	Cardiology	
101147637	Cardiology	
101147637	Endocrinology	
101147637	Vascular Diseases	
9006912	Cardiology	
9006912	Drug Therapy	
9006912	Vascular Diseases	
8712220	Cardiology	
8712220	Drug Therapy	
8712220	Vascular Diseases	
101132083	Biomedical Engineering	
101132083	Cardiology	
101132083	Vascular Diseases	
101531846	Biomedical Engineering	
101531846	Cardiology	
101531846	Vascular Diseases	
101266881	Cardiology	
101266881	Chemistry	
101266881	Hematology	
101266881	Pharmacology	
101266881	Vascular Diseases	
101269160	Cardiology	
101269160	Drug Therapy	
101269160	Hematology	
101269160	Vascular Diseases	
101522043	Cardiology	
101522043	Therapeutics	
101522043	Vascular Diseases	
8003538	Cardiology	
8003538	Radiology	
8003538	Vascular Diseases	
101313864	Cardiology	
101313864	Vascular Diseases	
100964061	Cardiology	
100964061	Vascular Diseases	
0004704	Cardiology	
0004704	Nursing	
0004704	Vascular Diseases	
9212060	Cardiology	
9212060	Pathology	
9212060	Vascular Diseases	
100888865	Cardiology	
100888865	Vascular Diseases	
7807044	Cardiology	
7807044	Radiology	
0077427	Cardiology	
0077427	Vascular Diseases	
0415230	Cardiology	
101238551	Cardiology	
101238551	Vascular Diseases	
9308765	Cardiology	
9308765	General Surgery	
9308765	Vascular Diseases	
101319630	Cardiology	
101319630	Therapeutics	
101319630	Vascular Diseases	
101135818	Cardiology	
101135818	Toxicology	
101135818	Vascular Diseases	
101159952	Cardiology	
101159952	Diagnostic Imaging	
101159952	Vascular Diseases	
100888264	Health Services	
100888264	Nursing	
0035654	Nursing	
0103374	Dentistry	
8301759	Health Services	
7703861	Biochemistry	
7703861	Biotechnology	
101518378	Biomedical Engineering	
101518378	Orthopedics	
101518378	Transplantation	
0004743	Medicine	
9305123	Nursing	
9305123	Occupational Medicine	
7508512	Cardiology	
100884139	Cardiology	
0231743	Nursing	
16040540R	Nursing	
101269039	Cell Biology	
101269039	Education	
101269039	Science	
0367730	Dentistry	
9316754	Acquired Immunodeficiency Syndrome	
9316754	Communicable Diseases	
9316754	Sexually Transmitted Diseases	
9316755	Acquired Immunodeficiency Syndrome	
9316755	Communicable Diseases	
9316755	Sexually Transmitted Diseases	
101121060	Communicable Diseases	
0351400	Dentistry	
0413066	Cell Biology	
101469464	Cell Biology	
9417027	Cell Biology	
9417027	Molecular Biology	
9701934	Biochemistry	
9701934	Biophysics	
9701934	Cell Biology	
8305874	Biochemistry	
8305874	Cell Biology	
101133110	Cell Biology	
101133110	Education	
9307129	Cell Biology	
7708050	Cell Biology	
9114929	Cell Biology	
8506639	Cell Biology	
8506639	Toxicology	
8002185	Biophysics	
8002185	Cell Biology	
8006226	Cell Biology	
8006226	Metabolism	
101676030	Biochemistry	
101676030	Biology	
101676030	Chemistry	
101096596	Cell Biology	
101170464	Biochemistry	
101170464	Cell Biology	
101137841	Cell Biology	
9437445	Cell Biology	
101524092	Cell Biology	
101524092	Internal Medicine	
0342640	Cell Biology	
0342640	Embryology	
8811335	Cell Biology	
8811335	Embryology	
9100024	Cell Biology	
9100024	Molecular Biology	
101302316	Microbiology	
1246405	Allergy and Immunology	
1246405	Cell Biology	
101233170	Cell Biology	
101233170	Metabolism	
100883691	Cell Biology	
100883691	Microbiology	
7801029	Cell Biology	
7801029	Molecular Biology	
9216789	Cell Biology	
9216789	Molecular Biology	
9607427	Cell Biology	
9607427	Molecular Biology	
9316986	Cell Biology	
9316986	Molecular Biology	
101648302	Gastroenterology	
101242872	Allergy and Immunology	
9705402	Cell Biology	
9705402	Molecular Biology	
8200709	Cell Biology	
8200709	Molecular Biology	
8200709	Neurology	
8207421	Cell Biology	
8605339	Cell Biology	
8107192	Cell Biology	
101219418	Cell Biology	
101219418	Neoplasms	
101219418	Pathology	
101552938	Cell Biology	
101552938	Neoplasms	
101552938	Pathology	
9113221	Biochemistry	
9113221	Cell Biology	
9113221	Pharmacology	
9105195	Cell Biology	
9005331	Biotechnology	
9005331	Cell Biology	
9005331	Molecular Biology	
101573691	Cell Biology	
101573691	Molecular Biology	
101766894	Medicine	
101528176	Cell Biology	
9425763	Cell Biology	
8904683	Cell Biology	
101311472	Cell Biology	
9610925	Cell Biology	
7608465	Cell Biology	
101656080	Cell Biology	
101656080	Computational Biology	
101656080	Molecular Biology	
100965121	Cell Biology	
100965121	Histology	
100965121	Transplantation	
0174107	Cell Biology	
0174107	Histology	
0417625	Cell Biology	
0417625	Histology	
9208854	Cell Biology	
9208854	Transplantation	
9434447	Molecular Biology	
101600052	Biophysics	
101600052	Cell Biology	
101600052	Molecular Biology	
101775611	Cell Biology	
101775611	Embryology	
100883360	Anatomy	
100883360	Cell Biology	
16110080R	Cell Biology	
101636244	Nephrology	
0372566	Medicine	
0372566	Tropical Medicine	
8409968	Dentistry	
9417324	Epidemiology	
9417324	Public Health	
101501500	Neurosurgery	
101269163	Chemistry	
101269163	Neurology	
101269163	Pharmacology	
8501356	Neurosurgery	
0372565	History of Medicine	
8200710	Neurology	
8200710	Psychophysiology	
9110718	Brain	
0101157	Neurology	
101089443	Brain	
8910172	Brain	
8910172	Vascular Diseases	
9100851	Brain	
9100851	Vascular Diseases	
101577885	Vascular Diseases	
9209765	Dentistry	
0067753	Dermatology	
2984708R	Allergy and Immunology	
2984708R	Epidemiology	
2984708R	Microbiology	
0372720	Pharmacy	
2984710R	Physiology	
0402356	Gastroenterology	
0402356	Nutritional Sciences	
0042671	Gynecology	
0366653	Neurology	
0366524	Neurology	
0366524	Neurosurgery	
0005023	Ophthalmology	
2984711R	Otolaryngology	
0050734	Pathology	
0403576	Pediatrics	
0372721	Psychiatry	
0373147	Radiology	
9600515	Ophthalmology	
0416604	Public Health	
9423768	Gynecology	
9433765	Pharmacology	
9433765	Pharmacy	
9516290	Psychiatry	
9880291	Dentistry	
1264702	Medicine	
101088034	Medicine	
9809559	Medicine	
101321614	Biochemistry	
100971574	Science	
7502539	Nursing	
101294643	Chemistry	
0372723	Chemistry	
101197449	Biochemistry	
101197449	Chemistry	
9500160	Biochemistry	
9500160	Biology	
9500160	Chemistry	
101262549	Biochemistry	
101262549	Pharmacology	
0227276	Biochemistry	
0227276	Pharmacology	
0005130	Chemistry	
9610838	Chemistry	
8101573	Substance-Related Disorders	
9001090	Allergy and Immunology	
9001090	Biochemistry	
101183835	Allergy and Immunology	
101183835	Biochemistry	
0373151	Chemistry	
0377775	Chemistry	
0377775	Pharmacology	
0067206	Biochemistry	
101085550	Chemistry	
8807448	Toxicology	
2985134R	Chemistry	
8217190	Biochemistry	
0335405	Chemistry	
100937360	Biochemistry	
8401667	Antineoplastic Agents	
8401667	Drug Therapy	
8401667	Neoplasms	
9513783	Chemistry	
101594811	Chemistry	
101259013	Chemistry	
101259013	Pharmacology	
0320657	Biology	
0320657	Chemistry	
0320657	Environmental Health	
0144731	Drug Therapy	
100954211	Biophysics	
100954211	Chemistry	
100954211	Physics	
101319536	Chemistry	
101319536	Toxicology	
0231335	Pulmonary Medicine	
9208495	General Surgery	
9208495	Pulmonary Medicine	
7505427	Medicine	
7801702	Pediatrics	
101142157	Pediatrics	
101142157	Psychology	
9313451	Pediatrics	
9313451	Psychiatry	
7602632	Pediatrics	
0372725	Pediatrics	
9881972	Pediatrics	
9602869	Pediatrics	
8910177	Nephrology	
8910177	Pediatrics	
9512515	Neurology	
9512515	Psychology	
101542497	Metabolism	
101542497	Pediatrics	
1275332	Pediatrics	
1275332	Psychiatry	
0320227	Health Services	
0320227	Pediatrics	
0372735	Health Services	
0372735	Pediatrics	
0320036	Health Services	
0320036	Pediatrics	
7505428	Neurology	
7505428	Pediatrics	
8503227	Neurology	
8503227	Pediatrics	
0411425	Dentistry	
101540510	Molecular Biology	
101540510	Transplantation	
0373152	Chemistry	
101608375	Neoplasms	
9100855	Biotechnology	
101498232	Neoplasms	
100892845	Dentistry	
101088612	Gastroenterology	
101181180	Complementary Therapies	
101504416	Complementary Therapies	
7804502	Physiology	
100886162	General Surgery	
100886162	Traumatology	
0005256	Medicine	
7513795	Medicine	
9112559	Complementary Therapies	
0116405	Medicine	
0151751	Dentistry	
0435763	General Surgery	
0151753	General Surgery	
100937750	General Surgery	
0373156	Dentistry	
0373156	General Surgery	
2985137R	Orthopedics	
2985137R	Traumatology	
0372573	Orthopedics	
0372731	General Surgery	
0372731	Pathology	
7804068	General Surgery	
7804068	Pediatrics	
8914261	Chemistry	
8914261	Molecular Biology	
8213054	Chiropractic	
8213054	History of Medicine	
101551481	Complementary Therapies	
16140410R	General Surgery	
7501738	General Surgery	
9213031	General Surgery	
0236600	General Surgery	
9918383081906676	General Surgery	
7605561	Nursing	
9507416	Ethics	
0047107	Nursing	
0427031	Chemistry	
2985138R	Molecular Biology	
9313452	Molecular Biology	
101197408	Pulmonary Medicine	
8506870	Epidemiology	
101556266	Epidemiology	
101556266	Traumatology	
101253019	Medicine	
7505430	Dentistry	
8501362	Physiology	
0434557	Physiology	
9310053	Toxicology	
0373160	Medicine	
0356636	Medicine	
0205132	Nursing	
9713483	Public Health	
100883848	Nursing	
9879224	Dentistry	
0372736	General Surgery	
1254104	General Surgery	
101771152	General Surgery	
1252763	Urology	
8900492	General Surgery	
8900492	Pediatrics	
101474365	Cardiology	
101474365	Vascular Diseases	
101489144	Cardiology	
101489144	Genetics, Medical	
101489144	Vascular Diseases	
101479935	Cardiology	
101479935	Diagnostic Imaging	
101479935	Vascular Diseases	
101499602	Cardiology	
101499602	Vascular Diseases	
101489148	Cardiology	
101489148	Vascular Diseases	
101714113	Cardiology	
101714113	Genetics, Medical	
101714113	Vascular Diseases	
101479941	Cardiology	
101479941	Vascular Diseases	
101137683	Cardiology	
101137683	Vascular Diseases	
9884920	Dentistry	
0047103	Cardiology	
0047103	Vascular Diseases	
0414112	Cardiology	
0414112	Vascular Diseases	
7905492	Cardiology	
0147763	Cardiology	
0147763	Vascular Diseases	
100893237	Emergency Medicine	
9881057	Biology	
9881057	Genetics	
8302065	Ophthalmology	
9102566	Dentistry	
9102566	General Surgery	
0372737	Dentistry	
0372737	General Surgery	
8703441	Medicine	
0373162	Medicine	
9810959	Gynecology	
101167661	Hematology	
101167661	Neoplasms	
101597440	Dentistry	
0311172	Allergy and Immunology	
9431211	Allergy and Immunology	
8809128	Anatomy	
0317206	Anesthesiology	
9508125	Vascular Diseases	
9106549	Neurology	
0133660	Biochemistry	
8611877	Biomedical Engineering	
8611877	Physiology	
100898731	Neoplasms	
1257734	Neoplasms	
9433326	Metabolism	
9502500	Neoplasms	
7903272	Cardiology	
9421549	Chemistry, Clinical	
9806306	Chemistry, Clinical	
9806306	Clinical Laboratory Techniques	
7907612	Pulmonary Medicine	
9807947	Pediatrics	
9807947	Psychology	
9604507	Pediatrics	
9604507	Psychiatry	
9604507	Psychology	
1302422	Chemistry, Clinical	
101120693	Gastroenterology	
101120693	Neoplasms	
9113696	Speech-Language Pathology	
9816002	Hospitals	
8406412	Dermatology	
101183692	Allergy and Immunology	
9421292	Allergy and Immunology	
9421292	Clinical Laboratory Techniques	
7904770	Diagnostic Imaging	
9309653	Virology	
9504817	Drug Therapy	
9504817	Pharmacology	
9207893	Teratology	
101213033	Brain	
101213033	Neurology	
0236454	Brain	
0346653	Endocrinology	
0357424	Endocrinology	
0357424	Metabolism	
101516977	Genetics, Medical	
100883600	Internal Medicine	
9816180	Nursing	
8906443	Allergy and Immunology	
101692332	Dentistry	
7606847	Dermatology	
8201411	Nephrology	
9305929	Vascular Diseases	
7803060	Cardiology	
8207790	Vascular Diseases	
8207433	Cardiology	
8207433	Gynecology	
8207433	Obstetrics	
8207433	Perinatology	
0057202	Allergy and Immunology	
100973405	Medicine	
8409970	Neoplasms	
9709923	Nephrology	
7909724	Neurology	
7802110	Gynecology	
7802110	Obstetrics	
100896531	Ophthalmology	
8703442	Ophthalmology	
100889732	Pathology	
0425076	Pharmacology	
0425076	Physiology	
7611484	Pharmacology	
7611484	Physiology	
8308521	Rheumatology	
0365261	Gastroenterology	
101160775	Gastroenterology	
0253664	Genetics, Medical	
101260955	Neoplasms	
101260955	Urology	
8603766	Geriatrics	
8300869	Geriatrics	
2985140R	Gynecology	
0331547	Hematology	
9709206	Hematology	
9709206	Vascular Diseases	
8911831	Diagnostic Imaging	
100883537	Allergy and Immunology	
0356637	Allergy and Immunology	
8202349	Allergy and Immunology	
100888977	Dentistry	
9203213	Communicable Diseases	
9101410	Cardiology	
9101410	Critical Care	
101273480	Geriatrics	
7804071	Medicine	
9207154	Medicine	
9208512	Vascular Diseases	
101271570	Nephrology	
101477246	Gastroenterology	
9705336	Neoplasms	
9705336	Nursing	
8507389	Neurology	
8507389	Psychophysiology	
9103300	Sports Medicine	
9705611	Clinical Laboratory Techniques	
7907061	Hematology	
8100174	Clinical Laboratory Techniques	
8806547	Clinical Laboratory Techniques	
8806547	Technology	
9314884	General Surgery	
100900959	Health Services	
8802622	Speech-Language Pathology	
9710002	Gastroenterology	
100893225	Neoplasms	
100893225	Pulmonary Medicine	
100898741	Neoplasms	
101256500	Neoplasms	
101525386	Neoplasms	
8707278	Biomedical Engineering	
101092853	Medicine	
101175887	Medicine	
9516420	Communicable Diseases	
9516420	Microbiology	
8807282	Microbiology	
101586730	Gastroenterology	
0364441	Nephrology	
7502039	Neurology	
7502039	Neurosurgery	
8214420	Neurology	
8214420	Pathology	
7607910	Psychopharmacology	
100883319	Neurology	
100883319	Psychophysiology	
8806548	Neurology	
8806548	Psychology	
101526693	Neurology	
101526693	Radiology	
9315128	Neurology	
2985141R	Neurosurgery	
0400665	Pulmonary Medicine	
7611109	Nuclear Medicine	
9433629	Neurology	
9433629	Nursing	
9208508	Nursing	
8709115	Nursing	
8309603	Nutritional Sciences	
101654592	Nutritional Sciences	
101560587	Metabolism	
7509601	Gynecology	
7509601	Obstetrics	
0070014	Gynecology	
0070014	Obstetrics	
100893239	Environmental Health	
100893239	Occupational Medicine	
9208273	Dentistry	
7511426	Neoplasms	
9002902	Neoplasms	
9105713	Dentistry	
9105713	General Surgery	
9707115	Dentistry	
0075674	Orthopedics	
101505087	Orthopedics	
0372601	Orthopedics	
101247023	Otolaryngology	
7701793	Otolaryngology	
0372602	Otolaryngology	
0372603	Pediatrics	
0372606	Pediatrics	
9305935	Health Services Research	
7501306	Perinatology	
8207437	Pharmacy	
7606849	Pharmacology	
101572899	Drug Therapy	
101572899	Pharmacology	
0372741	Drug Therapy	
0372741	Pharmacology	
8209031	Biomedical Engineering	
8209031	Biophysics	
8209031	Physics	
8209031	Physiology	
8309768	Physiology	
8305885	Biochemistry	
8305885	Physiology	
101137604	Pathology	
101137604	Physiology	
0424767	General Surgery	
8604974	General Surgery	
8604974	Podiatry	
8501789	Podiatry	
9214656	Health Services Research	
8004895	Dentistry	
100892390	Health Services Research	
7503483	Pediatrics	
101155459	Neoplasms	
101155459	Urology	
9416196	Psychiatry	
9416196	Psychology	
9416196	Therapeutics	
8111117	Psychology	
1306016	Radiology	
8802181	Physical and Rehabilitation Medicine	
8218028	Reproductive Medicine	
7806789	Medicine	
101264123	Cardiology	
101538987	Cardiology	
101553659	Gastroenterology	
101315570	Pulmonary Medicine	
8308524	Allergy and Immunology	
9504368	Allergy and Immunology	
7604943	Rheumatology	
8211469	Rheumatology	
101312513	Psychiatry	
0367732	Medicine	
7905731	Medicine	
7905731	Science	
0367540	Biochemistry	
0367540	Genetics	
0367540	Medicine	
7907311	Biochemistry	
7907311	Molecular Biology	
101675083	Orthopedics	
8112473	Sports Medicine	
0103677	Medicine	
101227511	Education	
9806359	Veterinary Medicine	
0372604	Drug Therapy	
0372604	Therapeutics	
7706726	Drug Therapy	
7706726	Therapeutics	
0205535	Toxicology	
101241654	Toxicology	
101532142	Gastroenterology	
101597971	Biomedical Engineering	
101597971	Medicine	
101247119	Neoplasms	
101474067	Medicine	
8812419	Transplantation	
8710240	Transplantation	
101197451	Medicine	
101197451	Therapeutics	
0066472	Medicine	
0066472	Therapeutics	
9212070	Medicine	
9212070	Therapeutics	
101252125	Allergy and Immunology	
101252125	Clinical Laboratory Techniques	
101244734	Medicine	
0057664	History of Medicine	
100883430	Molecular Biology	
101125444	Cell Biology	
101125444	Genetics	
9711805	Medicine	
101620603	Medicine	
1250251	Nursing	
9514898	Neurology	
9514898	Pharmacology	
9431220	Drug Therapy	
9431220	Neurology	
9431220	Pharmacology	
101269155	Drug Therapy	
101269155	Neurology	
101473265	Neurology	
101473265	Therapeutics	
101594668	Neoplasms	
9702877	Neurology	
9702877	Psychiatry	
101121166	Audiology	
100909747	Health Services Research	
100909747	Medicine	
101623246	Audiology	
101623246	Speech-Language Pathology	
0373165	Cardiology	
0373165	Medicine	
101083946	Behavioral Sciences	
101083946	Neurology	
101167278	Neurology	
101167278	Psychiatry	
101167278	Psychology	
101143317	Behavioral Sciences	
101143317	Therapeutics	
8710375	Psychology	
9713497	Neurology	
9713497	Psychiatry	
8411889	Neurology	
8411889	Psychology	
101518151	Neurology	
101518151	Psychology	
101177984	Psychology	
0241111	Psychology	
101697632	Psychology	
7708195	Psychology	
0367541	Psychology	
101660017	Genetics, Medical	
101513680	Biology	
101571139	Medicine	
101524530	Clinical Laboratory Techniques	
1256107	Biology	
8003354	Anthropology	
8003354	Medicine	
8102998	Rheumatology	
8500687	Medicine	
0413664	Cardiology	
0413664	Pulmonary Medicine	
9612493	Nursing	
9315133	Chemistry	
8003550	Medicine	
8502809	Nursing	
16320400R	Nursing	
9212578	Internal Medicine	
9212578	Primary Health Care	
100883611	Gastroenterology	
9875021	Dentistry	
9810948	Chemistry	
9810948	Molecular Biology	
9310060	Acquired Immunodeficiency Syndrome	
101200320	Biology	
101200320	Environmental Health	
0326114	Biology	
0326114	Psychology	
9108419	Communicable Diseases	
101735394	Communicable Diseases	
101601804	Communicable Diseases	
9808711	Communicable Diseases	
9808711	Public Health	
9312372	Acquired Immunodeficiency Syndrome	
9312372	Communicable Diseases	
9312372	Sexually Transmitted Diseases	
9314041	Communicable Diseases	
9312012	Communicable Diseases	
9312012	Sexually Transmitted Diseases	
101201068	Health Services	
101201068	Medicine	
7707277	Nursing	
7706729	Pharmacology	
101140094	Health Services Research	
101140094	Public Health	
8411261	Dentistry	
8411261	Public Health	
0410263	Dentistry	
0410263	Epidemiology	
9810770	Genetics, Medical	
0226630	Public Health	
9918299681106676	Health Services	
9918299681106676	Public Health	
7808693	Public Health	
7907617	Public Health	
0005735	Psychology	
8506876	Nursing	
9508559	Nursing	
7900730	Nursing	
9809060	Nursing	
7502545	Biochemistry	
7502545	Physiology	
1276312	Physiology	
9806096	Molecular Biology	
9806096	Physiology	
9516062	Physiology	
2984730R	Biochemistry	
9516061	Biochemistry	
9516061	Molecular Biology	
9430606	Biochemistry	
9430606	Molecular Biology	
7503763	Pharmacology	
8310013	Pharmacology	
8310013	Toxicology	
9516060	Endocrinology	
9516060	Pharmacology	
9516060	Toxicology	
100959500	Pharmacology	
100959500	Toxicology	
9441449	Physiology	
101270611	Biochemistry	
101270611	Genetics	
9430518	Endocrinology	
9430518	Pharmacology	
9430518	Toxicology	
9441448	Physiology	
7600504	Pharmacology	
7808924	Allergy and Immunology	
7808924	Communicable Diseases	
7808924	Microbiology	
7808924	Veterinary Medicine	
100900466	Laboratory Animal Science	
100900466	Medicine	
7801707	Medicine	
9600713	Dentistry	
9600713	Education	
8110106	Dentistry	
101094904	Dentistry	
101094904	Education	
8210675	Dentistry	
101290247	Veterinary Medicine	
9110139	Dentistry	
8702480	Dentistry	
8409977	Allergy and Immunology	
8903074	Allergy and Immunology	
101698453	Complementary Therapies	
101225531	Complementary Therapies	
101225531	Nursing	
101225531	Obstetrics	
101225531	Perinatology	
9308777	Complementary Therapies	
9506953	Complementary Therapies	
9506953	Nursing	
9506953	Obstetrics	
9506953	Perinatology	
101682864	Nursing	
101682864	Pediatrics	
8710568	Geriatrics	
8712368	Geriatrics	
8809131	Geriatrics	
100910750	Ophthalmology	
101574442	Physiology	
0372612	Psychiatry	
101305205	Nutritional Sciences	
7605837	Therapeutics	
9708375	General Surgery	
8511758	Biology	
8511758	Biomedical Engineering	
101681550	General Surgery	
101681550	Technology	
101157394	Chemistry	
101157394	Computational Biology	
101157394	Medical Informatics	
1250250	Biology	
1250250	Medical Informatics	
1250250	Medicine	
0100331	Biology	
0100331	Medical Informatics	
0100331	Medicine	
7607706	Chemistry	
7607706	Medical Informatics	
101141667	Medical Informatics	
101141667	Nursing	
101279357	Computational Biology	
101279357	Neurology	
101277751	Medical Informatics	
8806104	Diagnostic Imaging	
9802899	Biomedical Engineering	
9802899	Physiology	
8506513	Medical Informatics	
8507717	Medical Informatics	
8507717	Nursing	
0237013	Biomedical Engineering	
0237013	Technology	
8208620	Radiology	
101294517	Computational Biology	
7703872	Biomedical Engineering	
7703872	Radiology	
8305245	Biomedical Engineering	
8412469	Allergy and Immunology	
8412469	Pathology	
9214659	Nursing	
2984731R	Public Health	
0412676	Psychology	
7610427	Dentistry	
101243413	Biomedical Engineering	
9011101	Critical Care	
9011101	Nursing	
7600680	Neurology	
0207314	Psychiatry	
9306292	Teratology	
101256510	Cardiology	
9714174	Cardiology	
0372745	Medicine	
9878914	Nursing	
0365263	Rheumatology	
9303140	Psychology	
9303140	Psychophysiology	
8106383	Medicine	
9108119	Health Services Research	
9108119	Medicine	
9882301	Environmental Health	
9013983	Pharmacy	
0215776	Health Services Research	
0215776	Public Health	
9712714	Ophthalmology	
7604950	Dermatology	
7509610	Ophthalmology	
0417430	Dentistry	
0352463	Biomedical Engineering	
0352714	Biomedical Engineering	
7900421	Anesthesiology	
101242342	Medicine	
101242342	Therapeutics	
9007257	Internal Medicine	
8508326	Biochemistry	
8508326	Chemistry, Clinical	
8508328	Health Services	
0071075	Neurology	
9211867	Nursing	
8219527	Orthopedics	
8702030	Pediatrics	
7905177	Pharmacy	
0314145	Allergy and Immunology	
9204153	Laboratory Animal Science	
9204153	Veterinary Medicine	
0363025	Allergy and Immunology	
8912618	Urology	
8807456	Health Services	
9508119	Health Services	
9508119	Hospitals	
9509333	Neurology	
100962178	Health Services	
100962178	Hospitals	
9314045	Family Planning Services	
9314045	Gynecology	
9314045	Obstetrics	
9314045	Reproductive Medicine	
0411244	Medicine	
0411244	Reproductive Medicine	
0234361	Reproductive Medicine	
101286760	Diagnostic Imaging	
7807252	Epidemiology	
7807252	Statistics as Topic	
7702984	Gynecology	
7702984	Obstetrics	
9815689	Microbiology	
0401476	Allergy and Immunology	
0401476	Microbiology	
7513582	Nephrology	
0420475	Biology	
0006021	Neurology	
8006242	Medicine	
8006242	Therapeutics	
8506311	Psychiatry	
16420030R	Dentistry	
101211769	Pulmonary Medicine	
0372614	Cardiology	
0372614	Vascular Diseases	
8216186	Ophthalmology	
9892180	Jurisprudence	
9892180	Public Health	
7703647	Health Services Research	
7703647	Jurisprudence	
0074245	Veterinary Medicine	
9011445	Cardiology	
9011445	Vascular Diseases	
7600506	Dentistry	
0100725	Behavioral Sciences	
0100725	Brain	
0100725	Neurology	
0247470	Dermatology	
0247470	General Surgery	
0247470	Sexually Transmitted Diseases	
8002944	Health Services	
8002944	Hospitals	
0372710	Pharmacy	
