NlmUniqueID	BroadJournalHeading	
9100907	Therapeutics	
9918487342606676	Health Services Research	
0374726	Psychiatry	
101320232	Speech-Language Pathology	
9307702	Nutritional Sciences	
9307702	Sports Medicine	
100939812	Metabolism	
100939812	Nutritional Sciences	
100939812	Sports Medicine	
8008349	Sports Medicine	
101276430	Physiology	
101276430	Sports Medicine	
9007917	Acquired Immunodeficiency Syndrome	
101274068	Vascular Diseases	
101228232	General Surgery	
100965774	General Surgery	
101566285	General Surgery	
101566285	Neoplasms	
9314927	General Surgery	
9314927	Pathology	
0042143	Bacteriology	
100899600	Microbiology	
8508113	Health Services Research	
8508113	Technology	
8302116	Allergy and Immunology	
8302116	Pathology	
8302116	Rheumatology	
9708436	Toxicology	
9506955	Nursing	
9506955	Traumatology	
9706389	Pulmonary Medicine	
9440237	Urology	
1273304	Nutritional Sciences	
9211653	Nutritional Sciences	
100965420	Complementary Therapies	
7505008	Communicable Diseases	
100958373	Military Medicine	
100958373	Tropical Medicine	
9816585	Microbiology	
9804403	Physiology	
7808754	Nursing	
7904294	Ophthalmology	
0374731	Ophthalmology	
101184882	Dentistry	
101184882	Orthodontics	
7705431	Orthopedics	
101504990	Family Planning Services	
101504990	Reproductive Medicine	
0135645	Pharmacology	
0135645	Psychiatry	
0401660	Psychiatry	
9007918	Geriatrics	
9007918	Psychiatry	
8010942	Health Services	
8010942	Public Health	
7911315	Physical and Rehabilitation Medicine	
101475846	Cell Biology	
101475846	Molecular Biology	
0374736	Anatomy	
2985180R	Cell Biology	
0177061	Cell Biology	
0374737	Pathology	
8712260	Allergy and Immunology	
0374740	Biology	
0374740	Neurology	
0372105	Neurology	
7608349	Physiology	
8918131	Psychiatry	
7511476	Tropical Medicine	
0043524	General Surgery	
9612993	Audiology	
101567041	Gynecology	
101567041	Urology	
9514583	Gynecology	
9514583	Urology	
0262521	Nephrology	
0262521	Urology	
101230907	Traumatology	
0410302	Physiology	
0340713	Pharmacology	
0332153	Nutritional Sciences	
1274010	Biochemistry	
101478378	Biology	
101128834	Neoplasms	
101128834	Therapeutics	
101152341	Biology	
101152341	Zoology	
101234521	Environmental Health	
9318485	Health Services	
9105843	Behavioral Sciences	
9105843	Neurology	
9105843	Psychophysiology	
101319534	Behavioral Sciences	
101319534	Psychology	
101492420	Zoology	
101299965	Psychiatry	
7704851	Critical Care	
8507471	Critical Care	
8507471	Nursing	
8600423	Critical Care	
9211274	Critical Care	
9211274	Nursing	
8009540	Anesthesiology	
101158399	Cardiology	
101158399	General Surgery	
101158399	Pulmonary Medicine	
101158399	Vascular Diseases	
9918540787006676	Cardiology	
9918540787006676	General Surgery	
9918540787006676	Pulmonary Medicine	
9918540787006676	Vascular Diseases	
101515919	Computational Biology	
0135125	Geriatrics	
101665187	Geriatrics	
8003803	Allergy and Immunology	
8003803	Molecular Biology	
101263418	Emergency Medicine	
101263418	Internal Medicine	
9204241	Internal Medicine	
101092952	Internal Medicine	
100956930	Health Services	
0264620	Internal Medicine	
9203358	Health Services Research	
101615153	Cardiology	
9602695	Neurology	
9602695	Radiology	
0364265	Virology	
8202435	Neoplasms	
9602489	Neurology	
7805425	Cell Biology	
7805425	Pathology	
0421531	Medicine	
9108180	Education	
9108180	Nursing	
8309330	Antineoplastic Agents	
8309330	Pharmacology	
0374730	Ophthalmology	
7703701	Ophthalmology	
0045377	Radiology	
0374747	Urology	
101674989	Urology	
9104156	Urology	
9004840	Physiology	
0364544	Molecular Biology	
9301639	Dentistry	
8403404	Medicine	
8908272	Orthopedics	
0166245	Reproductive Medicine	
7806864	Medicine	
8900208	Psychiatry	
0430275	Medicine	
0323465	Hospitals	
0323465	Nursing	
17710360R	Nursing	
0323464	Nursing	
9814853	Biology	
9814853	Medicine	
101146178	Allergy and Immunology	
101282932	Allergy and Immunology	
101316967	Nephrology	
8104374	Medicine	
9883855	Dentistry	
7906878	Ethics	
7505551	Medicine	
7505551	Reproductive Medicine	
0413672	Medicine	
0374750	Biomedical Engineering	
2985182R	History of Medicine	
101495366	Endocrinology	
101495366	Gastroenterology	
101301086	Environmental Health	
101301086	Microbiology	
9602611	Environmental Health	
7706779	Biochemistry	
7706779	Molecular Biology	
0374751	Psychiatry	
101584158	Health Services	
101584158	Health Services Research	
101584158	Public Health	
0013105	Medicine	
9918231290106676	Psychiatry	
8108287	Psychiatry	
0404433	Biology	
100930740	Medicine	
17710500R	Genetics	
101087100	Health Services Research	
101174923	Substance-Related Disorders	
101161182	Health Services Research	
101178232	Health Services	
101178227	Public Health	
100898603	Geriatrics	
100898603	Health Services Research	
101132264	Health Services Research	
9806954	Health Services Research	
101133095	Health Services Research	
101133095	Public Health	
101502213	Health Services Research	
101502213	Public Health	
9812946	Health Services Research	
9812946	Public Health	
9888076	Medicine	
8505238	Nursing	
101095748	Public Health	
7702326	Nursing	
7702326	Pediatrics	
100886782	Health Services Research	
7908143	Health Services	
7908143	Nursing	
7908143	Women's Health	
8511295	Jurisprudence	
7907126	Nursing	
7907126	Psychology	
9425140	Dentistry	
0163320	Dermatology	
100909716	Cardiology	
101223651	Cardiology	
9612303	Anatomy	
9612303	Embryology	
0376564	Biochemistry	
101778002	Dermatology	
101778002	Sexually Transmitted Diseases	
8000544	Gastroenterology	
9711056	Gastroenterology	
8006502	Neurology	
7511480	Orthopedics	
7511480	Traumatology	
7801241	Orthopedics	
7801241	Traumatology	
101510759	Pediatrics	
8213451	General Surgery	
100888706	Biochemistry	
100888706	Molecular Biology	
101623101	Chemistry	
0133265	Pharmacology	
0133265	Physiology	
0133265	Reproductive Medicine	
17720370R	Biomedical Engineering	
9300152	Biology	
7505543	Biology	
7503809	Physiology	
7600108	Microbiology	
101507025	Health Services	
101507025	Medical Informatics	
9710011	Ophthalmology	
9710011	Pediatrics	
0364547	Pediatrics	
0364547	Psychiatry	
0364547	Psychology	
0034461	Psychology	
101775059	Psychiatry	
7610507	Dentistry	
101573920	Nutritional Sciences	
9433751	Emergency Medicine	
7503051	Audiology	
7503051	Speech-Language Pathology	
100892005	Acquired Immunodeficiency Syndrome	
8812597	Acquired Immunodeficiency Syndrome	
8812597	Sexually Transmitted Diseases	
9501482	Acquired Immunodeficiency Syndrome	
9501482	Virology	
101490763	Complementary Therapies	
9107051	Substance-Related Disorders	
101306759	Substance-Related Disorders	
9616159	Nursing	
9616159	Substance-Related Disorders	
100888552	Dentistry	
7808986	Pediatrics	
9102136	Pediatrics	
8100395	Pediatrics	
101543508	Neoplasms	
101543508	Pediatrics	
8901657	General Surgery	
8901657	Nursing	
7609811	Nursing	
101546952	Medicine	
101546952	Science	
8809251	Drug Therapy	
8809251	Pulmonary Medicine	
101475057	Drug Therapy	
101475057	Pulmonary Medicine	
7906073	Psychiatry	
8912686	Geriatrics	
9415639	Geriatrics	
8914669	Geriatrics	
8914669	Public Health	
8916517	Geriatrics	
0374755	Chemistry	
0374755	Nutritional Sciences	
9613956	Occupational Medicine	
9421530	Occupational Medicine	
9202024	Health Services	
9202024	Medical Informatics	
9002199	Aerospace Medicine	
9002199	Emergency Medicine	
7505567	Environmental Health	
9503111	Environmental Health	
9002202	Environmental Health	
7505557	Dentistry	
7503054	Dentistry	
7503055	Ophthalmology	
1305603	Allergy and Immunology	
1275002	Allergy and Immunology	
101597220	Allergy and Immunology	
0361603	Education	
0361603	Health Services	
9508124	Complementary Therapies	
9814863	Geriatrics	
9814863	Neurology	
9114646	Audiology	
8704565	Pediatrics	
8704565	Psychiatry	
7505568	Psychiatry	
7907132	Dermatology	
7605632	Dentistry	
8916634	Nursing	
9417468	General Surgery	
9417468	Orthopedics	
101724868	Orthopedics	
9708963	Jurisprudence	
9708963	Psychiatry	
7505570	Psychiatry	
101177980	Psychiatry	
0415027	Veterinary Medicine	
9417443	Gynecology	
101269489	Laboratory Animal Science	
7601746	Nephrology	
7601746	Nursing	
0431453	Anesthesiology	
0431453	Nursing	
101600770	Nursing	
7907691	Audiology	
7602679	Audiology	
101256526	Primary Health Care	
8807505	Primary Health Care	
7503056	Chemistry	
8301365	Cardiology	
7503057	Dentistry	
8214119	Health Services	
7503059	Health Services	
8215879	Nutritional Sciences	
101190326	Radiology	
9431305	General Surgery	
9431305	Gynecology	
9431305	Obstetrics	
7503060	Dentistry	
7505571	Dentistry	
7503061	Nutritional Sciences	
7503062	Geriatrics	
9442073	Health Services Research	
9442073	Hospitals	
101580524	Cardiology	
101580524	Vascular Diseases	
7701858	Ophthalmology	
100893243	Medicine	
9430800	Medical Informatics	
9810653	Medicine	
7503064	Medicine	
8511299	Tropical Medicine	
8904843	Tropical Medicine	
9918300687506676	Nutritional Sciences	
7505574	Chemistry	
7505575	Ophthalmology	
7503065	Osteopathic Medicine	
8303486	Neurology	
8303486	Physical and Rehabilitation Medicine	
7505576	Pharmacy	
101176252	Pharmacy	
9601004	Pharmacy	
8501423	Podiatry	
7505577	Podiatry	
9507418	Nursing	
9507418	Psychiatry	
7505579	Psychiatry	
101613234	Pathology	
8801388	Diagnostic Imaging	
7503066	Dentistry	
7503066	Geriatrics	
101312518	Cardiology	
101312518	Vascular Diseases	
9010412	Chemistry Techniques, Analytical	
9013836	Nephrology	
0415031	Dentistry	
7505581	Dentistry	
7505581	Psychiatry	
9875580	Dentistry	
9875580	Orthodontics	
7500328	Sexually Transmitted Diseases	
7503067	Veterinary Medicine	
7802876	Health Services	
0376573	Psychology	
7705085	Toxicology	
0137162	Anatomy	
7505583	Anatomy	
7505583	Reproductive Medicine	
8106453	Reproductive Medicine	
8106453	Urology	
8905667	Anesthesiology	
101651624	Anesthesiology	
101651624	History of Medicine	
100955807	Genetics	
100955807	Reproductive Medicine	
100955807	Veterinary Medicine	
100955807	Zoology	
0376574	Environmental Health	
0376574	Zoology	
101126979	Nutritional Sciences	
101126979	Physiology	
101126979	Veterinary Medicine	
8003002	Veterinary Medicine	
101491368	Anthropology	
9815684	Geriatrics	
9815684	Physiology	
0151115	Anti-Infective Agents	
0154411	Anti-Infective Agents	
7513617	Anti-Infective Agents	
8710131	Psychiatry	
9215446	Chemistry Techniques, Analytical	
9875625	Dentistry	
9804404	Veterinary Medicine	
7503050	Bacteriology	
0174763	Behavioral Sciences	
7908148	Biochemistry	
9011484	Biomedical Engineering	
101180437	Nanotechnology	
101586617	Biomedical Engineering	
101586617	Nanotechnology	
9315240	Biomedical Engineering	
9315240	Physiology	
9315240	Sports Medicine	
101221755	Medicine	
101089176	Biophysics	
101089176	Physics	
9514582	Genetics	
8606502	Acquired Immunodeficiency Syndrome	
8606502	Geriatrics	
101693884	Clinical Laboratory Techniques	
101084377	Statistics as Topic	
9706280	Microbiology	
101189774	Dentistry	
0376576	Physiology	
8502536	Physiology	
7801242	Physiology	
7801242	Pulmonary Medicine	
0222526	Psychology	
9613616	Psychiatry	
8109495	Toxicology	
9884881	Veterinary Medicine	
7503069	Medicine	
8703515	Orthopedics	
9815648	Biomedical Engineering	
8608483	Endocrinology	
100888334	Botany	
100888334	Chemistry	
9206495	Genetics	
9206495	Reproductive Medicine	
9113765	Medicine	
1275534	Biomedical Engineering	
7705084	Education	
7705084	Hospitals	
9111870	Acquired Immunodeficiency Syndrome	
9111870	Nursing	
7505559	Chemistry Techniques, Analytical	
8410048	Neoplasms	
8410048	Nursing	
8410048	Pediatrics	
7503071	Physical and Rehabilitation Medicine	
7503071	Psychiatry	
7505585	Medicine	
100892857	Otolaryngology	
8106454	Allergy and Immunology	
8106454	Pulmonary Medicine	
0376577	Allergy and Immunology	
0376577	Pulmonary Medicine	
0242574	Cardiology	
9506298	Vascular Diseases	
9301647	Sports Medicine	
9615686	Psychiatry	
0014024	Audiology	
7803121	Photography	
9883613	Dentistry	
9883613	General Surgery	
1264240	Psychiatry	
7904301	Pediatrics	
7904301	Psychiatry	
8812164	Allergy and Immunology	
8003419	Neurology	
8106455	Neurology	
8106455	Pharmacology	
9875624	Dentistry	
9512497	Veterinary Medicine	
8910750	Medicine	
9201340	Physical and Rehabilitation Medicine	
9201340	Physiology	
2985120R	Bacteriology	
7505588	Dentistry	
7505588	General Surgery	
9101750	Pharmacology	
9101750	Physiology	
8503885	Microbiology	
101602037	Behavioral Sciences	
101602037	Psychiatry	
9803531	Behavioral Sciences	
9803531	Health Services	
9803531	Health Services Research	
7807105	Behavioral Sciences	
0245075	Behavioral Sciences	
0245075	Psychiatry	
0245075	Therapeutics	
7903136	Physical and Rehabilitation Medicine	
7903136	Rheumatology	
7903309	Physical and Rehabilitation Medicine	
0420407	Radiology	
0071414	Physical and Rehabilitation Medicine	
0071414	Rheumatology	
7507180	Dentistry	
101730067	Ophthalmology	
101730067	Therapeutics	
0376600	Biochemistry	
7907378	Biochemistry	
7907378	Biophysics	
9702084	Biochemistry	
9702084	Molecular Biology	
9714994	Biochemistry	
9714994	Biophysics	
9714994	Molecular Biology	
9717231	Biochemistry	
9717231	Molecular Biology	
9717231	Toxicology	
8700114	Toxicology	
0425742	Medical Informatics	
1301714	Biochemistry	
1301714	Metabolism	
7701859	Biochemistry	
7701859	Metabolism	
7801772	Biomedical Engineering	
101250741	Ethics	
101187344	Computational Biology	
101147570	Biology	
0400336	Dentistry	
2985121R	Biochemistry	
101299725	Biology	
9616326	Biochemistry	
8006504	Photography	
7503073	Photography	
0417731	Biophysics	
0417731	Physics	
8809253	Biochemistry	
8809253	Biology	
8219656	Allergy and Immunology	
8219656	Neoplasms	
8219656	Pharmacology	
8700115	Physiology	
0400335	Allergy and Immunology	
0400335	Biotechnology	
8612490	Biochemistry	
8612490	Biophysics	
8813912	Biomedical Engineering	
9007393	Biomedical Engineering	
0157375	Physiology	
7909584	Biomedical Engineering	
101135740	Biotechnology	
101135740	Medicine	
7906074	Biomedical Engineering	
100970413	Medical Informatics	
0112726	Biomedical Engineering	
101234237	Biomedical Engineering	
101234238	Biomedical Engineering	
101230869	Nanotechnology	
9605853	Biomedical Engineering	
9605853	Ophthalmology	
9421567	Medicine	
101531992	Computational Biology	
9110829	Molecular Biology	
9110829	Nuclear Medicine	
9612112	Molecular Biology	
8404176	Biochemistry	
8404176	Molecular Biology	
100888641	Biotechnology	
9200436	Pharmacology	
9200436	Statistics as Topic	
101318567	Biophysics	
8100809	Biochemistry	
8100809	Biology	
100888800	Biomedical Engineering	
100888800	Microbiology	
0177346	Social Sciences	
0235416	Social Sciences	
8411927	Biotechnology	
9700068	Physical and Rehabilitation Medicine	
9700068	Therapeutics	
0014030	General Surgery	
0014030	Orthopedics	
0375355	General Surgery	
0375355	Orthopedics	
9436705	Metabolism	
8610640	Metabolism	
8610640	Orthopedics	
7507181	Dentistry	
9815771	Gynecology	
0071033	Pulmonary Medicine	
9426946	Nephrology	
101222274	Pulmonary Medicine	
101463871	Pulmonary Medicine	
101496866	Pulmonary Medicine	
100883428	Neoplasms	
8110188	Physical and Rehabilitation Medicine	
8110188	Traumatology	
101262774	Traumatology	
101509784	Disaster Medicine	
101509784	Emergency Medicine	
101552883	Neoplasms	
101552883	Pathology	
8905668	Dentistry	
7507164	Dentistry	
7505589	Radiology	
7907605	Dentistry	
7505590	Dentistry	
8610343	Education	
8610343	Neoplasms	
101141610	Epidemiology	
101141610	Neoplasms	
101639933	Neoplasms	
101639933	Public Health	
7902060	Neoplasms	
101249598	Neoplasms	
101249598	Therapeutics	
101307557	Neoplasms	
9013563	Nephrology	
9013563	Nursing	
101294946	Chemistry Techniques, Analytical	
101294946	Technology	
9507610	Chemistry Techniques, Analytical	
9442138	Cardiology	
8908809	Cardiology	
8908809	General Surgery	
7801085	Cardiology	
9002200	Cardiology	
8804703	Cardiology	
9001403	Cardiology	
101284690	Cardiology	
101284690	Metabolism	
8511296	Cardiology	
8511296	Physical and Rehabilitation Medicine	
8511296	Pulmonary Medicine	
101291247	Cardiology	
101291247	Physical and Rehabilitation Medicine	
101291247	Pulmonary Medicine	
8709732	Anesthesiology	
8709732	General Surgery	
101265113	Cardiology	
101265113	General Surgery	
101265113	Pulmonary Medicine	
9110208	Anesthesiology	
9110208	Cardiology	
9110208	Pulmonary Medicine	
101308347	Cardiology	
101308347	Radiology	
101308347	Vascular Diseases	
9010756	Cardiology	
9010756	Physiology	
9010756	Vascular Diseases	
9815616	Cardiology	
9815616	Diagnostic Imaging	
9815616	Vascular Diseases	
9111437	Cardiology	
9111437	Hospitals	
9111437	Vascular Diseases	
101259752	Cardiology	
101259752	Vascular Diseases	
8703516	Cardiology	
8703516	Nursing	
8703516	Vascular Diseases	
7902492	Cardiology	
7902492	Pharmacology	
9602617	Cardiology	
9602617	Pharmacology	
9602617	Vascular Diseases	
9436980	Cardiology	
9436980	Vascular Diseases	
0066127	Cardiology	
0066127	General Surgery	
0066127	Vascular Diseases	
101468585	Cardiology	
101468585	Vascular Diseases	
9301156	Nursing	
8604171	Ophthalmology	
9880621	Nursing	
8205768	Biochemistry	
8205768	Cell Biology	
8207539	Biochemistry	
8207539	Cell Biology	
0375356	Cell Biology	
101083777	Cell Biology	
101083777	Molecular Biology	
0050222	Cell Biology	
0050222	Physiology	
8300145	Cell Biology	
0052457	Cell Biology	
8502898	Cell Biology	
8112566	Brain	
8112566	Metabolism	
8112566	Vascular Diseases	
7505011	Chemistry	
7505011	Library Science	
7505563	Chemistry	
7505563	Environmental Health	
2985122R	Chemistry	
2985122R	Education	
7505012	Chemistry	
7505012	Medical Informatics	
101230060	Chemistry	
101230060	Medical Informatics	
8902615	Anatomy	
8902615	Chemistry	
8902615	Neurology	
0375360	Biophysics	
0375360	Chemistry	
0375360	Physics	
7505598	Chemistry	
8711102	Biotechnology	
101232704	Biochemistry	
101232704	Chemistry	
8907348	Anti-Infective Agents	
8907348	Antineoplastic Agents	
101242019	Psychology	
8812165	Nursing	
8812165	Pediatrics	
8812165	Psychiatry	
8812165	Psychology	
9431738	Nursing	
9431738	Pediatrics	
9431738	Psychiatry	
9105358	Pediatrics	
9105358	Psychopharmacology	
9892302	Nursing	
9892302	Pediatrics	
9806360	Nursing	
9806360	Pediatrics	
0425743	Psychology	
8606714	Neurology	
8606714	Pediatrics	
0375361	Psychiatry	
0375361	Psychology	
9301157	Behavioral Sciences	
9301157	Psychiatry	
101174817	Medicine	
0374754	General Surgery	
8411743	Nursing	
0427043	Chemistry Techniques, Analytical	
9318488	Chemistry Techniques, Analytical	
101139554	Biomedical Engineering	
101139554	Chemistry Techniques, Analytical	
9421796	Technology	
9714109	Chemistry, Clinical	
0173225	Chemistry Techniques, Analytical	
7610816	Biochemistry	
2985123R	Medicine	
8812166	Anesthesiology	
8216305	Hematology	
7701860	Biochemistry	
7701860	Chemistry, Clinical	
101133858	Pediatrics	
101133858	Psychology	
7603095	Pediatrics	
7603095	Psychology	
9808212	Clinical Laboratory Techniques	
9808212	Metabolism	
9808212	Orthopedics	
8904411	Dentistry	
0375362	Endocrinology	
0375362	Metabolism	
8801383	Epidemiology	
9114645	Ethics	
101141257	Hematology	
101141257	Pathology	
8502170	Neurology	
8502170	Psychology	
9434927	Forensic Sciences	
9434927	Jurisprudence	
7910017	Gastroenterology	
8006505	Hospitals	
8006505	Pharmacy	
8510461	Cardiology	
8510461	Vascular Diseases	
100888554	Vascular Diseases	
8102137	Allergy and Immunology	
7802877	Medicine	
8801384	Clinical Laboratory Techniques	
8801384	Technology	
7808987	Allergy and Immunology	
9006547	General Surgery	
101300157	Biochemistry	
101300157	Metabolism	
7505564	Microbiology	
8506707	Technology	
9806357	Medical Informatics	
9806357	Medicine	
100887391	Neurology	
100887391	Physiology	
8109051	Neurology	
8109051	Ophthalmology	
8506708	Neurology	
8506708	Physiology	
8002260	Neurology	
9433352	Neurology	
9207302	Nursing	
8309333	Neoplasms	
0243471	Dentistry	
0243471	Orthodontics	
0376601	Pathology	
0217241	Pathology	
8300543	Pathology	
101273195	Pathology	
9100079	Dentistry	
9100079	Pediatrics	
0425123	Dentistry	
8704308	Pharmacy	
8704308	Therapeutics	
0366372	Pharmacology	
1255670	Pharmacology	
0366131	Pharmacology	
7801243	Psychiatry	
0217132	Psychology	
9435680	Psychology	
8109496	Psychopharmacology	
101519456	Endocrinology	
101519456	Pediatrics	
9518034	Orthopedics	
9518034	Physiology	
9518034	Rheumatology	
101231977	Neurology	
101231977	Psychophysiology	
17840200R	Dentistry	
0401663	Diagnostic Imaging	
9815671	Virology	
8910747	Neurology	
8806397	Psychology	
7503074	Medicine	
9606447	General Surgery	
9606447	Medicine	
7507190	Radiology	
0043125	Chemistry	
17840210R	Chemistry	
7507191	Dentistry	
100886263	Chemistry	
0222527	Medical Informatics	
0261652	Communicable Diseases	
0260316	Audiology	
0260316	Speech-Language Pathology	
101489047	Public Health	
7600747	Public Health	
8411341	Nursing	
8411341	Public Health	
0367033	Psychology	
101577308	Health Services Research	
0406041	Neurology	
0102444	Pathology	
0102444	Veterinary Medicine	
8413199	Behavioral Sciences	
8413199	Neurology	
8413199	Physiology	
101141792	Behavioral Sciences	
101141792	Neurology	
8413200	Biochemistry	
8413200	Metabolism	
8413200	Physiology	
0414612	Physiology	
0414612	Psychology	
8309850	Psychology	
101313855	Complementary Therapies	
8710425	Biomedical Engineering	
8710425	Molecular Biology	
7703942	Radiology	
9433358	Computational Biology	
9433358	Molecular Biology	
9878362	Chemistry	
9878362	Computational Biology	
9439510	Computational Biology	
9439510	Neurology	
7805373	Diagnostic Imaging	
7507166	Dentistry	
0136553	Psychology	
0136646	Psychology	
8805644	Chemistry	
8805644	Toxicology	
101090552	Dentistry	
8510462	Jurisprudence	
8805847	Education	
8805847	Health Services	
0262321	Education	
0262321	Nursing	
9883807	Dentistry	
8607908	Pharmacology	
9503759	Health Services	
9503759	Public Health	
101130964	Dermatology	
101136419	Dermatology	
9814276	Chemistry	
2985124R	Psychology	
8109845	Genetics, Medical	
8508398	Genetics, Medical	
9010410	Dentistry	
9010410	General Surgery	
8704309	Dentistry	
8704309	General Surgery	
9513587	Traumatology	
8610642	Critical Care	
8608118	Critical Care	
101318676	Gastroenterology	
8700909	Geriatrics	
9439196	Nursing	
9439196	Social Sciences	
100890790	Dermatology	
9614685	Dermatology	
9614685	General Surgery	
0425124	Dermatology	
0425124	Pathology	
8309334	Biochemistry	
7511483	Biochemistry	
101128966	Pulmonary Medicine	
2985125R	Veterinary Medicine	
2985126R	Veterinary Medicine	
9700066	Physical and Rehabilitation Medicine	
9700066	Sports Medicine	
9889915	Audiology	
9889915	Education	
0354422	Dentistry	
7505600	Dentistry	
7505601	Dentistry	
0322313	Dentistry	
0150034	Dentistry	
0150034	Pediatrics	
101180951	Dentistry	
101180951	Pediatrics	
8000150	Dentistry	
8000150	Education	
8902616	Dentistry	
17910020R	Dentistry	
0063015	Dentistry	
0354343	Dentistry	
9875626	Dentistry	
9416048	Dentistry	
9610506	Clinical Laboratory Techniques	
9610506	Dentistry	
7600545	Dermatology	
9011485	Dermatology	
7505013	Dermatology	
7505013	General Surgery	
7707501	Dermatology	
7707501	Neoplasms	
8918133	Dermatology	
8006933	Behavioral Sciences	
8006933	Pediatrics	
101517692	Embryology	
101517692	Medicine	
7910737	Embryology	
7910737	Pediatrics	
7910737	Perinatology	
7910737	Physiology	
8708656	Endocrinology	
101504326	Endocrinology	
9204583	Endocrinology	
101520702	Endocrinology	
101605237	Endocrinology	
101306166	Endocrinology	
7612051	Nephrology	
8402695	Gastroenterology	
101249830	Nutritional Sciences	
101302699	Gastroenterology	
9100529	Diagnostic Imaging	
9100529	Medical Informatics	
9100529	Radiology	
7507168	Dentistry	
101685366	Nursing	
1300031	Education	
1300031	Substance-Related Disorders	
9312476	Pharmacology	
101160020	Dermatology	
101164708	Dermatology	
101197457	Psychiatry	
101197457	Substance-Related Disorders	
101263153	Cardiology	
101263153	Diagnostic Imaging	
2985127R	Zoology	
9885204	Health Services	
9808943	Neurology	
9808943	Therapeutics	
101490061	Education	
0135751	Education	
0135751	Psychology	
0417734	Medicine	
9424566	Neoplasms	
7505602	Public Health	
8102141	Parasitology	
8914370	Geriatrics	
0153605	Cardiology	
9109125	Physiology	
7611157	Diagnostic Imaging	
8502171	Diagnostic Imaging	
7906439	Anatomy	
7906439	Embryology	
101284695	Disaster Medicine	
101284695	Emergency Medicine	
8412174	Emergency Medicine	
7605913	Emergency Medicine	
7605913	Nursing	
101273949	Ethics	
0375363	Endocrinology	
7806594	Endocrinology	
7511484	Dentistry	
9433350	Bacteriology	
9433350	Vascular Diseases	
8807503	Urology	
9500580	General Surgery	
9500580	Vascular Diseases	
100896915	Vascular Diseases	
8003806	Gastroenterology	
8003806	Nursing	
8300544	Environmental Health	
8300544	Toxicology	
0405525	Environmental Health	
0401664	Environmental Health	
100968688	Environmental Health	
7801245	Environmental Health	
7801245	Pathology	
7801245	Toxicology	
8501420	Environmental Health	
8501420	Neoplasms	
8501420	Pathology	
8501420	Toxicology	
101516361	Environmental Health	
101516361	Public Health	
0330666	Environmental Health	
8508119	Environmental Health	
100967627	Environmental Health	
101273917	Environmental Health	
9812551	Toxicology	
7607167	Environmental Health	
7607167	Toxicology	
7804129	Environmental Health	
9317093	Environmental Health	
9317093	Toxicology	
101766761	Environmental Health	
101766761	Toxicology	
8709734	Biochemistry	
101150203	Biochemistry	
101150203	Chemistry	
9607688	Epidemiology	
9611181	Epidemiology	
7909766	Epidemiology	
7909766	Health Services	
7909766	Public Health	
7806055	Epidemiology	
7806055	Public Health	
101592084	Epidemiology	
101592084	Public Health	
8216840	Veterinary Medicine	
9010411	Dentistry	
101096515	Dentistry	
9109128	Gastroenterology	
9109128	Nursing	
101083217	Social Sciences	
101083217	Substance-Related Disorders	
101245794	Medicine	
101245794	Social Sciences	
7903310	Pharmacology	
7903310	Social Sciences	
9306405	Microbiology	
9306405	Parasitology	
9216037	Dermatology	
9216037	Sexually Transmitted Diseases	
9609066	Health Services Research	
101556804	Complementary Therapies	
101083101	Dentistry	
101719675	Complementary Therapies	
101497477	Medicine	
101197676	Social Sciences	
101766756	Social Sciences	
101651013	Social Sciences	
8809954	Biology	
0014050	Psychiatry	
0203727	Behavioral Sciences	
9103426	Veterinary Medicine	
0243705	Biology	
9882906	Botany	
2985128R	Pediatrics	
2985128R	Psychology	
8308647	Neoplasms	
2985109R	Allergy and Immunology	
2985109R	Medicine	
0374761	Medicine	
8400623	Pathology	
9004579	Pathology	
7502586	Psychology	
7504289	Behavioral Sciences	
7504289	Psychology	
101632727	Behavioral Sciences	
101632727	Psychology	
9507618	Psychology	
7502587	Psychology	
7502588	Psychology	
7502589	Psychology	
8207540	Psychology	
9604933	Drug Therapy	
9604933	Neoplasms	
0375365	Biology	
101168223	Biology	
101297745	Genetics	
101297745	Physiology	
101297745	Zoology	
101710204	Physiology	
101710204	Zoology	
101168228	Molecular Biology	
101168228	Zoology	
9005420	Biology	
9111438	Environmental Health	
9111438	Epidemiology	
101262796	Environmental Health	
101262796	Epidemiology	
0267637	General Surgery	
0267637	Health Services Research	
0267637	Technology	
101610479	Biomedical Engineering	
101610479	Cell Biology	
101659451	Nursing	
101659451	Primary Health Care	
101142028	Nursing	
101142028	Primary Health Care	
7701861	History of Medicine	
9503761	Nursing	
101087687	Family Planning Services	
101087687	Reproductive Medicine	
7502590	Primary Health Care	
8802265	Psychology	
100897329	Veterinary Medicine	
0214055	Zoology	
9881188	Zoology	
7505604	Medicine	
100964058	Medicine	
7512802	Dentistry	
7601744	Speech-Language Pathology	
9201341	Biophysics	
9201341	Chemistry Techniques, Analytical	
7706045	Nutritional Sciences	
101630927	Nutritional Sciences	
101630927	Pharmacology	
101630927	Toxicology	
7703944	Environmental Health	
7703944	Nutritional Sciences	
0014052	Nutritional Sciences	
101471610	Orthopedics	
101471610	Podiatry	
9308427	General Surgery	
9308427	Orthopedics	
0132575	General Surgery	
101300022	Forensic Sciences	
101300022	Jurisprudence	
0330423	Forensic Sciences	
0330423	Jurisprudence	
101234500	Forensic Sciences	
