NlmUniqueID	Title	MedlineTA	PublicationInfo/Country	PublicationInfo/Place	PublicationInfo/Publisher	PublicationInfo/PublicationFirstYear	PublicationInfo/PublicationEndYear	PublicationInfo/Frequency	ISSN[@IssnType="Electronic"]	ISSN[@IssnType="Print"]	ISSNLinking	Language	TitleContinuationYN	IndexingStartDate	CurrentlyIndexedYN	IndexOnlineYN	IndexingSubset	IndexingSelectedURL	ReportedMedlineYN	
0142427	Zeitschrift für die gesamte experimentelle Medizin	Z Gesamte Exp Med	Germany	Berlin	Springer	1913	1965					ger	N		N	N	OM		Y	
0325332	Zeitschrift für die gesamte experimentelle Medizin einschliesslich experimentelle Chirurgie	Z Gesamte Exp Med	Germany	Berlin	Springer Verlag	1966	1971	Irregular		0044-2534	0044-2534	ger	N		N	N	IM		Y	
0420111	Zeitschrift für die gesamte Hygiene und ihre Grenzgebiete	Z Gesamte Hyg	Germany	Berlin	Verlag Volk Und Gesundheit	1955	1991	Monthly		0049-8610	0049-8610	ger	N		N	N	IM		Y	
21730470R	Zeitschrift für die gesamte innere Medizin und ihre Grenzgebiete	Z Gesamte Inn Med	Germany	Leipzig	Georg Thieme	1946	1993	Monthly,		0044-2542	0044-2542	ger	N		N	N	IM		Y	
0367575	Zeitschrift für Haut- und Geschlechtskrankheiten	Z Haut Geschlechtskr	Germany	Berlin	Grosse.	1946	1973	Semimonthly		0044-2844	0044-2844	ger	N		N	N	IM		Y	
0367576	Zeitschrift für Hautkrankheiten	Z Hautkr	Germany	Berlin	Grosse.	1973	2002	Monthly		0301-0481	0301-0481	ger	N		N	N	IM		Y	
21740090R	Zeitschrift für Hygiene und Infektionskrankheiten; medizinische Mikrobiologie, Immunologie und Virologie	Z Hyg Infektionskr	Germany	Berlin [etc.]		1886	1965			0340-1782	0340-1782	ger	N		N	N	IM		Y	
0033360	Zeitschrift für Immunitätsforschung und experimentelle Therapie	Z Immun exp ther	Germany	Stuttgart	Fischer	1908	1962			0372-9052	0372-9052	ger	N		N	N	OM		Y	
0053225	Zeitschrift für Immunitats- und Allergieforschung	Z Immunitats Allergieforsch	Germany	Stuttgart.		1963	1965	Irregular		0372-9001	0372-9001	ger	N		N	N	OM		Y	
1270213	Zeitschrift für Immunitätsforschung, Allergie und klinische Immunologie	Z Immunitatsforsch Allerg Klin Immunol	Germany	Stuttgart	Gustav Fischer Verlag	1966	1970			0044-2879	0044-2879	ger	N		N	N	IM		Y	
7608241	Zeitschrift für Immunitätsforschung, experimentelle und klinische Immunologie	Z Immunitatsforsch Exp Klin Immunol	Germany	Stuttgart	Gustav Fischer Verlag	1970	1975	Ten no. a year		0300-872X	0300-872X	eng	N		N	N	IM		Y	
7608602	Zeitschrift für Immunitätsforschung. Immunobiology	Z Immunitatsforsch Immunobiol	Germany	Stuttgart	Fischer	1976	1979	Five no. a year		0340-904X	0340-904X	eng	N		N	N	IM		Y	
7708140	Zeitschrift für Immunitätsforschung. Immunobiology. Supplemente	Z Immunitatsforsch Immunobiol Suppl	Germany	Stuttgart	Gustav Fischer Verlag	1977	1977			0343-3803	0343-3803	ger	N		N	N	IM		Y	
21740110R	Zeitschrift für induktive Abstammungs- und Vererbungslehre	Z Indukt Abstamm Vererbungsl	Germany	Berlin.		1908	1957	Quarterly		0372-901X	0372-901X	mul	N		N	N	OM		Y	
0360430	Zeitschrift für Kardiologie	Z Kardiol	Germany	Darmstadt	Steinkopff.	1973	2005	Monthly	1435-1285	0300-5860	0300-5860	ger	N		N	N	IM		Y	
7505145	Zeitschrift für Kardiologie. Supplementum	Z Kardiol Suppl	Germany	Darmstadt	Steinkopff.	1974	1978	Annual		0303-6308	0303-6308	ger	N		N	N	IM		Y	
0410336	Zeitschrift für Kinder- und Jugendpsychiatrie	Z Kinder Jugendpsychiatr	Switzerland	Bern [Switzerland]	Huber	1973	1995	Four no. a year		0301-6811	0301-6811	ger	N		N	N	IM		Y	
9801717	Zeitschrift für Kinder- und Jugendpsychiatrie und Psychotherapie	Z Kinder Jugendpsychiatr Psychother	Switzerland	Bern ;	Verlag Hans Huber	1996		Quarterly		1422-4917	1422-4917	ger	Y	1996	Y	N	IM		Y	
8103794	Zeitschrift für Kinderchirurgie : organ der Deutschen, der Schweizerischen und der Osterreichischen Gesellschaft für Kinderchirurgie = Surgery in infancy and childhood	Z Kinderchir	Germany	Stuttgart	Hippokrates	1980	1990	Bimonthly		0174-3082	0174-3082	eng	N		N	N	IM		Y	
0413634	Zeitschrift für Kinderchirurgie und Grenzgebiete	Z Kinderchir Grenzgeb	Germany	Stuttgart	Hippokrates	1964	1980	Monthly		0044-2909	0044-2909	eng	N		N	N	IM		Y	
7604363	Zeitschrift für Kinderheilkunde	Z Kinderheilkd	Germany	Berlin, New York	Springer-Verlag.	1910	1975	Irregular		0044-2917	0044-2917	eng	N		N	N	IM	https://link.springer.com/journal/431	Y	
14610020R	Zeitschrift für Kinderpsychiatrie. Revue de psychiatrie infantile	Z Kinderpsychiatr	Switzerland	Basel.		1934	1952			0372-8447	0372-8447	eng	N		N	N	OM		Y	
7607250	Zeitschrift für klinische Chemie und klinische Biochemie	Z Klin Chem Klin Biochem	Germany	Berlin	Walter De Gruyter	1967	1975	Monthly		0044-2933	0044-2933	eng	N		N	N	IM		Y	
0060757	Zeitschrift für klinische Medizin	Z Klin Med	Germany	Berlin	Springer	1879	1965	Irregular		0372-9192	0372-9192	ger	N		N	N	IM		Y	
9709507	Zeitschrift für klinische Psychologie, Psychiatrie und Psychotherapie	Z Klin Psychol Psychiatr Psychother	Germany	Paderborn	Verlag F. Schöningh	1996	2005	Quarterly		1431-8172	1431-8172	ger	N		N	N	IM		Y	
8400562	Zeitschrift für klinische Psychologie, Psychopathologie und Psychotherapie	Z Klin Psychol Psychopathol Psychother	Germany	Munchen	Verlag Karl Alber	1983	1995	Four no. a year		0723-6557	0723-6557	ger	N		N	N	IM		Y	
1302504	Zeitschrift für klinische Psychologie und Psychotherapie	Z Klin Psychol Psychother	Germany	Munchen	Verlag Karl Alber	1971	1982	Four no. a year		0300-869X	0300-869X	ger	N		N	N	IM		Y	
8000272	Zeitschrift für Krankenpflege. Revue suisse des infirmières	Z Krankenpfl	Switzerland	Bern	Schweizer Berufsverband Der Krankenschwestern Und Krankenpfleger, Pflegezweig Akp	1962	1979	Monthly		0044-2941	0044-2941	fre	N		N	N	N		Y	
1302230	Zeitschrift für Krebsforschung	Z Krebsforsch	Germany	Berlin	Springer Verlag	1903	1971	Irregular		0301-1585	0301-1585	ger	N		N	N	IM		Y	
1276653	Zeitschrift für Krebsforschung und klinische Onkologie. Cancer research and clinical oncology	Z Krebsforsch Klin Onkol Cancer Res Clin Oncol	Germany	Berlin ;	Springer-Verlag.	1971	1978	Irregular		0084-5353	0084-5353	eng	N		N	N	IM		Y	
0361356	Zeitschrift für Kreislaufforschung	Z Kreislaufforsch	Germany	Darmstadt	Dr Dietrich Steinkopff Verlag	1927	1972	Semimonthly		0044-295X	0044-295X	ger	N		N	N	IM		Y	
0413010	Zeitschrift für Laryngologie, Rhinologie, Otologie und ihre Grenzgebiete	Z Laryngol Rhinol Otol	Germany	Stuttgart	Georg Thieme Verlag	1948	1973	Monthly		0044-3018	0044-3018	ger	N		N	N	IM		Y	
7509812	Zeitschrift für Lebensmittel-Untersuchung und -Forschung	Z Lebensm Unters Forsch	Germany	Berlin	Springer Verlag	1943	1996	Monthly		0044-3026	0044-3026	eng	N		N	N	IM		Y	
7805527	Zeitschrift für Lymphologie. Journal of lymphology	Z Lymphol	Germany	Stuttgart	Schattauer	1977	1996	Semiannual		0343-8554	0343-8554	eng	N		N	N	IM		Y	
21740150R	Zeitschrift für medizinische Isotopenforschung und deren Grenzgebiete	Z Med Isotopenforsch Deren Grenzgeb	Germany	Stuttgart.		1956	1957	Irregular		0514-2687	0514-2687	mul	N		N	N	OM		Y	
7706146	Zeitschrift für medizinische Laboratoriumsdiagnostik	Z Med Lab Diagn	Germany	Berlin	Verlag Gesundheit	1977	1991	Eight no. a year		0323-5637	0323-5637	ger	N		N	N	IM		Y	
0413636	Zeitschrift für medizinische Labortechnik	Z Med Labortech	Germany	Berlin	Verlag Volk Und Gesundheit	1960	1976	Six no. a year		0044-3069	0044-3069	ger	N		N	N	IM		Y	
0314554	Zeitschrift für medizinische Mikrobiologie und Immunologie	Z Med Mikrobiol Immunol	Germany	Berlin	Springer Verlag	1966	1971	Irregular		0044-3077	0044-3077	ger	N		N	N	IM		Y	
100886455	Zeitschrift für medizinische Physik	Z Med Phys	Germany	Jena, Germany	Urban & Fischer	19uu		Four issues a year	1876-4436	0939-3889	0939-3889	eng	N	2001	Y	Y	IM	http://www.sciencedirect.com/science/journal/09393889	Y	
0033356	Zeitschrift für menschliche Vererbungs- und Konstitutionslehre	Z Mensch Vererb Konstitutionsl	Germany	Berlin.		1935	1964					ger	N		N	N	OM		Y	
0413637	Zeitschrift für mikroskopisch-anatomische Forschung	Z Mikrosk Anat Forsch	Germany	Leipzig	Akademische Verlagsgesellschaft Geest And Portig Kg	1924	1990	Irregular		0044-3107	0044-3107	ger	N		N	N	IM		Y	
0413640	Zeitschrift für Morphologie und Anthropologie	Z Morphol Anthropol	Germany	Stuttgart	E Schweizerbartsche	1899	2002	Irregular		0044-314X	0044-314X	ger	N		N	N	IM		Y	
0364315	Zeitschrift für Naturforschung. Teil B, Chemie, Biochemie, Biophysik, Biologie und verwandte Gebiete	Z Naturforsch B	Germany	Tübingen [etc.]	Verlag der Zeitschrift für Naturforschung [etc.]	1947	1971	Monthly		0044-3174	0044-3174	eng	N		N	N	IM		Y	
7801144	Zeitschrift für Naturforschung. Teil B. Anorganische Chemie, organische Chemie, Biochemie, Biophysik, Biologie	Z Naturforsch B	Germany	Tubingen	Verlag Der Zeitschrift Fur Naturforschung	1972	1972	Twelve no. a year		0341-0447	0341-0447	eng	N		N	N	IM		Y	
7801145	Zeitschrift für Naturforschung. Teil C: Biochemie, Biophysik, Biologie, Virologie	Z Naturforsch C	Germany	Tubingen	Verlag Der Zeitschrift Fuer Naturforschung	1973	1973	Twelve no. a year		0341-0471	0341-0471	eng	N		N	N	IM		Y	
7801143	Zeitschrift für Naturforschung. Section C, Biosciences	Z Naturforsch C Biosci	Germany	Tübingen	Verlag der Zeitschrift für Naturforschung.	1974	1985	Monthly		0341-0382	0341-0382	eng	N		N	N	IM		Y	
8912155	Zeitschrift für Naturforschung. C, Journal of biosciences	Z Naturforsch C J Biosci	Germany	Berlin	De Gruyter	1986		Monthly	1865-7125	0939-5075	0341-0382	eng	N	1986	Y	Y	IM	http://www.degruyter.com/view/j/znc	Y	
21810020R	Zeitschrift für naturwissenschaftlichmedizinische Grundlagenforschung	Z Naturwiss Med Grundlagenforsch	Switzerland	Basel.		1962	1967	Four no. a year		0514-6461	0514-6461	ger	N		N	N	IM		Y	
0424070	Zeitschrift für Neurologie	Z Neurol	Germany	Berlin	Springer Verlag	1970	1974	Irregular		0012-1037	0012-1037	ger	N		N	N	IM		Y	
1256465	Zeitschrift für Orthopädie und ihre Grenzgebiete	Z Orthop Ihre Grenzgeb	Germany	Stuttgart	Ferdinand Enke Verlag	1935	2007	Six no. a year		0044-3220	0044-3220	ger	N		N	N	IM		Y	
101308227	Zeitschrift für Orthopädie und Unfallchirurgie	Z Orthop Unfall	Germany	Stuttgart	Georg Thieme Verlag	2007		Six no. a year	1864-6743	1864-6697	1864-6697	ger	Y	2007	Y	Y	IM	https://www.thieme-connect.de/products/ejournals/journal/10.1055/s-00000099	Y	
8710749	Zeitschrift für Parasitenkunde (Berlin, Germany)	Z Parasitenkd	Germany	Berlin	Springer Verlag	1934	1986	Six no. a year		0044-3255	0044-3255	eng	N		N	N	IM		Y	
21810050R	Zeitschrift für physikalische Therapie, Bäder- und Klimaheilkunde	Z Phys Ther Bader Klimanheikd	Austria	Wien	Springer	1948	19uu					ger	N		N	N	OM		Y	
1277604	Zeitschrift für Physiotherapie	Z Physiother	Germany	Leipzig	Georg Thieme Verlag	1971	1991	Bimonthly		0003-9357	0003-9357	ger	N		N	N	IM		Y	
7801887	Zeitschrift für plastische Chirurgie	Z Plast Chir	Germany	Stuttgart	Hippokrates Verlag	1977	1981	Quarterly		0342-7978	0342-7978	ger	N		N	N	IM		Y	
0332052	Zeitschrift für praktische Anästhesie und Wiederbelebung	Z Prakt Anasth	Germany	Stuttgart	Thieme.	1966	1971	Bimonthly		0044-3387	0044-3387	ger	N		N	N	IM		Y	
0417700	Zeitschrift für praktische Anästhesie, Wiederbelebung und Intensivtherapie	Z Prakt Anasth Wiederbeleb Intensivther	Germany	Stuttgart	Thieme.	1972	1973	Bimonthly		0300-8789	0300-8789	ger	N		N	N	IM		Y	
0362555	Zeitschrift für Präventivmedizin. Revue de médecine préventive	Z Praventivmed	Switzerland	Zurich	Fussli	1956	1968			0044-3379	0044-3379	ger	N		N	N	IM	https://link.springer.com/journal/38	Y	
0153706	Zeitschrift für Psychologie mit Zeitschrift für angewandte Psychologie	Z Psychol Z Angew Psychol	Germany	Leipzig	Johann Ambrosius Barth	1963	2006	Four no. a year		0044-3409	0044-3409	eng	N		N	N	IM		Y	
21810110R	Zeitschrift für Psycho-somatische Medizin	Z Psychosom Med	Germany	Göttingen.		1954	1966	Quarterly				ger	N		N	N	OM		Y	
0107166	Zeitschrift für Psychosomatische Medizin und Psychoanalyse	Z Psychosom Med Psychoanal	Germany	Göttingen	Vandenhoeck & Ruprecht.	1967	1998	Quarterly		0340-5613	0340-5613	ger	N		N	N	IM		Y	
100886617	Zeitschrift für Psychosomatische Medizin und Psychotherapie	Z Psychosom Med Psychother	Germany	Göttingen	Vandenhoeck & Ruprecht	1999		Quarterly	2196-8349	1438-3608	1438-3608	ger	N	2001	Y	N	IM		Y	
0423230	Zeitschrift für Psychotherapie und medizinische Psychologie	Z Psychother Med Psychol	Germany	Stuttgart	Georg Thieme Verlag	1951	1973	Bimonthly		0044-3417	0044-3417	ger	N		N	N	IM		Y	
0247437	Zeitschrift für Rechtsmedizin. Journal of legal medicine	Z Rechtsmed	Germany	Berlin	Springer Verlag	1970	1990	Eight no. a year		0044-3433	0044-3433	ger	N		N	N	IM	https://link.springer.com/journal/414	Y	
0415612	Zeitschrift für Rheumaforschung	Z Rheumaforsch	Germany	Darmstadt	Dr Dietrich Steinkopff Verlag	1938	1973	Twelve no. a year		0044-345X	0044-345X	ger	N		N	N	IM		Y	
0414162	Zeitschrift für Rheumatologie	Z Rheumatol	Germany	Heidelberg	Springer	1974		10 no. a year,	1435-1250	0340-1855	0340-1855	ger	N	1974	Y	Y	IM	https://link.springer.com/journal/393	Y	
8408177	Zeitschrift für Stomatologie (1984)	Z Stomatol	Austria	Wien	Springer Verlag	1984	1994	Ten no. a year		0175-7784	0175-7784	ger	N		N	N	D		Y	
1271625	Zeitschrift für Stomatologie	Z Stomatol (1921)	Austria	Wien	Urban & Schwarzenberg.	1921	1949			1012-4748	1012-4748	ger	N		N	N	OM		Y	
0033335	Zeitschrift für Tierphysiologie, Tierernährung und Futtermittelkunde	Z Tierphysiol Tierernahr Futtermittelkd	Germany	Berlin, Germany	Blackwell Wissenschafts-Verlag	1958	2000	Ten no. a year		0044-3565	0044-3565	ger	N		N	N	IM		Y	
0033336	Zeitschrift für Tierpsychologie	Z Tierpsychol	Germany	Berlin	Verlag Paul Parey	1937	1985	Monthly		0044-3573	0044-3573	ger	N		N	N	IM		Y	
0107652	Zeitschrift für Tierzüchtung und Züchtungsbiologie : Organ der Reichsarbeitsgemeinschaft Tierzucht im Forschungsdienst	Z Tierzuecht Zuechtungsbiol	Germany	Hamburg	Parey	1938	1985	Five no. a year		0044-3581	0044-3581	eng	N		N	N	J		Y	
0423231	Zeitschrift für Tropenmedizin und Parasitologie	Z Tropenmed Parasitol	Germany	Stuttgart	Thieme.	1949	1973	Quarterly		0044-359X	0044-359X	ger	N		N	N	IM		Y	
0216146	Zeitschrift für Tuberkulose	Z Tuberk	Germany	Leipzig	Barth.	1900	1958					ger	N		N	N	OM		Y	
0216147	Zeitschrift für Tuberkulose und Erkrankungen der Thoraxorgane	Z Tuberk Erkr Thoraxorg	Germany	Leipzig	Barth	1958	1969			0373-0050	0373-0050	ger	N		N	N	IM		Y	
9009507	Zeitschrift für Unfallchirurgie und Versicherungsmedizin : offizielles Organ der Schweizerischen Gesellschaft für Unfallmedizin und Berufskrankheiten = Revue de traumatologie et d'assicurologie : organe officiel de la Société suisse de médecine des accidents et des maladies professionnelles	Z Unfallchir Versicherungsmed	Switzerland	Bern	Hans Huber	1990	1994	Quarterly		1017-1584	1017-1584	ger	N		N	N	IM		Y	
8304632	Zeitschrift für Unfallchirurgie, Versicherungsmedizin und Berufskrankheiten : offizielles Organ der Schweizerischen Gesellschaft für Unfallmedizin und Berufskrankheiten = Revue de traumatologie, d'assicurologie et des maladies professionnelles : organe officiel de la Société suisse de médecine des accidents et des maladies professionnelles	Z Unfallchir Versicherungsmed Berufskr	Switzerland	Bern	Hans Huber	1983	1989	Quarterly		0254-6310	0254-6310	fre	N		N	N	IM		Y	
0033334	Zeitschrift für Unfallmedizin und Berufskrankheiten. Revue de médecine des accidents et des maladies professionelles	Z Unfallmed Berufskr	Switzerland	Zurich	Druck Und Verlag	1935	1982	Quarterly		0044-3603	0044-3603	fre	N		N	N	IM		Y	
21810140R	Zeitschrift für Urologie	Z Urol	Germany	Leipzig	Thieme	1907	1963			0863-0267	0863-0267	ger	N		N	N	OM		Y	
0413643	Zeitschrift für Urologie und Nephrologie	Z Urol Nephrol	Germany	Leipzig	Georg Thieme Verlag	1964	1990	Monthly		0044-3611	0044-3611	ger	N		N	N	IM		Y	
0125052	Zeitschrift für Vererbungslehre	Z Vererbungsl	Germany	Berlin	Springer	1958	1966	Quarterly		0372-8609	0372-8609	ger	N		N	N	IM		Y	
0413644	Zeitschrift für Versuchstierkunde	Z Versuchstierkd	Germany	Jena	Gustav Fischer Verlag	1961	1990	Six no. a year		0044-3697	0044-3697	ger	N		N	N	IM		Y	
0326351	Zeitschrift für vergleichende Physiologie	Z Vgl Physiol	Germany	Berlin, New York	Springer-Verlag.	1924	1972	Irregular		0044-362X	0044-362X	ger	N		N	N	OM		Y	
7907835	Zeitschrift für Vitaminforschung	Z Vitam Forsch	Switzerland	Bern	Huber.	1932	1947			0373-0239	0373-0239	eng	N		N	N	OM		Y	
21810150R	Zeitschrift für Vitamin-, Hormon- und Fermentforschung	Z Vitam Horm Fermentforsch	Austria	Vienna	Urban Und Schwarzenberg	1947	1967			0373-0220	0373-0220	mul	N		N	N	IM		Y	
1306536	Zeitschrift für wissenschaftliche Mikroskopie und mikroskopische Technik	Z Wiss Mikrosk	Germany	Leipzig	S Hirzel Verlag	1884	1971	Irregular		0373-031X	0373-031X	ger	N		N	N	IM		Y	
21810220R	Zeitschrift für Zellforschung und Mikroskopische Anatomie. Abteilung Histochemie	Z Zellforch Microsk Anat Histochem	Germany	Berlin ;	Springer	1958	1964			0340-0239	0340-0239	ger	N		N	N	OM	https://link.springer.com/journal/418	Y	
7503955	Zeitschrift für Zellforschung und mikroskopische Anatomie (Vienna, Austria : 1948)	Z Zellforsch Mikrosk Anat	Austria	Berling	Springer	1948	1974	Irregular		0340-0336	0340-0336	eng	N		N	N	IM		Y	
0312464	Zacchia	Zacchia	Italy	Roma	Universita Di Roma. Istituto Di Medicina Legale E Della Assicurazioni	1921	2013	Quarterly		0044-1570	0044-1570	ita	N		N	N	IM		Y	
0434643	Zahn-, Mund-, und Kieferheilkunde mit Zentralblatt	Zahn Mund Kieferheilkd Zentralbl	Germany	Leipzig	Johann Ambrosius Barth	1974	1990	Eight no. a year		0303-6464	0303-6464	ger	N		N	N	IM		Y	
0213554	Der Zahnarzt; Colloquium med. dent	Zahnarzt	Germany	Munchen	Schrifttum	1968	1986	Monthly		0044-1678	0044-1678	ger	N		N	N	D		Y	
7905926	Zahnärzteblatt Baden-Württemberg	Zahnarztebl Baden Wurttemb	Germany	Stuttgart	A. W. Gentner Verlag.	1973		Monthly		0340-3017	0340-3017	ger	N		N	N	D		Y	
8219375	Zahnärztlicher Gesundheitsdienst : offizielles Organ des Bundesverbandes der Zahnärzte des Öffentlichen Gesundheitsdienstes E.V	Zahnarztl Gesundheitsdienst	Germany	Duisburg	Bundesverband Der Zahnarzte Des Offentlichen Gesundheitsdienstes	1972		Four no. a year		0340-5478	0340-5478	ger	N		N	N	D		Y	
0422566	Zahnärztliche Mitteilungen	Zahnarztl Mitt	Germany	Cologne	Deutsche Arzte Verlag	1909		Semimonthly,		0044-1643	0044-1643	ger	N		N	N	D		Y	
9875609	Zahnarztliche Nachrichten Sudwurttemburg-Hohenzollern	Zahnarztl Nachr Sudwurttemb	Germany			1964						ger	N		N	N	D		Y	
0413626	Zahnärztliche Praxis	Zahnarztl Prax	Germany	Munchen	Banaschewski	1950	1996	Monthly		0044-1651	0044-1651	ger	N		N	N	D		Y	
9875606	Zahnarztliche Praxisfuhrung	Zahnarztl Praxisfuhr	Germany	Munchen		1958	1975	Irregular				ger	N		N	N	D		Y	
0171530	Zahnärztliche Rundschau	Zahnarztl Rundsch	Germany	Berlin	Berlinische Verl.-Anst.	1892	1968			0372-7963	0372-7963	ger	N		N	N	IM		Y	
21720480R	Zahnärztliche Welt	Zahnarztl Welt	Germany	Konstanz	Verl. Zahnärztl. Welt	1946	1956			0372-8005	0372-8005	ger	N		N	N	OM		Y	
0171527	Zahnärztliche Welt, zahnärztliche Reform, ZWR	Zahnarztl Welt Zahnarztl Reform Zwr	Germany	Heidelberg	Hüthig.	1956	1968			0514-180X	0514-180X	ger	N		N	N	OM		Y	
0171440	Zahnãrztliche Welt, zahnãrztliche Rundschau, ZWR, vereinigt mit Zahnãrztliche Reform	Zahnarztl Welt Zahnarztl Rundsch ZWR Zahnarztl Reform	Germany	Heidelberg	Hũthig.	1968	1969			0301-1607	0301-1607	ger	N		N	N	IM		Y	
21720550R	Zahn-, Mund- und Kieferheilkunde in Vorträgen	Zahnheilkd Mundheilkd Kieferheilkd Vortr	Germany	München.		1950	1955					ger	N		N	N	OM		Y	
21720580R	Der Zahntechniker. Le Mécanicien-dentiste	Zahntech (Basel)	Switzerland	Basel [etc.]		1935	1959					mul	N		N	N	OM		Y	
0413630	Zahntechnik; Zeitschrift für Theorie und Praxis der wissenschaftlichen Zahntechnik	Zahntechnik (Berl)	Germany	Berlin	Verlag Volk Und Gesundheit	1960	1990	Six no. a year		0513-7926	0513-7926	ger	N		N	N	D		Y	
9200094	Zahntechnik (Zurich, Switzerland)	Zahntechnik (Zur)	Switzerland	Zurich	Schweizerische Zahntechniker-Vereinigung	1946	1995	Bimonthly		0044-1686	0044-1686	fre	N		N	N	D		Y	
