NlmUniqueID	Title	MedlineTA	Country	Place	Publisher	PublicationFirstYear	PublicationEndYear	Frequency	ISSN-Electronic	ISSN-Print	ISSN-Linking	Language	TitleContinuationYN	IndexingStartDate	CurrentlyIndexedYN	IndexOnlineYN	IndexingSubset	IndexingSelectedURL	ReportedMedlineYN	ISSN	sherpa_oa	embargo	sherpa_oa_green	additional_oa_fee	sherpa_oa_hybrid	title_sherpa	issne_sherpa	issnp_sherpa	url	publisher_id	publisher_country	publisher_type	publisher_url	publisher_name	sherpa_id	sherpa_uri	ISSN_old_x	DOAJ_pissn	ISSN_old_y	DOAJ_title	DOAJ_eissn	DOAJ_Seal	DOAJ_date	DOAJ_year	DOAJ	year_founded	year_reverse_flipped	journal_location	society_affiliation	other_sci_affiliation	flipped_journal_name	post_flip_publisher	flipped_access_model	apc_pre	apc_post	apc_now	discipline	flipped_oa	flipped_born_oa	flipped_embargo	Reverse_Flip	not_oa_not_hybrid
101614130	Bulletin of the Hospital for Joint Disease (2013)	Bull Hosp Jt Dis  (2013)	United States	Andover, New Jersey	J. Michael Ryan Publishing, Inc.	2013		Quarterly	2328-5273	2328-4633	2328-4633	eng	Y	2013.0	Y	Y	IM	http://www.hjdbulletin.org/	Y	2328-5273																																										yes
7507032	Bulletin of the Menninger Clinic	Bull Menninger Clin	United States	New York, NY	Guilford	1936		Quarterly,	1943-2828	0025-9284	0025-9284	eng	N	1965.0	Y	Y	IM	http://guilfordjournals.com/loi/bumc	Y	1943-2828																																										yes
7505414	The Bulletin of Tokyo Dental College	Bull Tokyo Dent Coll	Japan	Tokyo	Tokyo Shika Daigaku	1960		Four no. a year		0040-8891	0040-8891	eng	N	1965.0	Y	Y	D	https://www.jstage.jst.go.jp/browse/tdcpublication	Y	0040-8891																																										yes
101140040	Comptes rendus biologies	C R Biol	France	Paris, France	Académie des sciences	2002		Monthly	1768-3238	1631-0691	1631-0691	eng	Y	2002.0	Y	Y	IM	https://comptes-rendus.academie-sciences.fr/biologies/journals/CRBIOL/	Y	1768-3238																																										yes
101234082	Canadian journal of dental hygiene : CJDH = Journal canadien de l'hygiène dentaire : JCHD	Can J Dent Hyg	Canada	Ottawa, ON	Canadian Dental Hygienists Association	2004		Four times a year,	1712-1728	1712-171X	1712-171X	eng	N	2019.0	Y	N	IM	http://www.cdha.ca/cdha/The_Profession_folder/The_Canadian_Journal_of_Dental_Hygiene_CJDH_folder/CDHA/The_Profession/CJDH/CJDH.aspx?hkey=e1a5f6ac-ce37-4aeb-81c8-0bcaeafbc85b	Y	1712-1728																																										yes
101148810	Canadian journal of diabetes	Can J Diabetes	Canada	Toronto	Canadian Diabetes Association	2002		Quarterly	2352-3840	1499-2671	1499-2671	eng	N	2013.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/14992671	Y	2352-3840																																										yes
9811151	Canadian journal of dietetic practice and research : a publication of Dietitians of Canada = Revue canadienne de la pratique et de la recherche en diététique : une publication des Diététistes du Canada	Can J Diet Pract Res	Canada	Markham, ON	Dietitians of Canada	1998		Quarterly		1486-3847	1486-3847	eng	N	2001.0	Y	Y	IM	http://www.dcjournal.ca/loi/cjdpr	Y	1486-3847																																										yes
8910581	The Canadian journal of nursing research = Revue canadienne de recherche en sciences infirmières	Can J Nurs Res	United States	Thousand Oaks, CA	SAGE Publishing	1988		Quarterly	1705-7051	0844-5621	0844-5621	eng	N	1988.0	Y	Y	N	http://journals.sagepub.com/home/cjn	Y	1705-7051																																										yes
9708550	Canadian journal of rural medicine : the official journal of the Society of Rural Physicians of Canada = Journal canadien de la médecine rurale : le journal officiel de la Société de médecine rurale du Canada	Can J Rural Med	India	Mumbai	Medknow	1996		Quarterly	1488-237X	1203-7796	1203-7796	eng	N	2004.0	Y	Y	IM	http://www.srpc.ca/resources_cjrm_archives.html	Y	1488-237X																																										yes
9515842	The Canadian journal of urology	Can J Urol	Canada	St. Laurent, Quebec	CJU Communications	1994		Bimonthly		1195-9479	1195-9479	eng	N	2000.0	Y	Y	IM	http://www.canjurol.com/content.php	Y	1195-9479																																										yes
8607793	Canadian journal of veterinary research = Revue canadienne de recherche vétérinaire	Can J Vet Res	Canada	Ottawa, Ont.	Canadian Veterinary Medical Association	1986		Quarterly	1928-9022	0830-9000	0830-9000	eng	Y	1986.0	Y	Y	IM	https://preview.ncbi.nlm.nih.gov/pmc/journals/133/	Y	1928-9022																																										yes
0004653	The Canadian veterinary journal = La revue vétérinaire canadienne	Can Vet J	Canada	Ottawa	Canadian Veterinary Medical Association	1960		Monthly		0008-5286	0008-5286	eng	N	1965.0	Y	Y	IM	http://preview.ncbi.nlm.nih.gov/pmc/journals/202/	Y	0008-5286																																										yes
101155137	Cancer research and treatment	Cancer Res Treat	Korea (South)	Seoul, Korea	The Association	200u			2005-9256	1598-2998	1598-2998	eng	N	2015.0	Y	Y	IM	http://preview.ncbi.nlm.nih.gov/pmc/journals/915/	Y	2005-9256																																										yes
8008541	Cancer treatment and research	Cancer Treat Res	United States	New York	Springer	1981		Irregular		0927-3042	0927-3042	eng	N	1988.0	Y	N	IM		Y	0927-3042																																										yes
101313864	Cardiovascular journal of Africa	Cardiovasc J Afr	South Africa	Durbanville	Clinics Cardive Pub.	2007		Ten no. a year,	1680-0745	1995-1892	1015-9657	eng	Y	2007.0	Y	Y	IM	http://www.cvja.co.za/archive.php	Y	1680-0745																																										yes
0004743	Casopís lékar̆ů c̆eských	Cas Lek Cesk	Czech Republic	Praha	Ceskoslovenska Lekarska Spolecnost	1862		Bimonthly,	1805-4420	0008-7335	0008-7335	cze	N	1965.0	Y	N	IM		Y	1805-4420																																										yes
101676030	Cell chemical biology	Cell Chem Biol	United States	Cambridge, MA	Cell Press	2016		Monthly	2451-9448	2451-9456	2451-9448	eng	Y	2016.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/24519456	Y	2451-9448																																										yes
9216789	Cellular and molecular biology (Noisy-le-Grand, France)	Cell Mol Biol (Noisy-le-grand)	France	Noisy-Le-Grand, France	C.M.B. Association	1992		Eight no. a year	1165-158X	0145-5680	0145-5680	eng	N	1992.0	Y	Y	IM	http://www.cellmolbiol.org/index.php/CMB/issue/archive	Y	1165-158X																																										yes
9417324	Central European journal of public health	Cent Eur J Public Health	Czech Republic	[Prague?]	TIGIS, Ltd. in association with the National Institute of Public Health	1993		Four no. a year		1210-7778	1210-7778	eng	Y	1993.0	Y	N	IM		Y	1210-7778																																										yes
0050734	Československá patologie	Cesk Patol	Czech Republic	Praha	Ceska Lekarska Spolecnost	1965		Four no. a year	1805-4498	1210-7875	1210-7875	cze	N	1971.0	Y	N	IM		Y	1805-4498																																										yes
9600515	Ceská a slovenská oftalmologie : casopis Ceské oftalmologické spolecnosti a Slovenské oftalmologické spolecnosti	Cesk Slov Oftalmol	Czech Republic	Praha	Ceska Lekarska Spolecnost J. Ev. Purkyne	1995		Bimonthly	1805-4447	1211-9059	1211-9059	cze	Y	1995.0	Y	N	IM		Y	1805-4447																																										yes
9423768	Ceská gynekologie	Ceska Gynekol	Czech Republic	Praha	Ceská lékarska spolecnost J. E. Purkyne	1994		Six no. a year	1805-4455	1210-7832	1210-7832	cze	Y	1994.0	Y	N	IM		Y	1805-4455																																										yes
9433765	Ceská a Slovenská farmacie : casopis Ceské farmaceutické spolecnosti a Slovenské farmaceutické spolecnosti	Ceska Slov Farm	Czech Republic	Praha	Ceská lékarská spolecnost J. E. Purkyne	1994		Bimonthly		1210-7816	1210-7816	cze	Y	1994.0	Y	N	IM		Y	1210-7816																																										yes
1264702	The Ceylon medical journal	Ceylon Med J	Sri Lanka	Colombo, Sri Lanka	Sri Lanka Medical Association	1952		Quarterly		0009-0875	0009-0875	eng	N	1965.0	Y	Y	IM	http://www.sljol.info/index.php/CMJ/issue/archive	Y	0009-0875																																										yes
101183835	Chemical immunology and allergy	Chem Immunol Allergy	Switzerland	Basel ;	Karger	2003			1662-2898	1660-2242	0079-6034	eng	Y	2003.0	Y	Y	IM	http://www.karger.com/BookSeries/Home/224148	Y	1662-2898																																										yes
0377775	Chemical & pharmaceutical bulletin	Chem Pharm Bull (Tokyo)	Japan	Tokyo	Pharmaceutical Society of Japan.	1958		Monthly	1347-5223	0009-2363	0009-2363	eng	N	1963.0	Y	Y	IM	https://www.jstage.jst.go.jp/browse/cpb/	Y	1347-5223																																										yes
101608375	Chinese clinical oncology	Chin Clin Oncol	China	Hong Kong	AME Publishing Company	2012		Quarterly	2304-3873	2304-3865	2304-3865	eng	N	2015.0	Y	Y	IM	http://www.thecco.net/issue/archive	Y	2304-3873																																										yes
100892845	The Chinese journal of dental research : the official journal of the Scientific Section of the Chinese Stomatological Association (CSA)	Chin J Dent Res	England	New Malden, Great Britain	Quintessence Pub. Co.	1998		Quarterly	1867-5646	1462-6446	1462-6446	eng	N	2010.0	Y	Y	IM	http://www.quintpub.com/journals/cjdr/aboutjournal.php?journal_name=CJDR	Y	1867-5646																																										yes
9213031	Chirurgia (Bucharest, Romania : 1990)	Chirurgia (Bucur)	Romania	Bucuresti	Editura Celsius	1990		Six no. a year		1221-9118	1221-9118	rum	N	1990.0	Y	N	IM		Y	1221-9118																																										yes
9713483	Ciência & saúde coletiva	Cien Saude Colet	Brazil	Rio de Janeiro	Associação Brasileira de Pós-Graduação em Saúde Coletiva	1996		Four nos. a year,	1678-4561	1413-8123	1413-8123	eng	N	2007.0	Y	Y	IM	http://www.scielo.br/scielo.php?script=sci_issues&pid=1413-8123&lng=en&nrm=iso	Y	1678-4561																																										yes
8900492	Cirugía pediátrica : organo oficial de la Sociedad Española de Cirugía Pediátrica	Cir Pediatr	Spain	Barcelona	Pat Ediciones	1988		Quarterly	2445-2807	0214-1221	0214-1221	spa	N	1988.0	Y	Y	IM	http://www.secipe.org/sb11listrev.asp	Y	2445-2807																																										yes
101137683	Circulation journal : official journal of the Japanese Circulation Society	Circ J	Japan	Kyoto, Japan	Japanese Circulation Society	2002		Monthly	1347-4820	1346-9843	1346-9843	eng	Y	2002.0	Y	Y	IM	http://www.jstage.jst.go.jp/browse/circj/	Y	1347-4820																																										yes
8703441	Cleveland Clinic journal of medicine	Cleve Clin J Med	United States	[Cleveland, OH]	Cleveland Clinic Educational Foundation	1987		Twelve no. a year,	1939-2869	0891-1150	0891-1150	eng	N	1987.0	Y	Y	IM	http://www.ccjm.org/content/by/year	Y	1939-2869																																										yes
101167661	Clinical advances in hematology & oncology : H&O	Clin Adv Hematol Oncol	United States	New York, NY	Millennium Medical Pub.	2003		Monthly		1543-0790	1543-0790	eng	N	2003.0	Y	Y	IM	http://www.hematologyandoncology.net/	Y	1543-0790																																										yes
101597440	Clinical advances in periodontics	Clin Adv Periodontics	United States	Hanover, PA	Wiley Subscription Services, Inc.	2011		Quarterly	2163-0097	2573-8046	2163-0097	eng	N	2019.0	Y	Y	IM	https://onlinelibrary.wiley.com/journal/21630097	Y	2163-0097																																										yes
8308521	Clinical and experimental rheumatology	Clin Exp Rheumatol	Italy	Pisa	Clinical And Experimental Rheumatology S.A.S	1983		Bimonthly	1593-098X	0392-856X	0392-856X	eng	N	1983.0	Y	N	IM		Y	1593-098X																																										yes
7804071	Clinical and investigative medicine. Médecine clinique et experimentale	Clin Invest Med	Canada	Ottawa	Canadian Society for Clinical Investigation	1978		Bimonthly	1488-2353	0147-958X	0147-958X	eng	N	1978.0	Y	Y	IM	http://cimonline.ca	Y	1488-2353																																										yes
9705336	Clinical journal of oncology nursing	Clin J Oncol Nurs	United States	Pittsburgh, PA	Oncology Nursing Press	1997		Bimonthly,	1538-067X	1092-1095	1092-1095	eng	N	1997.0	Y	Y	N	https://cjon.ons.org/archive	Y	1538-067X	yes					Clinical Journal of Oncology Nursing	1538-067X	1092-1095	https://cjon.ons.org/	3015.0	us	society_publisher	https://onf.ons.org/	Oncology Nursing Society	32825.0	https://v2.sherpa.ac.uk/id/publisher_policy/3015																										yes
9705611	Clinical laboratory	Clin Lab	Germany	Mainz	Clinical Laboratory Publications	1997		Bimonthly,		1433-6510	1433-6510	eng	N	2000.0	Y	Y	IM	http://www.clin-lab-publications.com/	Y	1433-6510																																										yes
101092853	Clinical medicine (London, England)	Clin Med (Lond)	England	London	The College	2001		Bimonthly	1473-4893	1470-2118	1470-2118	eng	Y	2001.0	Y	Y	IM	https://www.rcpjournals.org/	Y	1473-4893																																										yes
101175887	Clinical medicine & research	Clin Med Res	United States	Marshfield, WI	Marshfield Clinic	2003		Quarterly	1554-6179	1539-4182	1539-4182	eng	N	2003.0	Y	Y	IM	http://www.clinmedres.org/	Y	1554-6179																																										yes
0364441	Clinical nephrology	Clin Nephrol	Germany	München-Deisenhofen	Dustri-Verlag Dr. Karl Feistle.	1973		Monthly		0301-0430	0301-0430	eng	N	1972.0	Y	Y	IM	http://www.dustri.com/nc/journals-in-english/mag/clinical-nephrology.html	Y	0301-0430	yes					Clinical Nephrology		0301-0430	http://www.dustri.com/nc/de/englischsprachige-zeitschriften/mag/clinical-nephrology.html	782.0	de	commercial_publisher	http://www.dustri.com/	Dustri-Verlag	15107.0	https://v2.sherpa.ac.uk/id/publisher_policy/4068																										yes
8214420	Clinical neuropathology	Clin Neuropathol	Germany	Munich	Dustri-Verlag	1982		Bimonthly		0722-5091	0722-5091	eng	N	1982.0	Y	Y	IM	http://www.dustri.com/nc/journals-in-english/mag/clinical-neuropathology.html	Y	0722-5091	yes					Clinical Neuropathology		0722-5091	http://www.dustri.com/nc/de/englischsprachige-zeitschriften/mag/clinical-neuropathology.html	782.0	de	commercial_publisher	http://www.dustri.com/	Dustri-Verlag	15108.0	https://v2.sherpa.ac.uk/id/publisher_policy/4068																										yes
0372604	La Clinica terapeutica	Clin Ter	Italy	Roma	Societa Editrice Universo	1951		Bimonthly	1972-6007	0009-9074	0009-9074	ita	N	1965.0	Y	Y	IM	http://www.clinicaterapeutica.it/ojs/index.php/1/index	Y	1972-6007																																										yes
101660017	Cold Spring Harbor molecular case studies	Cold Spring Harb Mol Case Stud	United States	[Cold Spring Harbor, NY]	Cold Spring Harbor Laboratory Press	2015			2373-2873		2373-2873	eng	N	2017.0	Y	Y	IM	http://www.molecularcasestudies.org	Y	2373-2873																																										yes
101513680	Cold Spring Harbor perspectives in biology	Cold Spring Harb Perspect Biol	United States	Woodbury, NY	Cold Spring Harbor Laboratory Press	2009		Monthly	1943-0264		1943-0264	eng	N	2009.0	Y	Y	IM	http://cshperspectives.cshlp.org/content/by/year	Y	1943-0264																																										yes
101571139	Cold Spring Harbor perspectives in medicine	Cold Spring Harb Perspect Med	United States	Woodbury, NY	Cold Spring Harbor Laboratory Press	2011		Monthly	2157-1422		2157-1422	eng	N	2011.0	Y	Y	IM	http://perspectivesinmedicine.cshlp.org/content/by/year	Y	2157-1422																																										yes
101524530	Cold Spring Harbor protocols	Cold Spring Harb Protoc	United States	Cold Spring Harbor, NY	Cold Spring Harbor Laboratory Press	2009		Monthly	1559-6095	1940-3402	1559-6095	eng	N	2009.0	Y	Y	IM	http://cshprotocols.cshlp.org/	Y	1559-6095																																										yes
1256107	Cold Spring Harbor symposia on quantitative biology	Cold Spring Harb Symp Quant Biol	United States	Woodbury, NY	Cold Spring Harbor Laboratory Press	1933		Annual	1943-4456	0091-7451	0091-7451	eng	N	1972.0	Y	Y	IM	http://symposium.cshlp.org/content/by/year	Y	1943-4456																																										yes
9212578	Colombia médica (Cali, Colombia)	Colomb Med (Cali)	Colombia	Cali, Colombia	Universidad del Valle, Facultad de Salud	19uu		Quarterly	1657-9534	0120-8322	0120-8322	spa	N	2014.0	Y	Y	IM	http://preview.ncbi.nlm.nih.gov/pmc/journals/2387/	Y	1657-9534																																										yes
101735394	Communicable diseases intelligence (2018)	Commun Dis Intell (2018)	Australia	Canberra, ACT	Health Protection Policy Branch, Office of Health Protection, Australian Government Department of Health	2018		Annual	2209-6051		2209-6051	eng	Y	2018.0	Y	Y	IM	http://www.health.gov.au/cdi	Y	2209-6051																																										yes
8411261	Community dental health	Community Dent Health	England	Suffolk	Dennis Barber Ltd.	1984		Quarterly,		0265-539X	0265-539X	eng	N	1985.0	Y	N	IM		Y	0265-539X																																										yes
100900466	Comparative medicine	Comp Med	United States	Memphis, TN	American Association for Laboratory Animal Science	2000		Six no. a year		1532-0820	1532-0820	eng	Y	2000.0	Y	Y	IM	http://www.ingentaconnect.com/content/aalas/cm	Y	1532-0820																																										yes
9600713	Compendium of continuing education in dentistry (Jamesburg, N.J. : 1995)	Compend Contin Educ Dent	United States	Newtown, PA	AEGIS Communications	1995		Monthly (bimonthly Jul./Aug. and Nov./Dec.),	2158-1797	1548-8578	1548-8578	eng	Y	1995.0	Y	Y	D	http://www.dentalaegis.com/cced/	Y	2158-1797																																										yes
7513582	Contributions to nephrology	Contrib Nephrol	Switzerland	Basel, New York	Karger.	1975		Irregular	1662-2782	0302-5144	0302-5144	eng	N	1975.0	Y	Y	IM	http://www.karger.com/BookSeries/Home/224089	Y	1662-2782																																										yes
8207799	Critical care nurse	Crit Care Nurse	United States	Aliso Viejo, CA	American Association of Critical-Care Nurses	1980		Bimonthly	1940-8250	0279-5442	0279-5442	eng	N	1981.0	Y	Y	N	https://aacnjournals.org/ccnonline	Y	1940-8250	yes					Critical Care Nurse	1940-8250	0279-5442	https://aacnjournals.org/ccnonline	663.0	us	society_publisher	http://www.aacn.org/	American Association of Critical Care Nurses	10923.0	https://v2.sherpa.ac.uk/id/publisher_policy/663																										yes
101654608	CRSLS : MIS case reports from SLS	CRSLS	United States	Miami, FL	Society of Laparoendoscopic Surgeons	2014			2376-9254		2376-9254	eng	N	2021.0	Y	Y	IM	http://crsls.sls.org	Y	2376-9254																																										yes
9891832	Cryo letters	Cryo Letters	England	London, Eng.	CryoLetters	1979		Bimonthly		0143-2044	0143-2044	eng	N	2001.0	Y	N	IM		Y	0143-2044																																										yes
9440157	Current medicinal chemistry	Curr Med Chem	United Arab Emirates	Saif Zone, Sharjah, U.A.E.	Bentham Science Publishers	1994		42 no. a year,	1875-533X	0929-8673	0929-8673	eng	N	1998.0	Y	Y	IM	http://www.eurekaselect.com/602/journal/current-medicinal-chemistry	Y	1875-533X																																										yes
0147371	Current problems in dermatology	Curr Probl Dermatol	Switzerland	Basel, New York	Karger.	1968		Irregular	1662-2944	1421-5721	1421-5721	eng	N	1971.0	Y	Y	IM	http://www.karger.com/BookSeries/Home/223895	Y	1662-2944																																										yes
101773894	Current protocols	Curr Protoc	United States	Hoboken, NJ	John Wiley & Sons	2021		Monthly	2691-1299		2691-1299	eng	N	2021.0	Y	Y	IM	https://currentprotocols.onlinelibrary.wiley.com	Y	2691-1299																																										yes
101535383	Current topics in behavioral neurosciences	Curr Top Behav Neurosci	Germany	Heidelberg	Springer	2009			1866-3389	1866-3370	1866-3370	eng	N	2009.0	Y	N	IM		Y	1866-3389																																										yes
0163114	Current topics in developmental biology	Curr Top Dev Biol	United States	New York Ny	Elsevier	1966		Five issues yearly,	1557-8933	0070-2153	0070-2153	eng	N	1968.0	Y	Y	IM	https://www.sciencedirect.com/science/journal/00702153	Y	1557-8933																																										yes
9212591	Current topics in membranes	Curr Top Membr	United States	San Diego	Academic Press	1991		Irregular		1063-5823	1063-5823	eng	N	2011.0	Y	Y	IM	https://www.sciencedirect.com/science/bookseries/10635823	Y	1063-5823																																										yes
0110513	Current topics in microbiology and immunology	Curr Top Microbiol Immunol	Germany	Heidelberg	Springer Verlag	1967		Three no. a year	2196-9965	0070-217X	0070-217X	eng	N	1967.0	Y	N	IM		Y	2196-9965																																										yes
0006440	Cutis	Cutis	United States	Parsippany, NJ	Frontline Medical Communications	1965		Monthly	2326-6929	0011-4162	0011-4162	eng	N	1976.0	Y	Y	IM	https://www.mdedge.com/dermatology/archived-issues/cutis	Y	2326-6929																																										yes
8309299	Dental materials journal	Dent Mater J	Japan	Tokyo-to	Japanese Society for Dental Materials and Devices	1982		6 issues yearly,	1881-1361	0287-4547	0287-4547	eng	N	1983.0	Y	Y	D	http://www.jstage.jst.go.jp/browse/dmj/	Y	1881-1361																																										yes
101207335	Dermatitis : contact, atopic, occupational, drug	Dermatitis	United States	Hagerstown, Md.	Lippincott Williams & Wilkins	2004		Six no. a year,	2162-5220	1710-3568	1710-3568	eng	Y	2004.0	Y	Y	IM	https://ovidsp.ovid.com/ovidweb.cgi?T=JS&NEWS=n&CSC=Y&PAGE=toc&D=yrovft&AN=01206501-000000000-00000	Y	2162-5220																																										yes
8010321	Developments in ophthalmology	Dev Ophthalmol	Switzerland	Basel	Karger	1981		Annual	1662-2790	0250-3751	0250-3751	eng	N	1981.0	Y	Y	IM	http://www.karger.com/deoph	Y	1662-2790																																										yes
101241152	Diagnostic and interventional radiology (Ankara, Turkey)	Diagn Interv Radiol	Turkey	Istanbul	Aves	2005		Bimonthly,	1305-3612	1305-3825	1305-3825	eng	Y	2005.0	Y	Y	IM	http://www.dirjournal.org	Y	1305-3612																																										yes
9605355	Digital journal of ophthalmology : DJO	Digit J Ophthalmol	United States	Boston, MA	Massachusetts Eye and Ear Infirmary	1995		Weekly	1542-8958		1542-8958	eng	N	2013.0	Y	Y	IM	http://www.ncbi.nlm.nih.gov/pmc/journals/1913/	Y	1542-8958																																										yes
101250006	Discovery medicine	Discov Med	United States	Timonium, MD	Discovery medicine	2001		Monthly,	1944-7930	1539-6509	1539-6509	eng	N	2006.0	Y	Y	IM	http://www.discoverymedicine.com/	Y	1944-7930																																										yes
101282742	Diving and hyperbaric medicine	Diving Hyperb Med	Australia	Tai Tapu, Christchurch, New Zealand	South Pacific Underwater Medicine Society and the European Underwater and Baromedical Society	2006		Quarterly	2209-1491	1833-3516	1833-3516	eng	N	2011.0	Y	N	IM		Y	2209-1491																																										yes
101493809	Drug discoveries & therapeutics	Drug Discov Ther	Japan	[Tokyo]	Shandong University China-Japan Cooperation Center for Drug Discovery & Screen	2007		Bimonthly	1881-784X	1881-7831	1881-7831	eng	N	2012.0	Y	Y	IM	http://www.ddtjournal.com	Y	1881-784X																																										yes
101235076	Drug discovery today. Technologies	Drug Discov Today Technol	England	[Oxford]	Elsevier	2004		Quarterly	1740-6749		1740-6749	eng	N	2013.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/17406749	Y	1740-6749																																										yes
101313587	Drug metabolism letters	Drug Metab Lett	United Arab Emirates	Saif Zone, Sharjah, U.A.E.	Bentham Science Publishers	2007		Three issues a year,	1874-0758	1872-3128	1872-3128	eng	N	2007.0	Y	Y	IM	http://www.eurekaselect.com/649/journal/drug-metabolism-letters	Y	1874-0758																																										yes
101160518	Drugs of today (Barcelona, Spain : 1998)	Drugs Today (Barc)	Spain	Barcelona, Spain	Clarivate Analytics	1998		Monthly	1699-4019	1699-3993	1699-3993	eng	Y	2002.0	Y	N	IM		Y	1699-4019																																										yes
101475967	Deutsches Ärzteblatt international	Dtsch Arztebl Int	Germany	Cologne	Deutscher Ärzte-Verlag	2006		Weekly	1866-0452		1866-0452	eng	N	2009.0	Y	Y	IM	http://www.aerzteblatt-international.de/int/	Y	1866-0452																																										yes
101631050	EcoSal Plus	EcoSal Plus	United States	Washington, D.C.	American Society for Microbiology	2004		Frequency varies	2324-6200		2324-6200	eng	N	2015.0	Y	Y	IM	http://www.asmscience.org/content/journal/ecosalplus	Y	2324-6200																																										yes
9816016	The Egyptian journal of immunology	Egypt J Immunol	Egypt	Cairo	Modern Commercial Press	199u		Semiannual		1110-4902		eng	N	2002.0	Y	N	IM		Y	1110-4902																																										yes
100889097	Emergency medicine practice	Emerg Med Pract	United States	Norcross, GA	EB Medicine	1999		Monthly	1559-3908	1524-1971	1524-1971	eng	N	2011.0	Y	Y	IM	https://www.ebmedicine.net/topics.php	Y	1559-3908																																										yes
9805751	Emergencias : revista de la Sociedad Española de Medicina de Emergencias	Emergencias	Spain	Madrid	Saned	19uu		Bimonthly	2386-5857	1137-6821	1137-6821	spa	N	2017.0	Y	Y	IM	http://emergencias.portalsemes.org	Y	2386-5857																																										yes
7505643	L'Encéphale	Encephale	France	Paris	Masson	1906		Six no. a year,		0013-7006	0013-7006	fre	N	1964.0	Y	Y	IM	http://www.sciencedirect.com/science/journal/00137006	Y	0013-7006																																										yes
101138956	Endocrine development	Endocr Dev	Switzerland	Basel ;	Karger	1999			1662-2979	1421-7082	1421-7082	eng	N	2003.0	Y	Y	IM	http://www.karger.com/BookSeries/Home/224190	Y	1662-2979																																										yes
9313485	Endocrine journal	Endocr J	Japan	Tokyo	Japan Endocrine Society	1993		Monthly,	1348-4540	0918-8959	0918-8959	eng	Y	1993.0	Y	Y	IM	http://www.jstage.jst.go.jp/browse/endocrj/	Y	1348-4540																																										yes
9607439	Endocrine practice : official journal of the American College of Endocrinology and the American Association of Clinical Endocrinologists	Endocr Pract	United States	[New York]	Elsevier Inc.	1995		Bimonthly	1934-2403	1530-891X	1530-891X	eng	N	2000.0	Y	N	IM		Y	1934-2403																																										yes
101717565	Endocrinología, diabetes y nutrición	Endocrinol Diabetes Nutr (Engl Ed)	Spain	[Barcelona] : [Elsevier España]		2017		Monthly	2530-0180		2530-0180	eng	N	2018.0	Y	Y	IM	https://www.sciencedirect.com/journal/endocrinologia-diabetes-y-nutricion-english-ed	Y	2530-0180																																										yes
101777540	Enfermería clínica (English Edition)	Enferm Clin (Engl Ed)	Spain	Barcelona	Elsevier España, S.L.U.	2017		Bimonthly	2445-1479		2445-1479	eng	N	2018.0	Y	Y	IM	https://www.sciencedirect.com/journal/enfermeria-clinica-english-edition	Y	2445-1479																																										yes
101637215	The Enzymes	Enzymes	United States	New York	Academic Press	1970		Annual or biennial,	1874-6047	0423-2607	1874-6047	eng	N	2013.0	Y	N	IM		Y	1874-6047																																										yes
9431736	Epidemiologie, mikrobiologie, imunologie : casopis Spolecnosti pro epidemiologii a mikrobiologii Ceské lékarské spolecnosti J.E. Purkyne	Epidemiol Mikrobiol Imunol	Czech Republic	Praha	Ceská lékarská spolecnost J.E. Purkyne	1994		Four no. a year		1210-7913	1210-7913	cze	Y	1994.0	Y	N	IM		Y	1210-7913																																										yes
8902507	Epidemiologia e prevenzione	Epidemiol Prev	Italy	Milano	Cooperativa epidemiologia e prevenzione	1976		Quarterly		1120-9763	1120-9763	ita	N	1987.0	Y	Y	IM	http://www.epiprev.it/	Y	1120-9763																																										yes
101738005	Ethics & human research	Ethics Hum Res	United States	Hoboken, New Jersey	John Wiley & Sons, Inc.	2019		Six issues per year	2578-2363	2578-2355	2578-2355	eng	Y	2019.0	Y	Y	IM	https://onlinelibrary.wiley.com/journal/25782363	Y	2578-2363																																										yes
9109034	Ethnicity & disease	Ethn Dis	United States	[Owings Mill, MD]	Ethnicity & Disease, Inc.	1991		Quarterly	1945-0826	1049-510X	1049-510X	eng	N	1991.0	Y	Y	IM	https://www.ethndis.org/edonline/	Y	1945-0826																																										yes
101466614	European annals of allergy and clinical immunology	Eur Ann Allergy Clin Immunol	Italy	Milano : EDRA LSWR		2003		Six  no. a year		1764-1489	1764-1489	eng	Y	2003.0	Y	Y	IM	http://www.eurannallergyimm.com/	Y	1764-1489																																										yes
101717480	European endodontic journal	Eur Endod J	Turkey	Istanbul	Kare Publishing	2016			2548-0839		2548-0839	eng	N	2020.0	Y	Y	IM	http://www.eurendodj.com	Y	2548-0839																																										yes
8703474	European journal of haematology. Supplementum	Eur J Haematol Suppl	England	Oxford	Blackwell Munksgaard	1987		Irregular		0902-4506	0902-4506	eng	Y	1987.0	Y	Y	IM	http://onlinelibrary.wiley.com/journal/10.1111/(ISSN)1600-0609	Y	0902-4506																																										yes
101121881	European journal of paediatric dentistry	Eur J Paediatr Dent	Italy	Carimate, CO	Ariesdue	2000		Quarterly	2035-648X	1591-996X	1591-996X	eng	N	2003.0	Y	Y	IM	http://www.ejpd.eu/	Y	2035-648X																																										yes
